,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
174,Irv Smith Jr.,MIN,TE,24,3,0,0,0,0,0,0,0,0,,0,16,7,68,9.71,1,0,0,1,,,13,19.8,19.8,16.3,,18,
175,Elijah Moore,NYJ,WR,22,3,3,0,0,0,0,0,1,-6,-6.00,0,22,12,139,11.58,0,0,0,0,,,13,25.3,28.3,19.3,,70,
176,Quez Watkins,PHI,WR,24,3,2,0,0,0,0,0,0,0,,0,3,2,69,34.50,1,0,0,1,,,13,14.9,14.9,13.9,,71,
177,Chase Claypool,PIT,WR,24,3,3,0,0,0,0,0,7,47,6.71,0,18,11,79,7.18,0,0,0,0,,,13,23.6,23.6,18.1,,72,
178,Zander Horvath,LAC,RB,24,3,0,0,0,0,0,0,1,2,2.00,0,5,3,7,2.33,2,0,0,2,,,13,15.9,15.9,14.4,,49,
179,Nyheim Hines,IND,RB,26,3,2,0,0,0,0,0,7,11,1.57,0,17,15,110,7.33,0,1,0,0,,,12,27.1,30.1,19.6,,52,
180,Mecole Hardman,KAN,WR,24,3,3,0,0,0,0,0,1,-4,-4.00,0,11,7,67,9.57,1,0,0,1,,,12,19.3,19.3,15.8,,74,
181,Raheem Mostert,MIA,RB,30,3,1,0,0,0,0,0,24,78,3.25,0,6,4,44,11.00,0,0,0,0,,,12,16.2,16.2,14.2,,50,
182,Mark Ingram,NOR,RB,33,3,1,0,0,0,0,0,19,98,5.16,1,3,3,4,1.33,0,2,2,1,,,12,15.2,17.2,13.7,,51,
183,Kendrick Bourne,NWE,WR,27,3,1,0,0,0,0,0,0,0,,0,9,7,115,16.43,0,1,0,0,,,12,18.5,21.5,15.0,,77,
185,Daniel Bellinger,NYG,TE,22,3,2,0,0,0,0,0,0,0,,0,6,5,56,11.20,1,0,0,1,,,12,16.6,16.6,14.1,,20,
186,Treylon Burks,TEN,WR,22,3,1,0,0,0,0,0,1,8,8.00,0,13,8,115,14.38,0,0,0,0,,,12,20.3,23.3,16.3,,75,
187,Kenneth Gainwell,PHI,RB,23,3,0,0,0,0,0,0,10,33,3.30,1,6,3,23,7.67,0,0,0,1,,,12,14.6,14.6,13.1,,53,
188,Trey Lance,SFO,QB,22,2,2,15,31,194,0,1,16,67,4.19,0,0,0,0,,0,1,0,0,,,12,12.5,13.5,13.5,,33,
189,Breshad Perriman,TAM,WR,29,3,2,0,0,0,0,0,2,-7,-3.50,0,12,6,89,14.83,1,2,1,1,,,12,18.2,19.2,15.2,,76,
190,Dante Pettis,CHI,WR,27,3,2,0,0,0,0,0,0,0,,0,1,1,51,51.00,1,0,0,1,,,11,12.1,12.1,11.6,,78,
191,Randall Cobb,GNB,WR,32,3,1,0,0,0,0,0,0,0,,0,8,7,108,15.43,0,0,0,0,,,11,17.8,20.8,14.3,,81,
192,Sammy Watkins,GNB,WR,29,2,2,0,0,0,0,0,0,0,,0,7,6,111,18.50,0,0,0,0,,,11,17.1,20.1,14.1,,79,
193,Rex Burkhead,HOU,RB,32,3,0,0,0,0,0,0,17,49,2.88,0,16,11,60,5.45,0,0,0,0,,,11,21.9,21.9,16.4,,54,
194,Chris Moore,HOU,WR,29,3,0,0,0,0,0,0,0,0,,0,10,8,108,13.50,0,0,0,0,,,11,18.8,21.8,14.8,,82,
195,Justin Watson,KAN,WR,26,3,0,0,0,0,0,0,0,0,,0,4,2,50,25.00,1,0,0,1,,,11,13.0,13.0,12.0,,80,
196,Mike Gesicki,MIA,TE,27,3,0,0,0,0,0,0,0,0,,0,6,6,48,8.00,1,0,0,1,,,11,16.8,16.8,13.8,,22,
197,Tre'Quan Smith,NOR,WR,26,1,1,0,0,0,0,0,0,0,,0,5,4,105,26.25,0,0,0,0,,,11,14.5,17.5,12.5,,84,
198,Brandon Bolden,LVR,RB,32,2,0,0,0,0,0,0,6,24,4.00,0,4,4,25,6.25,1,0,0,1,,,11,14.9,14.9,12.9,,55,
199,Ben Skowronek,LAR,WR,25,3,3,0,0,0,0,0,0,0,,0,13,10,107,10.70,0,0,0,0,,,11,20.7,23.7,15.7,,83,
200,Ross Dwelley,SFO,TE,27,3,0,0,0,0,0,0,0,0,,0,3,2,49,24.50,1,0,0,1,,,11,12.9,12.9,11.9,,21,
201,KhaDarel Hodge,ATL,WR,27,3,1,0,0,0,0,0,0,0,,0,6,5,95,19.00,0,0,0,0,,,10,14.5,14.5,12.0,,86,
202,Reggie Gilliam,BUF,RB,25,3,0,0,0,0,0,0,0,0,,0,6,4,39,9.75,1,0,0,1,,,10,13.9,13.9,11.9,,56,
203,Evan Engram,JAX,TE,28,3,3,0,0,0,0,0,1,0,0.00,0,15,12,83,6.92,0,0,0,0,1,,10,22.3,22.3,16.3,,23,
204,Marquez Valdes-Scantling,KAN,WR,28,3,3,0,0,0,0,0,1,-3,-3.00,0,18,10,105,10.50,0,0,0,0,,,10,20.2,23.2,15.2,,85,
205,Alvin Kamara,NOR,RB,27,2,2,0,0,0,0,0,24,100,4.17,0,11,5,19,3.80,0,1,1,0,,,10,14.9,18.9,12.4,,57,
206,Geoff Swaim,TEN,TE,29,3,3,0,0,0,0,0,0,0,,0,7,6,38,6.33,1,0,0,1,,,10,15.8,15.8,12.8,,24,
207,Zack Moss,BUF,RB,25,3,0,0,0,0,0,0,13,78,6.00,0,8,7,27,3.86,0,1,1,0,,,9,15.5,16.5,12.0,,60,
208,Jordan Akins,HOU,TE,30,1,0,0,0,0,0,0,0,0,,0,4,3,31,10.33,1,0,0,1,,,9,12.1,12.1,10.6,,25,
209,Boston Scott,PHI,RB,27,3,0,0,0,0,0,0,10,29,2.90,1,1,1,2,2.00,0,0,0,1,,,9,10.1,10.1,9.6,,58,
210,Justice Hill,BAL,RB,25,3,0,0,0,0,0,0,11,80,7.27,0,2,2,7,3.50,0,0,0,0,,,9,10.7,10.7,9.7,,59,
211,Demarcus Robinson,BAL,WR,28,3,0,0,0,0,0,0,0,0,,0,7,3,31,10.33,1,0,0,1,,,9,12.1,12.1,10.6,,87,
212,Kyle Juszczyk,SFO,RB,31,3,2,0,0,0,0,0,2,1,0.50,1,4,1,24,24.00,0,0,0,1,,,9,9.5,9.5,9.0,,61,
213,Julio Jones,TAM,WR,33,1,0,0,0,0,0,0,2,17,8.50,0,5,3,69,23.00,0,0,0,0,,,9,11.6,11.6,10.1,,88,
214,James Cook,BUF,RB,23,3,0,0,0,0,0,0,13,58,4.46,0,6,4,37,9.25,0,1,1,0,,,8,11.5,12.5,9.5,,62,
216,Ian Thomas,CAR,TE,26,3,3,0,0,0,0,0,0,0,,0,9,5,79,15.80,0,0,0,0,,,8,12.9,12.9,10.4,,29,
217,Hayden Hurst,CIN,TE,29,3,3,0,0,0,0,0,0,0,,0,17,11,77,7.00,0,0,0,0,,,8,18.7,18.7,13.2,,30,
218,Eric Saubert,DEN,TE,28,3,1,0,0,0,0,0,0,0,,0,4,1,22,22.00,1,0,0,1,,,8,9.2,9.2,8.7,,28,
219,Robert Tonyan,GNB,TE,28,3,2,0,0,0,0,0,0,0,,0,14,11,84,7.64,0,0,0,0,,,8,19.4,19.4,13.9,,26,
220,Juwan Johnson,NOR,TE,26,3,1,0,0,0,0,0,0,0,,0,13,6,83,13.83,0,0,0,0,,,8,14.3,14.3,11.3,,27,
221,Dawson Knox,BUF,TE,26,3,3,0,0,0,0,0,0,0,,0,11,9,71,7.89,0,0,0,0,,,7,16.1,16.1,11.6,,33,
222,Donovan Peoples-Jones,CLE,WR,23,3,3,0,0,0,0,0,0,0,,0,15,7,70,10.00,0,0,0,0,,,7,14.0,14.0,10.5,,91,
223,Pharaoh Brown,HOU,TE,28,3,3,0,0,0,0,0,0,0,,0,10,7,72,10.29,0,0,0,0,,,7,14.2,14.2,10.7,,32,
224,Johnny Mundt,MIN,TE,28,3,2,0,0,0,0,0,0,0,,0,8,7,68,9.71,0,0,0,0,,,7,13.8,13.8,10.3,,34,
225,Ty Montgomery,NWE,WR,29,1,0,0,0,0,0,0,2,-2,-1.00,0,4,3,15,5.00,1,0,0,1,,,7,10.3,10.3,8.8,,89,
226,Chris Myarick,NYG,TE,27,3,2,0,0,0,0,0,0,0,,0,2,2,7,3.50,1,0,0,1,,,7,8.7,8.7,7.7,,37,
227,Nick Westbrook-Ikhine,TEN,WR,25,3,3,0,0,0,0,0,0,0,,0,9,5,66,13.20,0,0,0,0,,,7,11.6,11.6,9.1,,92,
228,George Pickens,PIT,WR,21,3,1,0,0,0,0,0,0,0,,0,12,5,65,13.00,0,0,0,0,,,7,11.5,11.5,9.0,,94,
229,Foster Moreau,LVR,TE,25,3,2,0,0,0,0,0,0,0,,0,9,6,74,12.33,0,0,0,0,,,7,13.4,13.4,10.4,,31,
230,Josh Oliver,BAL,TE,25,3,1,0,0,0,0,0,0,0,,0,2,2,8,4.00,1,0,0,1,,,7,8.8,8.8,7.8,,35,
231,Keenan Allen,LAC,WR,30,1,1,0,0,0,0,0,0,0,,0,4,4,66,16.50,0,0,0,0,,,7,10.6,10.6,8.6,,93,
232,Jauan Jennings,SFO,WR,25,3,1,0,0,0,0,0,0,0,,0,11,6,71,11.83,0,0,0,0,,,7,13.1,13.1,10.1,,90,
233,Cameron Brate,TAM,TE,31,3,1,0,0,0,0,0,0,0,,0,11,7,68,9.71,0,0,0,0,,,7,13.8,13.8,10.3,,36,
234,Tyler Allgeier,ATL,RB,22,2,0,0,0,0,0,0,16,55,3.44,0,1,1,5,5.00,0,0,0,0,,,6,7.0,7.0,6.5,,65,
235,Jake Kumerow,BUF,WR,30,3,1,0,0,0,0,0,0,0,,0,5,4,64,16.00,0,0,0,0,,,6,10.4,10.4,8.4,,95,
236,Harrison Bryant,CLE,TE,24,3,1,0,0,0,0,0,0,0,,0,8,5,63,12.60,0,0,0,0,,,6,11.3,11.3,8.8,,38,
237,Alec Pierce,IND,WR,22,2,1,0,0,0,0,0,0,0,,0,7,3,61,20.33,0,0,0,0,,,6,9.1,9.1,7.6,,98,
238,Mike Strachan,IND,WR,25,3,0,0,0,0,0,0,0,0,,0,5,3,59,19.67,0,0,0,0,,,6,8.9,8.9,7.4,,100,
239,Dalton Schultz,DAL,TE,26,2,2,0,0,0,0,0,0,0,,0,13,9,80,8.89,0,1,1,0,,,6,15.0,16.0,10.5,,40,
240,Joe Fortson,KAN,TE,27,3,0,0,0,0,0,0,0,0,,0,2,1,1,1.00,1,0,0,1,,,6,7.1,7.1,6.6,,39,
241,Marquez Callaway,NOR,WR,24,3,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,1,0,0,1,,,6,7.4,7.4,6.9,,96,
242,Jonnu Smith,NWE,TE,27,3,1,0,0,0,0,0,0,0,,0,11,7,58,8.29,0,0,0,0,,,6,12.8,12.8,9.3,,41,
243,David Sills,NYG,WR,26,3,3,0,0,0,0,0,0,0,,0,8,5,57,11.40,0,0,0,0,,,6,10.7,10.7,8.2,,101,
244,Braxton Berrios,NYJ,WR,27,3,0,0,0,0,0,0,3,20,6.67,0,7,5,37,7.40,0,0,0,0,,,6,10.7,10.7,8.2,,102,
245,Jaylen Warren,PIT,RB,24,3,0,0,0,0,0,0,11,52,4.73,0,3,2,3,1.50,0,1,0,0,,,6,7.5,7.5,6.5,,66,
247,Hunter Renfrow,LVR,WR,27,2,1,0,0,0,0,0,0,0,,0,16,10,80,8.00,0,3,1,0,,,6,16.0,17.0,11.0,,99,
248,Jalen Guyton,LAC,WR,25,3,0,0,0,0,0,0,0,0,,0,4,2,64,32.00,0,0,0,0,,,6,8.4,8.4,7.4,,97,
249,Joshua Kelley,LAC,RB,25,3,0,0,0,0,0,0,9,40,4.44,0,6,5,23,4.60,0,0,0,0,,,6,11.3,11.3,8.8,,63,
250,Sony Michel,LAC,RB,27,3,0,0,0,0,0,0,16,47,2.94,0,3,2,15,7.50,0,0,0,0,,,6,8.2,8.2,7.2,,64,
251,Jamison Crowder,BUF,WR,29,3,0,0,0,0,0,0,0,0,,0,9,5,53,10.60,0,1,0,0,,,5,10.3,10.3,7.8,,103,
252,Parris Campbell,IND,WR,25,3,3,0,0,0,0,0,0,0,,0,8,5,47,9.40,0,0,0,0,,,5,9.7,9.7,7.2,,107,
253,A.J. Green,ARI,WR,34,3,3,0,0,0,0,0,0,0,,0,13,5,29,5.80,0,0,0,0,1,,5,9.9,9.9,7.4,,106,
254,Andrew Beck,DEN,TE,26,3,1,0,0,0,0,0,1,-1,-1.00,0,3,2,52,26.00,0,0,0,0,,,5,7.1,7.1,6.1,,43,
255,Kendall Hinton,DEN,WR,25,2,2,0,0,0,0,0,0,0,,0,2,2,47,23.50,0,0,0,0,,,5,6.7,6.7,5.7,,108,
256,Albert Okwuegbunam,DEN,TE,24,3,0,0,0,0,0,0,0,0,,0,10,6,45,7.50,0,0,0,0,,,5,10.5,10.5,7.5,,46,
257,Craig Reynolds,DET,RB,26,3,0,0,0,0,0,0,9,29,3.22,0,2,2,18,9.00,0,0,0,0,,,5,6.7,6.7,5.7,,70,
258,Christian Watson,GNB,WR,23,2,1,0,0,0,0,0,1,7,7.00,0,7,5,43,8.60,0,0,0,0,,,5,10.0,10.0,7.5,,105,
259,Noah Gray,KAN,TE,23,3,0,0,0,0,0,0,0,0,,0,7,4,48,12.00,0,0,0,0,,,5,8.8,8.8,6.8,,45,
260,Kenyan Drake,BAL,RB,28,2,2,0,0,0,0,0,17,39,2.29,0,1,1,15,15.00,0,0,0,0,,,5,6.4,6.4,5.9,,67,
261,Isaiah Likely,BAL,TE,22,3,0,0,0,0,0,0,0,0,,0,11,5,51,10.20,0,0,0,0,,,5,10.1,10.1,7.6,,44,
262,Noah Fant,SEA,TE,25,3,3,0,0,0,0,0,0,0,,0,10,9,54,6.00,0,0,0,0,,,5,14.4,14.4,9.9,,42,
263,Marquise Goodwin,SEA,WR,32,3,0,0,0,0,0,0,0,0,,0,7,4,53,13.25,0,0,0,0,,,5,9.3,9.3,7.3,,104,
264,Travis Homer,SEA,RB,24,3,0,0,0,0,0,0,4,18,4.50,0,4,4,33,8.25,0,0,0,0,,,5,9.1,9.1,7.1,,68,
265,Kenneth Walker III,SEA,RB,22,2,0,0,0,0,0,0,7,29,4.14,0,6,5,19,3.80,0,0,0,0,,,5,9.8,9.8,7.3,,69,
266,Ray-Ray McCloud,SFO,WR,26,3,0,0,0,0,0,0,0,0,,0,5,3,47,15.67,0,1,0,0,,,5,7.7,7.7,6.2,,109,
267,Scott Miller,TAM,WR,25,2,1,0,0,0,0,0,1,8,8.00,0,13,4,38,9.50,0,0,0,0,,,5,8.6,8.6,6.6,,110,
268,Shi Smith,CAR,WR,24,3,2,0,0,0,0,0,0,0,,0,11,4,36,9.00,0,0,0,0,,,4,7.6,7.6,5.6,,113,
269,Cole Kmet,CHI,TE,23,3,3,0,0,0,0,0,0,0,,0,5,2,40,20.00,0,0,0,0,,,4,6.0,6.0,5.0,,52,
270,Anthony Schwartz,CLE,WR,22,3,0,0,0,0,0,0,2,20,10.00,0,2,1,19,19.00,0,0,0,0,,,4,4.9,4.9,4.4,,111,
271,Mo Alie-Cox,IND,TE,29,3,1,0,0,0,0,0,0,0,,0,8,4,44,11.00,0,0,0,0,,,4,8.4,8.4,6.4,,47,
272,Kylen Granson,IND,TE,24,3,2,0,0,0,0,0,0,0,,0,11,7,43,6.14,0,0,0,0,,,4,11.3,11.3,7.8,,49,
273,Peyton Hendershot,DAL,TE,23,3,1,0,0,0,0,0,0,0,,0,3,3,43,14.33,0,0,0,0,,,4,7.3,7.3,5.8,,50,
274,Dak Prescott,DAL,QB,29,1,1,14,29,134,0,1,2,11,5.50,0,0,0,0,,0,0,0,0,,,4,4.5,5.5,5.5,,34,
275,Durham Smythe,MIA,TE,27,3,3,0,0,0,0,0,0,0,,0,6,5,42,8.40,0,0,0,0,,,4,9.2,9.2,6.7,,51,
276,Hassan Haskins,TEN,RB,23,3,0,0,0,0,0,0,9,37,4.11,0,1,1,0,0.00,0,0,0,0,,,4,4.7,4.7,4.2,,73,
278,Austin Hooper,TEN,TE,28,3,0,0,0,0,0,0,0,0,,0,9,4,44,11.00,0,0,0,0,,,4,8.4,8.4,6.4,,48,
279,Grant Calcaterra,PHI,TE,24,1,0,0,0,0,0,0,0,0,,0,1,1,40,40.00,0,0,0,0,,,4,5.0,5.0,4.5,,53,
280,Zach Pascal,PHI,WR,28,3,0,0,0,0,0,0,1,0,0.00,0,6,6,39,6.50,0,0,0,0,,,4,9.9,9.9,6.9,,112,
281,Zach Gentry,PIT,TE,26,3,2,0,0,0,0,0,0,0,,0,2,2,40,20.00,0,0,0,0,,,4,6.0,6.0,5.0,,54,
282,J.K. Dobbins,BAL,RB,24,1,1,0,0,0,0,0,7,23,3.29,0,2,2,17,8.50,0,0,0,0,,,4,6.0,6.0,5.0,,72,
283,Elijah Mitchell,SFO,RB,24,1,1,0,0,0,0,0,6,41,6.83,0,0,0,0,,0,0,0,0,,,4,4.1,4.1,4.1,,71,
284,Chris Godwin,TAM,WR,26,1,1,0,0,0,0,0,0,0,,0,3,3,35,11.67,0,0,0,0,,,4,6.5,6.5,5.0,,114,
285,Anthony Firkser,ATL,TE,27,3,1,0,0,0,0,0,0,0,,0,3,2,28,14.00,0,0,0,0,,,3,4.8,4.8,3.8,,56,
286,Quintin Morris,BUF,TE,23,2,0,0,0,0,0,0,0,0,,0,3,3,28,9.33,0,0,0,0,,,3,5.8,5.8,4.3,,57,
287,Giovanni Ricci,CAR,RB,26,3,1,0,0,0,0,0,0,0,,0,3,2,31,15.50,0,0,0,0,,,3,5.1,5.1,4.1,,75,
288,Darnell Mooney,CHI,WR,25,3,3,0,0,0,0,0,0,0,,0,11,4,27,6.75,0,0,0,0,,,3,6.7,6.7,4.7,,120,
289,Byron Pringle,CHI,WR,29,3,1,0,0,0,0,0,0,0,,0,3,2,33,16.50,0,0,0,0,,,3,5.3,5.3,4.3,,115,
290,Mike Thomas,CIN,WR,28,3,0,0,0,0,0,0,0,0,,0,5,1,5,5.00,0,0,0,0,1,,3,3.5,3.5,3.0,,123,
291,Andre Baccellia,ARI,WR,25,3,0,0,0,0,0,0,0,0,,0,6,4,25,6.25,0,0,0,0,,,3,6.5,6.5,4.5,,124,
292,Tyrie Cleveland,DEN,WR,25,2,0,0,0,0,0,0,0,0,,0,3,2,28,14.00,0,0,0,0,,,3,4.8,4.8,3.8,,118,
293,Brock Wright,DET,TE,24,3,0,0,0,0,0,0,0,0,,0,1,1,25,25.00,0,0,0,0,,,3,3.5,3.5,3.0,,63,
294,Tyler Davis,GNB,TE,25,3,0,0,0,0,0,0,0,0,,0,4,3,29,9.67,0,0,0,0,,,3,5.9,5.9,4.4,,55,
295,Josiah Deguara,GNB,TE,25,3,0,0,0,0,0,0,0,0,,0,2,2,28,14.00,0,0,0,0,,,3,4.8,4.8,3.8,,58,
296,Jordan Love,GNB,QB,24,1,0,4,5,65,0,0,0,0,,0,0,0,0,,0,0,0,0,,,3,2.6,2.6,2.6,,35,
297,Jamal Agnew,JAX,WR,27,3,0,0,0,0,0,0,3,7,2.33,0,3,2,23,11.50,0,0,0,0,,,3,5.0,5.0,4.0,,117,
298,Alec Ingold,MIA,RB,26,3,3,0,0,0,0,0,3,3,1.00,0,5,3,23,7.67,0,0,0,0,,,3,5.6,5.6,4.1,,76,
299,Cedrick Wilson Jr.,MIA,WR,27,3,0,0,0,0,0,0,1,8,8.00,0,3,2,20,10.00,0,0,0,0,,,3,4.8,4.8,3.8,,119,
300,Ben Ellefson,MIN,TE,26,3,1,0,0,0,0,0,0,0,,0,3,3,26,8.67,0,0,0,0,,,3,5.6,5.6,4.1,,62,
301,Jalen Reagor,MIN,WR,23,3,0,0,0,0,0,0,1,17,17.00,0,3,2,9,4.50,0,1,0,0,,,3,4.6,4.6,3.6,,122,
302,Hunter Henry,NWE,TE,28,3,3,0,0,0,0,0,0,0,,0,5,3,28,9.33,0,0,0,0,,,3,5.8,5.8,4.3,,59,
303,Kyle Philips,TEN,WR,23,2,0,0,0,0,0,0,0,0,,0,10,7,71,10.14,0,2,2,0,,,3,10.1,12.1,6.6,,116,
304,Kendall Blanton,LAR,TE,27,1,0,0,0,0,0,0,0,0,,0,1,1,28,28.00,0,0,0,0,,,3,3.8,3.8,3.3,,60,
305,Tyrion Davis-Price,SFO,RB,22,1,0,0,0,0,0,0,14,33,2.36,0,0,0,0,,0,0,0,0,,,3,3.3,3.3,3.3,,74,
306,George Kittle,SFO,TE,29,1,1,0,0,0,0,0,0,0,,0,5,4,28,7.00,0,0,0,0,,,3,6.8,6.8,4.8,,61,
307,Jaelon Darden,TAM,WR,23,3,0,0,0,0,0,0,1,2,2.00,0,1,1,25,25.00,0,0,0,0,,,3,3.7,3.7,3.2,,121,
309,Trestan Ebner,CHI,RB,23,3,0,0,0,0,0,0,7,23,3.29,0,1,0,0,,0,0,0,0,,,2,2.3,2.3,2.3,,78,
310,Ryan Griffin,CHI,TE,32,2,0,0,0,0,0,0,0,0,,0,3,1,18,18.00,0,0,0,0,,,2,2.8,2.8,2.3,,67,
311,Dezmon Patmon,IND,WR,24,1,0,0,0,0,0,0,0,0,,0,6,2,24,12.00,0,0,0,0,,,2,4.4,4.4,3.4,,125,
312,Andy Isabella,ARI,WR,26,2,0,0,0,0,0,0,0,0,,0,5,2,21,10.50,0,0,0,0,,,2,4.1,4.1,3.1,,131,
313,Trace McSorley,ARI,QB,27,1,0,2,4,12,0,0,3,20,6.67,0,0,0,0,,0,0,0,0,,,2,2.5,2.5,2.5,,36,
314,Simi Fehoko,DAL,WR,25,3,0,0,0,0,0,0,0,0,,0,4,3,24,8.00,0,0,0,0,,,2,5.4,5.4,3.9,,126,
315,Dennis Houston,DAL,WR,23,2,0,0,0,0,0,0,0,0,,0,6,2,16,8.00,0,0,0,0,,,2,3.6,3.6,2.6,,137,
316,Montrell Washington,DEN,WR,23,3,0,0,0,0,0,0,1,19,19.00,0,1,0,0,,0,0,0,0,,,2,1.9,1.9,1.9,,133,
317,Juwann Winfree,GNB,WR,26,2,0,0,0,0,0,0,0,0,,0,3,1,17,17.00,0,0,0,0,,,2,2.7,2.7,2.2,,135,
318,Phillip Dorsett,HOU,WR,29,2,0,0,0,0,0,0,0,0,,0,2,1,15,15.00,0,0,0,0,,,2,2.5,2.5,2.0,,138,
319,Jeff Driskel,HOU,TE,29,2,0,0,0,0,0,0,2,15,7.50,0,0,0,0,,0,0,0,0,,,2,1.5,1.5,1.5,,68,
320,Trent Sherfield,MIA,WR,26,3,0,0,0,0,0,0,0,0,,0,5,4,22,5.50,0,0,0,0,,,2,6.2,6.2,4.2,,128,
321,C.J. Ham,MIN,RB,29,3,1,0,0,0,0,0,0,0,,0,4,3,21,7.00,0,0,0,0,,,2,5.1,5.1,3.6,,82,
322,Tony Jones,NOR,RB,25,2,0,0,0,0,0,0,2,8,4.00,0,2,2,12,6.00,0,0,0,0,,,2,4.0,4.0,3.0,,83,
323,Dwayne Washington,NOR,RB,28,2,0,0,0,0,0,0,4,18,4.50,0,0,0,0,,0,1,0,0,,,2,1.8,1.8,1.8,,84,
324,Matt Breida,NYG,RB,27,3,0,0,0,0,0,0,7,23,3.29,0,1,0,0,,0,0,0,0,,,2,2.3,2.3,2.3,,79,
325,Kenny Golladay,NYG,WR,29,3,1,0,0,0,0,0,0,0,,0,5,2,22,11.00,0,0,0,0,,,2,4.2,4.2,3.2,,129,
326,Tanner Hudson,NYG,TE,28,3,0,0,0,0,0,0,0,0,,0,3,2,22,11.00,0,0,0,0,,,2,4.2,4.2,3.2,,66,
327,Kadarius Toney,NYG,WR,23,2,1,0,0,0,0,0,2,23,11.50,0,3,2,0,0.00,0,0,0,0,,,2,4.3,4.3,3.3,,127,
328,Jeff Smith,NYJ,WR,25,3,0,0,0,0,0,0,0,0,,0,1,1,17,17.00,0,0,0,0,,,2,2.7,2.7,2.2,,136,
329,Cody Hollister,TEN,WR,29,3,0,0,0,0,0,0,0,0,,0,1,1,22,22.00,0,0,0,0,,,2,3.2,3.2,2.7,,130,
330,Ameer Abdullah,LVR,RB,29,3,0,0,0,0,0,0,0,0,,0,2,1,23,23.00,0,1,0,0,,,2,3.3,3.3,2.8,,80,
331,Brandon Powell,LAR,WR,27,3,0,0,0,0,0,0,2,-23,-11.50,0,5,5,43,8.60,0,0,0,0,,,2,7.0,7.0,4.5,,132,
332,Mike Davis,BAL,RB,29,3,0,0,0,0,0,0,7,15,2.14,0,0,0,0,,0,1,0,0,,,2,1.5,1.5,1.5,,86,
333,Patrick Ricard,BAL,RB,28,3,3,0,0,0,0,0,1,5,5.00,0,2,2,19,9.50,0,0,0,0,,,2,4.4,4.4,3.4,,77,
334,Tre' McKitty,LAC,TE,23,3,0,0,0,0,0,0,0,0,,0,4,3,24,8.00,0,1,0,0,,,2,5.4,5.4,3.9,,64,
335,DeeJay Dallas,SEA,RB,24,3,0,0,1,0,0,1,3,21,7.00,0,2,2,17,8.50,0,0,0,0,,,2,3.8,4.8,3.8,,85,
336,Penny Hart,SEA,WR,26,3,0,0,0,0,0,0,0,0,,0,1,1,15,15.00,0,0,0,0,,,2,2.5,2.5,2.0,,139,
337,Rachaad White,TAM,RB,23,3,0,0,0,0,0,0,8,15,1.88,0,4,2,7,3.50,0,0,0,0,,,2,4.2,4.2,3.2,,81,
338,John Bates,WAS,TE,25,3,1,0,0,0,0,0,0,0,,0,5,2,15,7.50,0,0,0,0,,,2,3.5,3.5,2.5,,69,
340,Dax Milne,WAS,WR,23,3,0,0,0,0,0,0,0,0,,0,3,2,18,9.00,0,0,0,0,,,2,3.8,3.8,2.8,,134,
341,Armani Rogers,WAS,TE,25,3,0,0,0,0,0,0,0,0,,0,1,1,23,23.00,0,0,0,0,,,2,3.3,3.3,2.8,,65,
342,Parker Hesse,ATL,TE,27,3,1,0,0,0,0,0,0,0,,0,3,2,10,5.00,0,0,0,0,,,1,3.0,3.0,2.0,,74,
343,D'Onta Foreman,CAR,RB,26,3,0,0,0,0,0,0,4,14,3.50,0,0,0,0,,0,0,0,0,,,1,1.4,1.4,1.4,,87,
344,Chuba Hubbard,CAR,RB,23,3,0,0,0,0,0,0,4,28,7.00,0,0,0,0,,0,1,1,0,,,1,0.8,1.8,0.8,,90,
345,Stephen Sullivan,CAR,TE,26,2,0,0,0,0,0,0,0,0,,0,1,1,13,13.00,0,0,0,0,,,1,2.3,2.3,1.8,,70,
346,Tommy Tremble,CAR,TE,22,3,0,0,0,0,0,0,0,0,,0,2,2,8,4.00,0,0,0,0,,,1,2.8,2.8,1.8,,77,
347,Mitchell Wilcox,CIN,TE,26,3,0,0,0,0,0,0,0,0,,0,2,2,12,6.00,0,0,0,0,,,1,3.2,3.2,2.2,,72,
348,David Bell,CLE,WR,22,3,1,0,0,0,0,0,0,0,,0,2,2,12,6.00,0,0,0,0,,,1,3.2,3.2,2.2,,141,
349,Jake Ferguson,DAL,TE,23,3,2,0,0,0,0,0,0,0,,0,3,2,13,6.50,0,0,0,0,,,1,3.3,3.3,2.3,,71,
350,Troy Hairston,HOU,RB,24,3,1,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,0,0,,,1,1.5,1.5,1.0,,93,
351,Brevin Jordan,HOU,TE,22,2,1,0,0,0,0,0,0,0,,0,6,3,8,2.67,0,0,0,0,,,1,3.8,3.8,2.3,,78,
352,Dan Arnold,JAX,TE,27,3,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,0,0,,,1,1.8,1.8,1.3,,79,
353,Michael Burton,KAN,RB,30,3,0,0,0,0,0,0,2,8,4.00,0,1,1,2,2.00,0,0,0,0,,,1,2.0,2.0,1.5,,89,
