,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
18,Mark Andrews,BAL,TE,27,4,4,0,0,0,0,0,1,3,3.00,0,36,24,260,10.83,3,0,0,3,,,44,68.3,71.3,56.3,19,3,19
19,Cordarrelle Patterson,ATL,RB,31,4,3,0,0,0,0,0,58,340,5.86,3,7,4,28,7.00,0,0,0,3,,,55,58.8,61.8,56.8,17,7,20
20,Kyler Murray,ARI,QB,25,4,4,113,173,991,5,2,24,91,3.79,2,0,0,0,,0,2,0,2,1,2,83,82.7,87.7,84.7,17,6,21
21,Josh Jacobs,LVR,RB,24,4,4,0,0,0,0,0,70,336,4.80,2,13,12,90,7.50,0,1,0,2,,,55,66.6,69.6,60.6,17,8,22
22,Christian Kirk,JAX,WR,26,4,4,0,0,0,0,0,1,3,3.00,0,36,20,327,16.35,3,0,0,3,,,51,71.0,74.0,61.0,16,6,23
23,Khalil Herbert,CHI,RB,24,4,1,0,0,0,0,0,52,317,6.10,3,5,5,37,7.40,0,0,0,3,,,53,58.4,61.4,55.9,16,9,24
24,James Robinson,JAX,RB,24,4,4,0,0,0,0,0,59,259,4.39,3,7,6,33,5.50,1,1,0,4,,,53,59.2,62.2,56.2,16,10,25
25,Amon-Ra St. Brown,DET,WR,23,3,3,0,0,0,0,0,2,68,34.00,0,33,23,253,11.00,3,0,0,3,,,50,73.1,76.1,61.6,15,7,26
26,Christian McCaffrey,CAR,RB,26,4,4,0,0,0,0,0,58,270,4.66,1,23,19,138,7.26,1,0,0,2,,,53,71.8,77.8,62.3,15,11,27
27,Justin Herbert,LAC,QB,24,4,4,111,166,1250,9,2,11,4,0.36,0,0,0,0,,0,1,1,0,,,80,80.4,86.4,82.4,15,7,28
28,Austin Ekeler,LAC,RB,27,4,4,0,0,0,0,0,45,140,3.11,2,29,27,188,6.96,1,1,0,3,,,51,77.8,83.8,64.3,13,12,29
30,Aaron Jones,GNB,RB,28,4,4,0,0,0,0,0,48,327,6.81,1,16,12,81,6.75,1,1,1,2,,,51,62.8,66.8,56.8,13,13,30
31,Joe Burrow,CIN,QB,26,4,4,100,156,1099,8,4,20,79,3.95,0,0,0,0,,0,3,1,0,,2,78,77.9,85.9,81.9,13,8,31
32,Davante Adams,LVR,WR,30,4,4,0,0,0,0,0,2,0,0.00,0,47,26,290,11.15,3,0,0,3,,,47,73.0,76.0,60.0,12,8,32
33,A.J. Brown,PHI,WR,25,4,4,0,0,0,0,0,0,0,,0,38,25,404,16.16,1,0,0,1,,,46,71.4,74.4,58.9,12,9,33
34,Marquise Brown,ARI,WR,25,4,4,0,0,0,0,0,0,0,,0,45,30,339,11.30,2,0,0,2,,,46,75.9,78.9,60.9,11,10,34
35,Deebo Samuel,SFO,WR,26,4,4,0,0,0,0,0,19,113,5.95,1,28,18,246,13.67,1,2,1,2,,,46,63.9,70.9,54.9,11,11,35
36,Dameon Pierce,HOU,RB,22,4,4,0,0,0,0,0,60,313,5.22,2,10,10,43,4.30,0,2,0,2,,,48,57.6,60.6,52.6,10,14,36
37,Tee Higgins,CIN,WR,23,4,4,0,0,0,0,0,0,0,,0,28,20,315,15.75,2,0,0,2,,,44,63.5,66.5,53.5,9,12,37
38,Geno Smith,SEA,QB,32,4,4,102,132,1037,6,2,17,64,3.76,1,0,0,0,,0,1,0,1,,,74,73.9,78.9,75.9,9,9,38
39,Gerald Everett,LAC,TE,28,4,4,0,0,0,0,0,0,0,,0,26,16,211,13.19,2,0,0,2,,,33,49.1,52.1,41.1,9,4,39
40,Damien Harris,NWE,RB,25,4,4,0,0,0,0,0,53,246,4.64,3,9,7,29,4.14,0,0,0,3,,,46,52.5,55.5,49.0,8,15,40
41,Zach Ertz,ARI,TE,32,4,4,0,0,0,0,0,0,0,,0,31,22,181,8.23,2,0,0,2,1,,32,54.1,57.1,43.1,8,5,41
42,Mike Evans,TAM,WR,29,3,3,0,0,0,0,0,0,0,,0,21,16,235,14.69,3,0,0,3,,,42,57.5,60.5,49.5,7,13,42
43,CeeDee Lamb,DAL,WR,23,4,4,0,0,0,0,0,1,6,6.00,0,42,23,288,12.52,2,0,0,2,,,41,64.4,67.4,52.9,7,14,43
44,Devin Duvernay,BAL,WR,25,4,4,0,0,0,0,0,2,-2,-1.00,0,13,12,172,14.33,3,0,0,4,,,41,53.0,56.0,47.0,7,15,44
45,Courtland Sutton,DEN,WR,27,4,4,0,0,0,0,0,1,5,5.00,0,35,24,343,14.29,1,0,0,1,,,41,64.8,67.8,52.8,6,16,45
46,Carson Wentz,WAS,QB,30,4,4,107,172,1031,8,5,12,62,5.17,0,0,0,0,,0,3,1,0,,2,71,71.4,80.4,76.4,6,10,46
47,Jahan Dotson,WAS,WR,22,4,3,0,0,0,0,0,1,-10,-10.00,0,22,12,152,12.67,4,0,0,4,1,,40,52.2,55.2,46.2,6,17,47
48,Dallas Goedert,PHI,TE,27,4,4,0,0,0,0,0,0,0,,0,20,16,240,15.00,1,0,0,1,,,30,46.0,49.0,38.0,6,6,48
49,Rashaad Penny,SEA,RB,26,4,4,0,0,0,0,0,49,292,5.96,2,5,4,16,4.00,0,1,0,2,,,43,46.8,49.8,44.8,6,16,49
50,D'Andre Swift,DET,RB,23,3,3,0,0,0,0,0,27,231,8.56,1,12,8,77,9.63,1,0,0,2,,,43,50.8,53.8,46.8,6,17,50
51,Will Dissly,SEA,TE,26,4,4,0,0,0,0,0,0,0,,0,12,12,116,9.67,3,0,0,3,,,30,41.6,44.6,35.6,5,7,51
52,Chris Olave,NOR,WR,22,4,2,0,0,0,0,0,0,0,,0,36,21,335,15.95,1,1,1,1,1,,40,60.5,64.5,50.0,5,19,52
53,Ja'Marr Chase,CIN,WR,22,4,4,0,0,0,0,0,3,2,0.67,0,41,25,293,11.72,2,1,1,2,,,40,64.5,68.5,52.0,5,18,53
54,Jonathan Taylor,IND,RB,23,4,4,0,0,0,0,0,81,328,4.05,1,16,9,44,4.89,0,1,1,1,,,41,50.2,54.2,45.7,4,18,54
55,Pat Freiermuth,PIT,TE,24,4,4,0,0,0,0,0,0,0,,0,30,18,223,12.39,1,0,0,1,,,28,46.3,49.3,37.3,4,8,55
56,Corey Davis,NYJ,WR,27,4,2,0,0,0,0,0,0,0,,0,26,15,261,17.40,2,0,0,2,,,38,53.1,56.1,45.6,4,20,56
57,Mike Williams,LAC,WR,28,4,4,0,0,0,0,0,0,0,,0,31,18,258,14.33,2,0,0,2,,,38,55.8,58.8,46.8,4,21,57
58,Garrett Wilson,NYJ,WR,22,4,2,0,0,0,0,0,1,-2,-2.00,0,39,20,255,12.75,2,0,0,2,,,37,57.3,60.3,47.3,3,22,58
59,Joe Mixon,CIN,RB,26,4,4,0,0,0,0,0,82,224,2.73,1,24,17,116,6.82,0,0,0,1,,,40,57.0,63.0,48.5,3,19,59
61,Drake London,ATL,WR,21,4,3,0,0,0,0,0,0,0,,0,32,18,231,12.83,2,0,0,2,1,,37,55.1,58.1,46.1,3,23,60
62,Curtis Samuel,WAS,WR,26,4,3,0,0,0,0,0,8,51,6.38,0,37,26,219,8.42,2,1,1,2,,,37,63.0,67.0,50.0,3,24,61
63,Tua Tagovailoa,MIA,QB,24,4,4,80,115,1035,8,3,4,1,0.25,0,0,0,0,,0,1,0,0,,,68,67.5,73.5,70.5,3,11,62
64,Leonard Fournette,TAM,RB,27,4,4,0,0,0,0,0,60,224,3.73,0,19,16,111,6.94,1,0,0,1,,,40,55.5,61.5,47.5,3,20,63
65,Antonio Gibson ,WAS,RB,24,4,4,0,0,0,0,0,53,173,3.26,2,16,13,101,7.77,0,0,0,2,,,39,52.4,58.4,45.9,3,21,64
66,Kareem Hunt,CLE,RB,27,4,0,0,0,0,0,0,46,200,4.35,1,13,11,73,6.64,1,0,0,2,,,39,50.3,53.3,44.8,3,22,65
67,Breece Hall,NYJ,RB,21,4,0,0,0,0,0,0,38,178,4.68,1,27,15,113,7.53,1,1,1,2,,,39,54.1,61.1,46.6,2,23,66
68,Josh Reynolds,DET,WR,27,4,4,0,0,0,0,0,0,0,,0,24,17,243,14.29,2,0,0,2,,,36,53.3,56.3,44.8,2,25,67
69,Tyler Conklin,NYJ,TE,27,4,4,0,0,0,0,0,0,0,,0,29,21,192,9.14,1,2,0,1,,,25,46.2,49.2,35.7,1,9,68
70,Tyler Boyd,CIN,WR,28,4,2,1,1,23,0,0,0,0,,0,19,12,202,16.83,2,0,0,2,1,,35,47.1,50.1,41.1,1,26,69
71,Michael Thomas,NOR,WR,29,3,3,0,0,0,0,0,0,0,,0,22,16,171,10.69,3,0,0,3,,,35,51.1,54.1,43.1,1,27,70
72,Mo Alie-Cox,IND,TE,29,4,2,0,0,0,0,0,0,0,,0,14,10,129,12.90,2,0,0,2,,,25,34.9,37.9,29.9,1,10,71
73,Amari Cooper,CLE,WR,28,4,4,0,0,0,0,0,0,0,,0,31,20,228,11.40,2,0,0,2,,,35,54.8,57.8,44.8,1,28,72
74,Tyler Higbee,LAR,TE,29,4,4,0,0,0,0,0,0,0,,0,38,26,244,9.38,0,0,0,0,,,24,50.4,53.4,37.4,1,11,73
75,Rashod Bateman,BAL,WR,23,4,3,0,0,0,0,0,0,0,,0,22,11,243,22.09,2,1,1,2,,,34,45.3,49.3,39.8,,29,74
76,Daniel Jones,NYG,QB,25,4,4,67,105,631,3,2,31,193,6.23,2,0,0,0,,0,1,1,2,,1,65,64.5,73.5,66.5,,12,75
77,Tory Carter,TEN,,23,4,3,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,1,76
78,Isaiah McKenzie,BUF,WR,27,4,4,0,0,0,0,0,1,6,6.00,0,21,15,153,10.20,3,0,0,3,,,34,48.9,51.9,41.4,,30,77
79,Taysom Hill,NOR,TE,32,3,1,0,0,0,0,0,12,116,9.67,2,1,1,2,2.00,0,0,0,2,,,24,24.8,27.8,24.3,,12,78
80,Derek Carr,LVR,QB,31,4,4,94,154,1038,6,4,10,66,6.60,0,0,0,0,,0,2,0,0,,,64,64.1,71.1,68.1,,14,
81,Russell Wilson,DEN,QB,34,4,4,80,131,980,4,1,13,51,3.92,1,1,1,1,1.00,0,0,0,1,,,64,65.4,69.4,65.9,,13,
82,Trevor Lawrence,JAX,QB,23,4,4,88,134,946,8,2,10,29,2.90,0,0,0,0,,0,4,4,0,,1,63,62.7,71.7,64.7,,15,
83,Tom Brady,TAM,QB,45,4,4,106,155,1058,6,1,6,-4,-0.67,0,0,0,0,,0,2,2,0,,,60,59.9,65.9,60.9,,16,
84,Jacoby Brissett,CLE,QB,30,4,4,82,127,830,4,2,18,80,4.44,1,0,0,0,,0,0,0,1,,,59,59.2,64.2,61.2,,17,
85,Kirk Cousins,MIN,QB,34,4,4,99,157,1031,6,4,3,19,6.33,0,0,0,0,,0,1,0,0,,,59,59.1,66.1,63.1,,18,
86,Marcus Mariota,ATL,QB,29,4,4,57,98,779,3,4,30,95,3.17,2,0,0,0,,0,6,3,2,,1,53,52.7,62.7,56.7,,20,
87,Ryan Tannehill,TEN,QB,34,4,4,67,101,784,5,3,12,20,1.67,1,0,0,0,,0,1,0,1,,,53,53.4,59.4,56.4,,19,
88,Aaron Rodgers,GNB,QB,39,4,4,89,129,935,6,3,8,9,1.13,0,0,0,0,,0,2,2,0,,,52,52.3,60.3,55.3,,21,
89,Matt Ryan,IND,QB,37,4,4,102,154,1125,5,5,9,12,1.33,0,0,0,0,,0,9,3,0,,,50,50.2,61.2,55.2,,22,
90,Baker Mayfield,CAR,QB,27,4,4,64,117,747,4,3,14,40,2.86,1,0,0,0,,0,6,1,1,,,48,47.9,54.9,50.9,,23,
92,Davis Mills,HOU,QB,24,4,4,88,142,908,5,4,4,0,0.00,0,0,0,0,,0,4,1,0,,,46,46.3,54.3,50.3,,24,
93,Cooper Rush,DAL,QB,29,4,3,62,102,737,4,0,5,7,1.40,0,0,0,0,,0,0,0,0,,,46,46.2,49.2,46.2,,25,
94,Joe Flacco,NYJ,QB,37,3,3,91,155,901,5,3,3,6,2.00,0,0,0,0,,0,4,3,0,,,45,44.6,53.6,47.6,,26,
95,Matthew Stafford,LAR,QB,34,4,4,106,150,1015,4,6,6,10,1.67,0,0,0,0,,0,2,1,0,,,44,43.6,53.6,49.6,,28,
96,Jameis Winston,NOR,QB,28,3,3,73,115,858,4,5,5,16,3.20,0,0,0,0,,0,3,0,0,,1,44,43.9,51.9,48.9,,27,
97,Mitchell Trubisky,PIT,QB,28,4,4,69,116,653,2,2,7,24,3.43,1,0,0,0,,0,0,0,1,,1,41,40.5,45.5,42.5,,29,
98,Jimmy Garoppolo,SFO,QB,31,3,2,47,77,604,3,1,6,8,1.33,1,0,0,0,,0,1,1,1,,,39,39.0,44.0,40.0,,30,
99,Justin Fields,CHI,QB,23,4,4,34,67,471,2,4,34,147,4.32,1,0,0,0,,0,4,1,1,,,38,37.5,48.5,41.5,,31,
100,Dalvin Cook,MIN,RB,27,4,4,0,0,0,0,0,63,279,4.43,1,13,9,47,5.22,0,1,1,1,,,37,45.6,49.6,41.1,,24,
101,Mac Jones,NWE,QB,24,3,3,64,97,786,2,5,14,37,2.64,1,0,0,0,,0,1,1,1,,,37,37.1,46.1,42.1,,32,
102,Najee Harris,PIT,RB,24,4,4,0,0,0,0,0,58,202,3.48,1,11,10,48,4.80,1,1,1,2,,,35,45.0,49.0,40.0,,26,
103,Jeff Wilson,SFO,RB,27,4,2,0,0,0,0,0,57,255,4.47,1,7,7,58,8.29,0,1,1,1,,,35,42.3,46.3,38.8,,25,
104,AJ Dillon ,GNB,RB,24,4,1,0,0,0,0,0,57,211,3.70,1,14,9,69,7.67,0,0,0,1,,,34,43.0,46.0,38.5,,27,
105,Noah Brown,DAL,WR,26,4,4,0,0,0,0,0,0,0,,0,27,18,274,15.22,1,0,0,1,,,33,51.4,54.4,42.4,,32,
106,Chase Edmonds,MIA,RB,26,4,2,0,0,0,0,0,28,85,3.04,2,11,8,68,8.50,1,0,0,3,,,33,41.3,41.3,37.3,,28,
107,Mack Hollins,LVR,WR,29,4,3,1,1,4,0,0,0,0,,0,25,17,273,16.06,1,0,0,1,,,33,50.5,53.5,42.0,,31,
108,DeVonta Smith,PHI,WR,24,4,4,0,0,0,0,0,0,0,,0,27,18,266,14.78,1,0,0,1,,,33,50.6,53.6,41.6,,33,
109,Rhamondre Stevenson,NWE,RB,24,4,0,0,0,0,0,0,43,211,4.91,1,14,11,57,5.18,0,0,0,1,,,33,43.8,46.8,38.3,,29,
110,Terry McLaurin,WAS,WR,27,4,4,0,0,0,0,0,1,7,7.00,0,27,14,250,17.86,1,0,0,1,,,32,45.7,48.7,38.7,,35,
111,D.K. Metcalf,SEA,WR,25,4,4,0,0,0,0,0,0,0,,0,35,23,284,12.35,1,1,1,1,,,32,55.4,59.4,43.9,,34,
112,Ezekiel Elliott,DAL,RB,27,4,4,0,0,0,0,0,59,227,3.85,1,7,5,27,5.40,0,0,0,1,,,31,36.4,39.4,33.9,,30,
113,Devin Singletary,BUF,RB,25,4,4,0,0,0,0,0,34,129,3.79,0,21,17,141,8.29,1,1,1,1,,,31,48.0,55.0,39.5,,31,
114,James Conner,ARI,RB,27,4,4,0,0,0,0,0,45,145,3.22,1,18,13,95,7.31,0,1,0,1,,,30,43.0,46.0,36.5,,32,
115,Romeo Doubs,GNB,WR,22,4,2,0,0,0,0,0,1,11,11.00,0,24,19,184,9.68,2,2,1,2,,,30,48.5,52.5,39.0,,37,
116,Jerry Jeudy,DEN,WR,23,4,4,0,0,0,0,0,1,1,1.00,0,21,11,183,16.64,2,0,0,2,,,30,41.4,44.4,35.9,,36,
117,Allen Lazard ,GNB,WR,27,3,3,0,0,0,0,0,0,0,,0,17,12,174,14.50,2,0,0,2,,,29,41.4,44.4,35.4,,38,
118,Tony Pollard,DAL,RB,25,4,1,0,0,0,0,0,36,162,4.50,1,13,7,71,10.14,0,0,0,1,,,29,36.3,39.3,32.8,,33,
119,Brandin Cooks,HOU,WR,29,4,4,0,0,0,0,0,0,0,,0,36,20,215,10.75,1,0,0,1,,,28,47.5,50.5,37.5,,42,
120,Tyler Lockett,SEA,WR,30,4,4,0,0,0,0,0,0,0,,0,34,27,302,11.19,0,1,1,0,,,28,55.2,59.2,41.7,,40,
121,Michael Pittman Jr.,IND,WR,25,3,3,0,0,0,0,0,0,0,,0,28,20,224,11.20,1,0,0,1,,,28,48.4,51.4,38.4,,39,
123,Adam Thielen,MIN,WR,32,4,4,0,0,0,0,0,0,0,,0,28,21,221,10.52,1,0,0,1,,,28,49.1,52.1,38.6,,41,
124,Greg Dortch,ARI,WR,24,4,2,0,0,0,0,0,0,0,,0,24,21,204,9.71,1,0,0,1,,,26,47.4,50.4,36.9,,43,
125,Javonte Williams,DEN,RB,22,4,4,0,0,0,0,0,47,204,4.34,0,22,16,76,4.75,0,1,1,0,,,26,42.0,46.0,34.0,,34,
126,Nelson Agholor,NWE,WR,29,4,2,0,0,0,0,0,0,0,,0,18,14,225,16.07,1,2,2,1,,,25,38.5,43.5,31.5,,46,
127,Brandon Aiyuk,SFO,WR,24,4,4,0,0,0,0,0,1,7,7.00,0,23,14,179,12.79,1,0,0,1,,,25,38.6,41.6,31.6,,45,
128,Dontrell Hilliard,TEN,RB,27,3,0,0,0,0,0,0,4,22,5.50,0,9,8,109,13.63,2,0,0,2,,,25,33.1,36.1,29.1,,35,
129,DeVante Parker,NWE,WR,29,4,4,0,0,0,0,0,0,0,,0,16,8,189,23.63,1,0,0,1,,,25,32.9,35.9,28.9,,44,
130,Darrell Henderson,LAR,RB,25,4,3,0,0,0,0,0,34,138,4.06,1,10,8,38,4.75,0,0,0,1,,,24,31.6,34.6,27.6,,36,
131,Diontae Johnson,PIT,WR,26,4,4,0,0,0,0,0,2,11,5.50,0,37,23,207,9.00,0,1,0,0,1,,24,46.8,49.8,35.3,,47,
132,David Njoku,CLE,TE,26,4,4,0,0,0,0,0,1,-6,-6.00,0,23,18,201,11.17,1,1,1,1,,,24,41.5,45.5,32.5,,13,
133,Darren Waller,LVR,TE,30,4,4,0,0,0,0,0,0,0,,0,24,16,175,10.94,1,0,0,1,,,24,39.5,42.5,31.5,,14,
134,Michael Carter,NYJ,RB,23,4,4,0,0,0,0,0,37,137,3.70,0,19,15,88,5.87,0,0,0,0,,,23,37.5,40.5,30.0,,38,
135,Travis Etienne,JAX,RB,23,4,0,0,0,0,0,0,34,144,4.24,0,11,8,81,10.13,0,1,0,0,,,23,30.5,33.5,26.5,,39,
136,Zay Jones,JAX,WR,27,3,2,0,0,0,0,0,1,0,0.00,0,24,19,173,9.11,1,0,0,1,,,23,42.3,45.3,32.8,,48,
137,Alexander Mattison,MIN,RB,24,4,0,0,0,0,0,0,20,75,3.75,1,7,5,37,7.40,1,0,0,2,,,23,28.2,28.2,25.7,,37,
138,D.J. Moore,CAR,WR,25,4,4,0,0,0,0,0,4,31,7.75,0,29,13,138,10.62,1,0,0,1,,,23,35.9,38.9,29.4,,49,
139,Robert Woods,TEN,WR,30,4,3,0,0,0,0,0,0,0,,0,20,13,167,12.85,1,0,0,1,,,23,35.7,38.7,29.2,,50,
140,J.K. Dobbins,BAL,RB,24,2,2,0,0,0,0,0,20,64,3.20,1,6,6,39,6.50,1,0,0,2,,,22,28.3,28.3,25.3,,40,
141,Josh Palmer,LAC,WR,24,4,4,0,0,0,0,0,1,4,4.00,0,22,14,159,11.36,1,0,0,1,,,22,36.3,39.3,29.3,,51,
142,Robbie Anderson,CAR,WR,29,4,4,0,0,0,0,0,0,0,,0,22,12,174,14.50,1,1,1,1,,,21,33.4,37.4,27.4,,52,
143,Rex Burkhead,HOU,RB,32,4,0,0,0,0,0,0,17,49,2.88,0,21,16,99,6.19,1,0,0,1,,,21,36.8,36.8,28.8,,41,
144,Nico Collins,HOU,WR,23,4,2,0,0,0,0,0,0,0,,0,21,11,207,18.82,0,0,0,0,,,21,31.7,34.7,26.2,,55,
145,Melvin Gordon,DEN,RB,29,4,0,0,0,0,0,0,37,139,3.76,1,10,8,49,6.13,0,4,2,1,,,21,28.8,33.8,24.8,,42,
146,J.D. McKissic,WAS,RB,29,4,0,0,0,0,0,0,17,65,3.82,0,23,19,122,6.42,0,0,0,0,1,,21,39.7,42.7,30.2,,43,
147,Sterling Shepard,NYG,WR,29,3,2,0,0,0,0,0,0,0,,0,24,13,154,11.85,1,0,0,1,,,21,34.4,37.4,27.9,,53,
148,Olamide Zaccheaus,ATL,WR,25,4,2,0,0,0,0,0,0,0,,0,10,10,174,17.40,1,1,1,1,,,21,31.4,35.4,26.4,,54,
149,Jamal Agnew,JAX,WR,27,4,0,0,0,0,0,0,3,7,2.33,0,9,6,73,12.17,2,0,0,2,,,20,26.0,26.0,23.0,,58,
150,DeAndre Carter,LAC,WR,29,4,2,0,0,0,0,0,1,-5,-5.00,0,14,11,166,15.09,1,1,1,1,,,20,31.1,35.1,25.6,,57,
151,Gabriel Davis,BUF,WR,23,3,3,0,0,0,0,0,0,0,,0,14,8,138,17.25,1,0,0,1,,,20,27.8,30.8,23.8,,59,
152,David Montgomery,CHI,RB,25,3,3,0,0,0,0,0,35,159,4.54,0,6,5,38,7.60,0,0,0,0,,,20,24.7,27.7,22.2,,46,
154,Raheem Mostert,MIA,RB,30,4,2,0,0,0,0,0,39,147,3.77,0,9,6,56,9.33,0,0,0,0,,,20,26.3,29.3,23.3,,44,
155,Isiah Pacheco,KAN,RB,22,4,0,0,0,0,0,0,28,140,5.00,1,0,0,0,,0,2,0,1,,,20,20.0,23.0,20.0,,45,
156,JuJu Smith-Schuster,KAN,WR,26,4,4,0,0,0,0,0,0,0,,0,27,19,224,11.79,0,2,1,0,,,20,39.4,43.4,29.9,,56,
157,Russell Gage,TAM,WR,26,4,1,0,0,0,0,0,0,0,,0,25,21,152,7.24,1,1,1,1,,,19,40.2,44.2,29.7,,60,
158,Kenneth Gainwell,PHI,RB,23,4,0,0,0,0,0,0,15,52,3.47,2,8,4,21,5.25,0,0,0,2,,,19,23.3,23.3,21.3,,47,
159,O.J. Howard,HOU,TE,28,4,3,0,0,0,0,0,0,0,,0,9,5,72,14.40,2,0,0,2,,,19,24.2,24.2,21.7,,15,
160,Jarvis Landry,NOR,WR,30,4,1,0,0,0,0,0,0,0,,0,21,15,168,11.20,0,0,0,0,1,,19,33.8,36.8,26.3,,62,
161,Elijah Moore,NYJ,WR,22,4,4,0,0,0,0,0,2,-4,-2.00,0,25,15,192,12.80,0,0,0,0,,,19,33.8,36.8,26.3,,63,
162,Equanimeous St. Brown,CHI,WR,26,4,4,0,0,0,0,0,2,43,21.50,0,11,4,86,21.50,1,1,0,1,,,19,22.9,22.9,20.9,,61,
163,Cam Akers,LAR,RB,23,4,1,0,0,0,0,0,38,118,3.11,1,4,2,18,9.00,0,1,1,1,,,18,19.6,23.6,18.6,,49,
164,Eno Benjamin,ARI,RB,23,4,0,0,0,0,0,0,22,111,5.05,0,13,9,69,7.67,0,0,0,0,,,18,27.0,30.0,22.5,,48,
165,K.J. Osborn,MIN,WR,25,4,3,0,0,0,0,0,1,-1,-1.00,0,16,11,118,10.73,1,0,0,1,,,18,28.7,31.7,23.2,,64,
166,Colby Parkinson,SEA,TE,23,4,0,0,0,0,0,0,0,0,,0,7,6,115,19.17,1,0,0,1,,,18,23.5,26.5,20.5,,16,
167,Zach Wilson,NYJ,QB,23,1,1,18,36,252,1,2,2,15,7.50,0,1,1,2,2.00,1,0,0,1,,,18,18.8,20.8,20.3,,33,
168,Mark Ingram,NOR,RB,33,4,2,0,0,0,0,0,29,128,4.41,1,6,6,17,2.83,0,2,2,1,,,17,22.5,27.5,19.5,,51,
169,Samaje Perine,CIN,RB,27,4,0,0,0,0,0,0,12,53,4.42,0,9,6,55,9.17,1,0,0,1,,,17,22.8,22.8,19.8,,50,
170,George Pickens,PIT,WR,21,4,2,0,0,0,0,0,0,0,,0,20,11,167,15.18,0,0,0,0,,,17,27.7,30.7,22.2,,65,
171,Logan Thomas,WAS,TE,31,4,4,0,0,0,0,0,0,0,,0,20,13,106,8.15,1,0,0,1,,,17,29.6,32.6,23.1,,17,
172,Robert Tonyan,GNB,TE,28,4,2,0,0,0,0,0,0,0,,0,16,13,106,8.15,1,0,0,1,,,17,29.6,32.6,23.1,,18,
