,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
28,Dalvin Cook,MIN,RB,27,5,5,0,0,0,0,0,81,373,4.60,3,15,11,74,6.73,0,1,1,3,,,61,71.7,75.7,66.2,16,13,29
30,Geno Smith,SEA,QB,32,5,5,118,157,1305,9,2,20,77,3.85,1,0,0,0,,0,1,0,1,,,98,97.9,102.9,99.9,16,6,30
31,Deebo Samuel,SFO,WR,26,5,4,0,0,0,0,0,21,125,5.95,1,37,20,266,13.30,2,2,1,3,,,55,75.1,82.1,65.1,14,8,31
32,Aaron Jones,GNB,RB,28,5,5,0,0,0,0,0,61,390,6.39,1,19,14,98,7.00,1,1,1,2,,,59,72.8,76.8,65.8,14,14,32
33,Joe Burrow,CIN,QB,26,5,5,124,191,1316,9,5,23,85,3.70,1,0,0,0,,0,3,1,1,,2,95,95.1,104.1,100.1,13,7,33
34,Justin Herbert,LAC,QB,24,5,5,133,200,1478,10,2,16,17,1.06,0,0,0,0,,0,1,1,0,,,95,94.8,100.8,96.8,13,8,34
35,James Robinson,JAX,RB,24,5,5,0,0,0,0,0,69,286,4.14,3,9,8,45,5.63,1,1,0,4,,,57,65.1,68.1,61.1,12,15,35
36,Jared Goff,DET,QB,28,5,5,111,186,1355,11,4,10,23,2.30,0,0,0,0,,0,2,1,0,1,1,95,94.5,102.5,98.5,12,9,36
37,Christian Kirk,JAX,WR,26,5,5,0,0,0,0,0,1,3,3.00,0,39,21,338,16.10,3,0,0,3,,,52,73.1,76.1,62.6,11,9,37
38,Carson Wentz,WAS,QB,30,5,5,132,210,1390,10,6,17,77,4.53,0,0,0,0,,0,6,1,0,,2,93,93.3,103.3,99.3,11,10,38
39,Amon-Ra St. Brown,DET,WR,23,4,4,0,0,0,0,0,2,68,34.00,0,39,27,271,10.04,3,0,0,3,,,52,78.9,81.9,65.4,11,10,39
40,Dallas Goedert,PHI,TE,27,5,5,0,0,0,0,0,0,0,,0,29,24,335,13.96,1,0,0,1,,,40,63.5,66.5,51.5,11,5,40
41,Mike Williams,LAC,WR,28,5,5,0,0,0,0,0,0,0,,0,44,28,392,14.00,2,0,0,2,,,51,79.2,82.2,65.2,11,11,41
42,Chris Olave,NOR,WR,22,5,3,0,0,0,0,0,0,0,,0,42,25,389,15.56,2,1,1,2,1,,51,75.9,79.9,63.4,10,12,42
43,Cordarrelle Patterson,ATL,RB,31,4,3,0,0,0,0,0,58,340,5.86,3,7,4,28,7.00,0,0,0,3,,,55,58.8,61.8,56.8,10,16,43
44,Jeff Wilson,SFO,RB,27,5,3,0,0,0,0,0,74,375,5.07,2,9,8,70,8.75,0,1,1,2,,,55,62.5,66.5,58.5,10,18,44
45,Tyler Lockett,SEA,WR,30,5,5,0,0,0,0,0,0,0,,0,40,32,406,12.69,2,1,1,2,,,51,82.6,86.6,66.6,10,13,45
46,Khalil Herbert,CHI,RB,24,5,1,0,0,0,0,0,56,328,5.86,3,5,5,37,7.40,0,0,0,3,,,55,59.5,62.5,57.0,10,17,46
47,Mike Evans,TAM,WR,29,4,4,0,0,0,0,0,0,0,,0,29,20,316,15.80,3,0,0,3,,,50,69.6,72.6,59.6,9,15,47
48,A.J. Brown,PHI,WR,25,5,4,0,0,0,0,0,0,0,,0,45,28,436,15.57,1,0,0,1,,,50,77.6,80.6,63.6,9,14,48
49,Zach Ertz,ARI,TE,32,5,5,0,0,0,0,0,0,0,,0,41,28,229,8.18,2,0,0,2,1,,37,64.9,67.9,50.9,9,6,49
50,Gabriel Davis,BUF,WR,23,4,4,0,0,0,0,0,0,0,,0,20,11,309,28.09,3,0,0,3,,,49,59.9,62.9,54.4,8,16,50
51,Devin Duvernay,BAL,WR,25,5,5,0,0,0,0,0,5,22,4.40,0,20,17,226,13.29,3,0,0,4,,,49,65.8,68.8,57.3,8,17,51
52,Amari Cooper,CLE,WR,28,5,5,0,0,0,0,0,0,0,,0,43,27,304,11.26,3,0,0,3,,,48,75.4,78.4,61.9,8,18,52
53,Courtland Sutton,DEN,WR,27,5,5,0,0,0,0,0,1,5,5.00,0,46,29,417,14.38,1,0,0,1,,,48,77.2,80.2,62.7,8,19,53
54,Kareem Hunt,CLE,RB,27,5,0,0,0,0,0,0,57,247,4.33,2,16,14,83,5.93,1,0,0,3,,,51,65.0,68.0,58.0,7,19,54
55,CeeDee Lamb,DAL,WR,23,5,5,0,0,0,0,0,1,6,6.00,0,50,28,341,12.18,2,0,0,2,,,47,74.7,77.7,60.7,6,20,55
56,Rhamondre Stevenson,NWE,RB,24,5,0,0,0,0,0,0,68,372,5.47,1,16,13,71,5.46,0,0,0,1,,,50,63.3,66.3,56.8,6,20,56
57,Gerald Everett,LAC,TE,28,5,5,0,0,0,0,0,0,0,,0,29,17,213,12.53,2,0,0,2,,,33,50.3,53.3,41.8,5,7,57
58,Josh Reynolds,DET,WR,27,5,5,0,0,0,0,0,0,0,,0,34,23,335,14.57,2,0,0,2,,,46,68.5,71.5,57.0,5,21,58
59,D.K. Metcalf,SEA,WR,25,5,5,0,0,0,0,0,0,0,,0,43,28,372,13.29,2,2,2,2,,,45,73.2,78.2,59.2,5,22,59
61,Joe Mixon,CIN,RB,26,5,5,0,0,0,0,0,96,302,3.15,1,27,20,126,6.30,0,0,0,1,,,49,68.8,74.8,58.8,5,21,60
62,David Njoku,CLE,TE,26,5,5,0,0,0,0,0,1,-6,-6.00,0,29,24,289,12.04,1,1,1,1,,,32,56.3,60.3,44.3,4,8,61
63,Ja'Marr Chase,CIN,WR,22,5,5,0,0,0,0,0,4,2,0.50,0,53,32,343,10.72,2,1,1,2,,,45,76.5,80.5,60.5,4,23,62
64,Rashaad Penny,SEA,RB,26,5,5,0,0,0,0,0,57,346,6.07,2,5,4,16,4.00,0,1,0,2,,,48,52.2,55.2,50.2,4,22,63
65,Will Dissly,SEA,TE,26,5,5,0,0,0,0,0,0,0,,0,15,14,137,9.79,3,0,0,3,,,32,45.7,48.7,38.7,4,9,64
66,Tee Higgins,CIN,WR,23,5,5,0,0,0,0,0,0,0,,0,28,20,315,15.75,2,0,0,2,,,44,63.5,66.5,53.5,3,24,65
67,Curtis Samuel,WAS,WR,26,5,4,0,0,0,0,0,8,51,6.38,0,45,32,281,8.78,2,1,1,2,,,43,75.2,79.2,59.2,3,25,66
68,Damien Harris,NWE,RB,25,5,5,0,0,0,0,0,57,257,4.51,3,10,8,30,3.75,0,0,0,3,,,47,54.7,57.7,50.7,3,23,67
69,Corey Davis,NYJ,WR,27,5,3,0,0,0,0,0,0,0,,0,29,17,299,17.59,2,0,0,2,,,42,58.9,61.9,50.4,2,26,68
70,Pat Freiermuth,PIT,TE,24,5,4,0,0,0,0,0,0,0,,0,32,20,235,11.75,1,0,0,1,,,30,49.5,52.5,39.5,2,10,69
71,Tyler Higbee,LAR,TE,29,5,5,0,0,0,0,0,0,0,,0,48,33,290,8.79,0,0,0,0,,,29,62.0,65.0,45.5,1,11,70
72,DeVonta Smith,PHI,WR,24,5,5,0,0,0,0,0,0,0,,0,38,28,353,12.61,1,0,0,1,,,41,69.3,72.3,55.3,1,27,71
73,Derek Carr,LVR,QB,31,5,5,113,184,1279,8,4,11,69,6.27,0,0,0,0,,0,2,0,0,,,82,82.1,89.1,86.1,1,11,72
74,Drake London,ATL,WR,21,5,4,0,0,0,0,0,0,0,,0,39,22,266,12.09,2,0,0,2,1,,41,62.6,65.6,51.6,1,28,73
75,Jahan Dotson,WAS,WR,22,4,3,0,0,0,0,0,1,-10,-10.00,0,22,12,152,12.67,4,0,0,4,1,,40,52.2,55.2,46.2,,29,74
76,Hayden Hurst,CIN,TE,29,5,5,0,0,0,0,0,0,0,,0,28,20,157,7.85,2,0,0,2,,,28,47.7,50.7,37.7,,12,75
77,Tory Carter,TEN,,23,5,3,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,1,76
78,Kirk Cousins,MIN,QB,34,5,5,131,198,1327,7,5,7,23,3.29,1,0,0,0,,0,1,0,1,,1,81,81.4,89.4,86.4,,12,77
79,Garrett Wilson,NYJ,WR,22,5,3,0,0,0,0,0,1,-2,-2.00,0,43,23,282,12.26,2,0,0,2,,,40,63.0,66.0,51.5,,30,78
80,Tom Brady,TAM,QB,45,5,5,141,207,1409,7,1,9,-7,-0.78,0,0,0,0,,0,2,2,0,,1,80,79.7,85.7,80.7,,13,
81,Daniel Jones,NYG,QB,25,5,5,88,132,848,3,2,41,230,5.61,2,0,0,0,,0,1,1,2,,1,77,76.9,85.9,78.9,,14,
82,Jacoby Brissett,CLE,QB,30,5,5,103,161,1060,5,3,21,112,5.33,1,0,0,0,,0,0,0,1,,,74,73.6,82.6,76.6,,15,
83,Russell Wilson,DEN,QB,34,5,5,101,170,1254,4,3,17,73,4.29,1,1,1,1,1.00,0,1,0,1,,,74,74.6,80.6,77.1,,16,
84,Trevor Lawrence,JAX,QB,23,5,5,113,181,1232,8,4,14,58,4.14,0,0,0,0,,0,4,4,0,,1,73,73.1,84.1,77.1,,17,
85,Marcus Mariota,ATL,QB,29,5,5,71,123,926,4,4,37,156,4.22,2,0,0,0,,0,7,3,2,,2,71,70.6,83.6,74.6,,18,
86,Aaron Rodgers,GNB,QB,39,5,5,114,168,1157,8,3,8,9,1.13,0,0,0,0,,0,3,2,0,,,69,69.2,77.2,72.2,,19,
87,Tua Tagovailoa,MIA,QB,24,4,4,80,115,1035,8,3,4,1,0.25,0,0,0,0,,0,1,0,0,,,68,67.5,73.5,70.5,,20,
88,Ryan Tannehill,TEN,QB,34,5,5,82,126,965,6,3,15,23,1.53,1,0,0,0,,0,1,0,1,,,65,64.9,70.9,67.9,,21,
89,Jimmy Garoppolo,SFO,QB,31,4,3,65,107,857,5,1,7,7,1.00,1,0,0,0,,0,2,1,1,,,57,57.0,62.0,58.0,,22,
90,Matt Ryan,IND,QB,37,5,5,128,195,1376,5,7,10,13,1.30,0,0,0,0,,0,11,3,0,,,56,56.3,69.3,63.3,,23,
92,Justin Fields,CHI,QB,23,5,5,49,88,679,3,4,42,194,4.62,1,0,0,0,,0,6,1,1,,,55,54.6,65.6,58.6,,24,
93,Baker Mayfield,CAR,QB,27,5,5,84,153,962,4,4,14,40,2.86,1,0,0,0,,0,6,1,1,,,54,54.5,62.5,58.5,,25,
94,Matthew Stafford,LAR,QB,34,5,5,134,192,1323,5,7,6,10,1.67,0,0,0,0,,0,4,3,0,,,54,53.9,66.9,60.9,,26,
95,Davis Mills,HOU,QB,24,5,5,104,166,1048,5,4,6,2,0.33,0,0,0,0,,0,4,1,0,,,52,52.1,60.1,56.1,,27,
96,Cooper Rush,DAL,QB,29,5,4,72,118,839,4,0,9,6,0.67,0,0,0,0,,0,2,0,0,,,50,50.2,53.2,50.2,,28,
97,Joe Flacco,NYJ,QB,37,3,3,91,155,901,5,3,3,6,2.00,0,0,0,0,,0,4,3,0,,,45,44.6,53.6,47.6,,29,
98,Tony Pollard,DAL,RB,25,5,1,0,0,0,0,0,44,248,5.64,2,13,7,71,10.14,0,0,0,2,,,44,50.9,53.9,47.4,,24,
99,Jameis Winston,NOR,QB,28,3,3,73,115,858,4,5,5,16,3.20,0,0,0,0,,0,3,0,0,,1,44,43.9,51.9,48.9,,30,
100,Antonio Gibson ,WAS,RB,24,5,5,0,0,0,0,0,56,179,3.20,2,20,16,134,8.38,0,0,0,2,,,43,59.3,65.3,51.3,,25,
101,D'Andre Swift,DET,RB,23,3,3,0,0,0,0,0,27,231,8.56,1,12,8,77,9.63,1,0,0,2,,,43,50.8,53.8,46.8,,26,
102,Jonathan Taylor,IND,RB,23,4,4,0,0,0,0,0,81,328,4.05,1,16,9,44,4.89,0,1,1,1,,,41,50.2,54.2,45.7,,27,
103,Mitchell Trubisky,PIT,QB,28,4,4,69,116,653,2,2,7,24,3.43,1,0,0,0,,0,0,0,1,,1,41,40.5,45.5,42.5,,31,
104,Ezekiel Elliott,DAL,RB,27,5,5,0,0,0,0,0,81,305,3.77,1,7,5,27,5.40,0,0,0,1,,,39,44.2,47.2,41.7,,28,
105,Najee Harris,PIT,RB,24,5,5,0,0,0,0,0,69,222,3.22,1,15,13,64,4.92,1,1,1,2,,,39,51.6,55.6,45.1,,29,
106,Allen Lazard ,GNB,WR,27,4,4,0,0,0,0,0,0,0,,0,25,16,209,13.06,3,0,0,3,,,39,54.9,57.9,46.9,,32,
107,Terry McLaurin,WAS,WR,27,5,5,0,0,0,0,0,1,7,7.00,0,33,19,326,17.16,1,0,0,1,,,39,58.3,61.3,48.8,,31,
108,Raheem Mostert,MIA,RB,30,5,3,0,0,0,0,0,57,260,4.56,1,12,7,65,9.29,0,0,0,1,,,39,45.5,48.5,42.0,,30,
109,Tyler Boyd,CIN,WR,28,5,3,1,1,23,0,0,0,0,,0,23,15,234,15.60,2,0,0,2,1,,38,53.3,56.3,45.8,,33,
110,Michael Carter,NYJ,RB,23,5,5,0,0,0,0,0,47,158,3.36,2,21,17,100,5.88,0,1,0,2,,,38,54.8,60.8,46.3,,31,
111,AJ Dillon ,GNB,RB,24,5,1,0,0,0,0,0,63,245,3.89,1,14,9,69,7.67,0,0,0,1,,,37,46.4,49.4,41.9,,32,
112,Mac Jones,NWE,QB,24,3,3,64,97,786,2,5,14,37,2.64,1,0,0,0,,0,1,1,1,,,37,37.1,46.1,42.1,,32,
113,James Conner,ARI,RB,27,5,5,0,0,0,0,0,54,200,3.70,1,19,14,103,7.36,0,1,0,1,,,36,50.3,56.3,43.3,,33,
114,Jerry Jeudy,DEN,WR,23,5,5,0,0,0,0,0,1,1,1.00,0,29,14,236,16.86,2,0,0,2,,,36,49.7,52.7,42.7,,34,
115,Devin Singletary,BUF,RB,25,5,5,0,0,0,0,0,40,171,4.28,0,23,18,145,8.06,1,1,1,1,,,36,53.6,60.6,44.6,,34,
116,Michael Thomas,NOR,WR,29,3,3,0,0,0,0,0,0,0,,0,22,16,171,10.69,3,0,0,3,,,35,51.1,54.1,43.1,,35,
117,Rashod Bateman,BAL,WR,23,4,3,0,0,0,0,0,0,0,,0,22,11,243,22.09,2,1,1,2,,,34,45.3,49.3,39.8,,36,
118,Noah Brown,DAL,WR,26,5,5,0,0,0,0,0,0,0,,0,29,19,279,14.68,1,0,0,1,,,34,52.9,55.9,43.4,,38,
119,Travis Etienne,JAX,RB,23,5,0,0,0,0,0,0,44,215,4.89,0,16,11,124,11.27,0,1,0,0,,,34,44.9,50.9,39.4,,35,
120,Isaiah McKenzie,BUF,WR,27,4,4,0,0,0,0,0,1,6,6.00,0,21,15,153,10.20,3,0,0,3,,,34,48.9,51.9,41.4,,39,
121,David Montgomery,CHI,RB,25,4,4,0,0,0,0,0,47,179,3.81,1,10,9,100,11.11,0,0,0,1,,,34,42.9,48.9,38.4,,36,
123,Michael Pittman Jr.,IND,WR,25,4,4,0,0,0,0,0,0,0,,0,36,25,283,11.32,1,0,0,1,,,34,59.3,62.3,46.8,,37,
124,Chase Edmonds,MIA,RB,26,5,2,0,0,0,0,0,29,86,2.97,2,13,8,68,8.50,1,0,0,3,,,33,41.4,41.4,37.4,,37,
125,Dontrell Hilliard,TEN,RB,27,4,0,0,0,0,0,0,5,22,4.40,0,14,12,132,11.00,3,0,0,3,,,33,45.4,48.4,39.4,,38,
126,Mack Hollins,LVR,WR,29,5,4,1,1,4,0,0,0,0,,0,29,17,273,16.06,1,0,0,1,,,33,50.5,53.5,42.0,,40,
127,Jakobi Meyers,NWE,WR,26,3,2,0,0,0,0,0,1,7,7.00,0,27,20,261,13.05,1,0,0,1,,,33,52.8,55.8,42.8,,41,
128,Romeo Doubs,GNB,WR,22,5,3,0,0,0,0,0,1,11,11.00,0,29,22,213,9.68,2,2,1,2,,,32,54.4,58.4,43.4,,42,
129,Zach Wilson,NYJ,QB,23,2,2,32,57,462,1,2,6,17,2.83,1,1,1,2,2.00,1,0,0,2,,,32,33.4,38.4,34.9,,33,
130,Melvin Gordon,DEN,RB,29,5,1,0,0,0,0,0,52,193,3.71,1,13,11,98,8.91,0,4,2,1,,,31,42.1,47.1,36.6,,39,
131,Adam Thielen,MIN,WR,32,5,5,0,0,0,0,0,0,0,,0,35,25,248,9.92,1,0,0,1,,,31,55.8,58.8,43.3,,44,
132,Olamide Zaccheaus,ATL,WR,25,5,3,0,0,0,0,0,0,0,,0,14,12,213,17.75,2,1,1,2,,,31,43.3,47.3,37.3,,43,
133,Brandon Aiyuk,SFO,WR,24,5,5,0,0,0,0,0,1,7,7.00,0,27,17,237,13.94,1,0,0,1,,,30,47.4,50.4,38.9,,45,
134,Brandin Cooks,HOU,WR,29,5,5,0,0,0,0,0,0,0,,0,42,24,235,9.79,1,0,0,1,,,30,53.5,56.5,41.5,,48,
135,Diontae Johnson,PIT,WR,26,5,5,0,0,0,0,0,2,11,5.50,0,50,28,267,9.54,0,1,0,0,1,,30,57.8,60.8,43.8,,46,
136,D.J. Moore,CAR,WR,25,5,5,0,0,0,0,0,5,39,7.80,0,37,17,197,11.59,1,0,0,1,,,30,46.6,49.6,38.1,,47,
137,Eno Benjamin,ARI,RB,23,5,0,0,0,0,0,0,30,136,4.53,1,17,12,97,8.08,0,0,0,1,,,29,41.3,44.3,35.3,,40,
138,Nico Collins,HOU,WR,23,5,3,0,0,0,0,0,0,0,,0,27,15,272,18.13,0,0,0,0,,,27,42.2,45.2,34.7,,49,
139,J.K. Dobbins,BAL,RB,24,3,3,0,0,0,0,0,28,108,3.86,1,6,6,39,6.50,1,0,0,2,,,27,32.7,35.7,29.7,,43,
140,Darrell Henderson,LAR,RB,25,5,3,0,0,0,0,0,34,138,4.06,1,15,12,68,5.67,0,0,0,1,,,27,38.6,41.6,32.6,,44,
141,Marvin Jones,JAX,WR,32,5,4,0,0,0,0,0,0,0,,0,30,18,208,11.56,1,0,0,1,,,27,44.8,47.8,35.8,,50,
142,Alvin Kamara,NOR,RB,27,3,3,0,0,0,0,0,47,203,4.32,0,17,11,110,10.00,0,2,2,0,,,27,38.3,46.3,32.8,,41,
143,Alexander Mattison,MIN,RB,24,5,0,0,0,0,0,0,29,94,3.24,1,11,8,58,7.25,1,0,0,2,,,27,35.2,35.2,31.2,,42,
144,Mo Alie-Cox,IND,TE,29,5,3,0,0,0,0,0,0,0,,0,15,11,136,12.36,2,0,0,2,,,26,36.6,39.6,31.1,,13,
145,Greg Dortch,ARI,WR,24,5,2,0,0,0,0,0,0,0,,0,24,21,204,9.71,1,0,0,1,,,26,47.4,50.4,36.9,,51,
146,Marquez Valdes-Scantling,KAN,WR,28,5,4,0,0,0,0,0,1,-3,-3.00,0,31,19,258,13.58,0,0,0,0,,,26,44.5,47.5,35.0,,53,
147,Javonte Williams,DEN,RB,22,4,4,0,0,0,0,0,47,204,4.34,0,22,16,76,4.75,0,1,1,0,,,26,42.0,46.0,34.0,,45,
148,Robert Woods,TEN,WR,30,5,4,0,0,0,0,0,0,0,,0,28,17,204,12.00,1,0,0,1,,,26,43.4,46.4,34.9,,52,
149,Nelson Agholor,NWE,WR,29,5,3,0,0,0,0,0,0,0,,0,19,14,225,16.07,1,2,2,1,,,25,38.5,43.5,31.5,,59,
150,Robbie Anderson,CAR,WR,29,5,4,0,0,0,0,0,0,0,,0,27,13,206,15.85,1,1,1,1,,,25,37.6,41.6,31.1,,58,
151,Randall Cobb,GNB,WR,32,5,1,0,0,0,0,0,0,0,,0,25,17,249,14.65,0,1,0,0,,,25,41.9,44.9,33.4,,55,
152,Tyler Conklin,NYJ,TE,27,5,5,0,0,0,0,0,0,0,,0,30,21,192,9.14,1,2,0,1,,,25,46.2,49.2,35.7,,14,
154,Zay Jones,JAX,WR,27,4,3,0,0,0,0,0,1,0,0.00,0,32,22,185,8.41,1,0,0,1,,,25,46.5,49.5,35.5,,60,
155,Josh Palmer,LAC,WR,24,5,5,0,0,0,0,0,1,4,4.00,0,28,17,183,10.76,1,0,0,1,,,25,41.7,44.7,33.2,,57,
156,DeVante Parker,NWE,WR,29,5,5,0,0,0,0,0,0,0,,0,16,8,189,23.63,1,0,0,1,,,25,32.9,35.9,28.9,,56,
157,George Pickens,PIT,WR,21,5,2,0,0,0,0,0,0,0,,0,28,17,250,14.71,0,0,0,0,,,25,42.0,45.0,33.5,,54,
158,Rex Burkhead,HOU,RB,32,5,0,0,0,0,0,0,20,64,3.20,0,24,18,112,6.22,1,0,0,1,,,24,41.6,44.6,32.6,,47,
159,Andy Dalton,NOR,QB,35,2,2,36,52,423,2,1,8,7,0.88,0,0,0,0,,0,1,1,0,,1,24,23.6,28.6,24.6,,35,
160,J.D. McKissic,WAS,RB,29,5,0,0,0,0,0,0,17,65,3.82,0,30,24,159,6.63,0,0,0,0,1,,24,48.4,51.4,36.4,,46,
161,Kenny Pickett,PIT,QB,24,2,1,44,65,447,0,4,7,25,3.57,2,0,0,0,,0,1,0,2,,,24,24.4,31.4,28.4,,34,
162,JuJu Smith-Schuster,KAN,WR,26,5,5,0,0,0,0,0,0,0,,0,35,22,257,11.68,0,2,1,0,,,24,45.7,49.7,34.7,,61,
163,Darren Waller,LVR,TE,30,5,4,0,0,0,0,0,0,0,,0,24,16,175,10.94,1,0,0,1,,,24,39.5,42.5,31.5,,15,
164,Dyami Brown,WAS,WR,23,5,0,0,0,0,0,0,0,0,,0,8,3,111,37.00,2,0,0,2,,,23,26.1,29.1,24.6,,63,
165,Russell Gage,TAM,WR,26,5,2,0,0,0,0,0,0,0,,0,31,23,172,7.48,1,1,1,1,1,,23,46.2,50.2,34.7,,62,
166,Daniel Bellinger,NYG,TE,22,5,4,0,0,0,0,0,1,2,2.00,1,12,10,101,10.10,1,0,0,2,,,22,32.3,35.3,27.3,,16,
167,Joshua Kelley,LAC,RB,25,5,0,0,0,0,0,0,23,104,4.52,1,10,7,56,8.00,0,0,0,1,,,22,29.0,32.0,25.5,,49,
168,Jerick McKinnon,KAN,RB,30,5,0,0,0,0,0,0,25,106,4.24,0,11,8,51,6.38,1,0,0,1,,,22,29.7,32.7,25.7,,51,
169,K.J. Osborn,MIN,WR,25,5,4,0,0,0,0,0,1,-1,-1.00,0,21,16,159,9.94,1,0,0,1,,,22,37.8,40.8,29.8,,65,
170,Samaje Perine,CIN,RB,27,5,0,0,0,0,0,0,15,70,4.67,0,13,10,94,9.40,1,0,0,1,,,22,32.4,32.4,27.4,,48,
171,Alec Pierce,IND,WR,22,4,3,0,0,0,0,0,0,0,,0,22,15,222,14.80,0,1,0,0,,,22,37.2,40.2,29.7,,64,
172,Kenneth Walker III,SEA,RB,22,4,0,0,0,0,0,0,23,146,6.35,1,7,6,14,2.33,0,0,0,1,,,22,28.0,31.0,25.0,,50,
