,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
19,Tony Pollard,DAL,RB,25,10,3,0,0,0,0,0,118,701,5.94,6,31,21,243,11.57,2,0,0,8,,,142,163.4,169.4,152.9,48,8,20
20,Joe Mixon,CIN,RB,26,10,10,0,0,0,0,0,158,605,3.83,6,53,41,314,7.66,2,0,0,8,,,140,180.9,186.9,160.4,46,9,21
21,Lamar Jackson,BAL,QB,25,10,10,184,290,1977,16,7,97,666,6.87,3,0,0,0,,0,4,1,3,,,212,211.7,225.7,218.7,46,6,22
22,A.J. Brown,PHI,WR,25,10,9,0,0,0,0,0,0,0,,0,80,49,785,16.02,6,1,1,6,,,113,161.5,165.5,137.0,41,7,23
23,Dalvin Cook,MIN,RB,27,10,10,0,0,0,0,0,156,799,5.12,6,34,22,146,6.64,1,1,1,7,,,135,156.5,163.5,145.5,41,10,24
24,Aaron Jones,GNB,RB,28,11,11,0,0,0,0,0,143,778,5.44,2,49,40,248,6.20,3,3,1,5,1,,133,172.6,179.6,152.6,39,11,25
25,Amari Cooper,CLE,WR,28,10,10,0,1,0,0,1,0,0,,0,81,50,698,13.96,7,0,0,7,,,110,159.8,163.8,135.8,39,8,26
26,Christian Kirk,JAX,WR,26,10,10,0,1,0,0,0,3,12,4.00,0,82,52,679,13.06,7,1,1,7,,,109,161.1,165.1,135.1,38,9,27
27,CeeDee Lamb,DAL,WR,23,10,10,0,0,0,0,0,5,12,2.40,0,93,58,751,12.95,5,0,0,5,,,106,164.3,167.3,135.3,35,10,28
28,Taysom Hill,NOR,TE,32,10,5,8,13,115,1,0,52,396,7.62,5,6,4,24,6.00,1,1,0,6,,,87,90.6,93.6,88.6,34,2,29
30,Mark Andrews,BAL,TE,27,9,9,0,0,0,0,0,2,7,3.50,0,72,48,551,11.48,5,0,0,5,,,86,133.8,136.8,109.8,33,3,30
31,Rhamondre Stevenson,NWE,RB,24,10,3,0,0,0,0,0,144,644,4.47,4,49,41,283,6.90,1,0,0,5,,,123,163.7,169.7,143.2,30,12,31
32,Ja'Marr Chase,CIN,WR,22,7,7,0,0,0,0,0,4,2,0.50,0,74,47,605,12.87,6,1,1,6,,,95,141.7,145.7,118.2,24,11,32
33,Travis Etienne,JAX,RB,23,10,5,0,0,0,0,0,131,725,5.53,4,31,22,202,9.18,0,3,1,4,1,,117,138.7,145.7,127.7,24,13,33
34,Chris Olave,NOR,WR,22,10,6,0,0,0,0,0,0,0,,0,83,51,760,14.90,3,1,1,3,1,,94,145.0,149.0,119.5,24,12,34
35,Miles Sanders,PHI,RB,25,10,9,0,0,0,0,0,156,757,4.85,6,15,12,43,3.58,0,0,0,6,,,116,128.0,131.0,122.0,24,14,35
36,Brandon Aiyuk,SFO,WR,24,10,10,0,0,0,0,0,1,7,7.00,0,66,46,587,12.76,6,1,1,6,,,93,139.4,143.4,116.4,23,13,36
37,Terry McLaurin,WAS,WR,27,11,11,0,0,0,0,0,5,12,2.40,0,80,50,792,15.84,2,1,0,2,,,92,142.4,145.4,117.4,22,14,37
38,T.J. Hockenson,2TM,TE,25,10,10,0,0,0,0,0,0,0,,0,71,47,544,11.57,3,0,0,3,1,,74,121.4,124.4,97.9,22,4,38
39,Dameon Pierce,HOU,RB,22,10,10,0,0,0,0,0,175,780,4.46,3,30,24,135,5.63,1,3,1,4,,,114,137.5,144.5,125.5,21,15,39
40,Gabriel Davis,BUF,WR,23,9,9,0,0,0,0,0,0,0,,0,55,29,612,21.10,5,0,0,5,,,91,120.2,123.2,105.7,21,15,40
41,Tyler Lockett,SEA,WR,30,10,10,0,0,0,0,0,0,0,,0,71,54,640,11.85,5,2,2,5,,,90,144.0,149.0,117.0,20,16,41
42,Leonard Fournette,TAM,RB,27,10,9,0,1,0,0,1,135,462,3.42,3,50,43,315,7.33,3,0,0,6,,,112,154.7,161.7,134.2,19,16,42
43,Tee Higgins,CIN,WR,23,10,9,0,0,0,0,0,0,0,,0,71,50,712,14.24,3,0,0,3,,,89,139.2,142.2,114.2,19,17,43
44,Deebo Samuel,SFO,WR,26,9,8,0,0,0,0,0,31,202,6.52,2,69,41,468,11.41,2,2,1,4,,,89,130.0,137.0,109.5,19,18,44
45,Kenneth Walker III,SEA,RB,22,9,5,0,0,0,0,0,121,587,4.85,7,24,18,103,5.72,0,0,0,7,,,111,129.0,135.0,120.0,19,17,45
46,Geno Smith,SEA,QB,32,10,10,230,316,2474,17,4,45,218,4.84,1,0,0,0,,0,4,2,1,,,183,182.8,194.8,186.8,18,7,46
47,Dallas Goedert,PHI,TE,27,9,9,0,0,0,0,0,0,0,,0,53,43,544,12.65,3,1,1,3,,,70,113.4,117.4,91.9,18,5,47
48,Curtis Samuel,WAS,WR,26,11,9,0,0,0,0,0,24,152,6.33,1,72,48,493,10.27,3,1,1,4,,,87,134.5,141.5,110.5,17,19,48
49,Zach Ertz,ARI,TE,32,10,10,0,0,0,0,0,0,0,,0,69,47,406,8.64,4,0,0,4,2,,69,115.6,118.6,92.1,17,6,49
50,Mike Evans,TAM,WR,29,9,9,0,0,0,0,0,0,0,,0,76,49,671,13.69,3,0,0,3,,,85,134.1,137.1,109.6,15,20,50
51,Tyler Boyd,CIN,WR,28,10,8,1,1,23,0,0,0,0,,0,56,39,579,14.85,4,0,0,4,1,,85,123.8,126.8,104.3,15,21,51
52,Amon-Ra St. Brown,DET,WR,23,9,9,0,0,0,0,0,4,74,18.50,0,78,56,594,10.61,3,0,0,3,,,85,140.8,143.8,112.8,15,22,52
53,Allen Lazard ,GNB,WR,27,9,9,0,0,0,0,0,0,0,,0,66,38,529,13.92,5,0,0,5,,,83,120.9,123.9,101.9,13,23,53
54,Juwan Johnson,NOR,TE,26,11,7,0,0,0,0,0,0,0,,0,47,31,349,11.26,5,0,0,5,,,65,95.9,98.9,80.4,13,7,54
55,George Kittle,SFO,TE,29,8,8,0,0,0,0,0,0,0,,0,47,33,424,12.85,4,1,1,4,,,64,97.4,101.4,80.9,13,8,55
56,Alvin Kamara,NOR,RB,27,9,8,0,0,0,0,0,124,511,4.12,1,58,43,385,8.95,2,2,2,3,,,104,146.6,154.6,125.1,12,18,56
57,Antonio Gibson ,WAS,RB,24,11,6,0,0,0,0,0,121,444,3.67,3,44,37,284,7.68,2,0,0,5,,,103,139.8,145.8,121.3,11,19,57
58,Kyler Murray,ARI,QB,25,9,9,240,360,2168,12,6,59,359,6.08,2,0,0,0,,0,8,2,2,1,3,175,174.6,188.6,180.6,11,8,58
59,Cole Kmet,CHI,TE,23,11,11,0,0,0,0,0,2,9,4.50,0,37,26,309,11.88,5,0,0,5,,,62,87.8,90.8,74.8,10,9,59
61,Khalil Herbert,CHI,RB,24,10,1,0,0,0,0,0,108,643,5.95,4,7,6,62,10.33,1,0,0,5,,,101,106.5,109.5,103.5,9,20,60
62,D.K. Metcalf,SEA,WR,25,10,10,0,0,0,0,0,0,0,,0,77,48,581,12.10,4,2,2,4,,,78,126.1,131.1,102.1,9,24,61
63,Marcus Mariota,ATL,QB,29,11,11,156,251,1878,13,7,76,372,4.89,4,0,0,0,,0,8,3,4,,2,172,172.3,188.3,179.3,9,9,62
64,Daniel Jones,NYG,QB,25,10,10,183,281,1937,9,4,76,437,5.75,4,0,0,0,,0,3,2,4,,1,171,171.2,183.2,175.2,8,10,63
65,Jeff Wilson,2TM,RB,27,10,6,0,0,0,0,0,118,638,5.41,3,21,15,136,9.07,1,2,2,4,,,97,112.4,120.4,104.9,6,21,64
66,Najee Harris,PIT,RB,24,10,10,1,1,4,0,0,148,550,3.72,3,35,28,138,4.93,2,2,1,5,,,97,125.0,132.0,111.0,6,22,65
67,Breece Hall,NYJ,RB,21,7,2,0,0,0,0,0,80,463,5.79,4,31,19,218,11.47,1,1,1,5,,,96,115.1,122.1,105.6,5,23,66
68,Pat Freiermuth,PIT,TE,24,9,5,0,0,0,0,0,0,0,,0,67,44,482,10.95,1,0,0,1,,,54,98.2,101.2,76.2,3,10,67
69,D.J. Moore,CAR,WR,25,11,11,0,0,0,0,0,7,39,5.57,0,82,42,502,11.95,3,0,0,3,,,72,114.1,117.1,93.1,3,25,68
70,DeVonta Smith,PHI,WR,24,10,10,0,0,0,0,0,0,0,,0,70,52,559,10.75,3,1,1,3,,,72,123.9,127.9,97.9,3,26,69
71,Michael Pittman Jr.,IND,WR,25,10,10,0,0,0,0,0,0,0,,0,92,67,678,10.12,1,2,1,1,,,72,138.8,142.8,105.3,3,27,70
72,JuJu Smith-Schuster,KAN,WR,26,9,9,0,0,0,0,0,0,0,,0,64,46,615,13.37,2,2,1,2,,,72,117.5,121.5,94.5,3,28,71
73,Aaron Rodgers,GNB,QB,39,11,11,243,376,2542,19,7,16,64,4.00,0,0,0,0,,0,7,4,0,,1,164,164.1,178.1,171.1,1,11,72
74,Tyler Conklin,NYJ,TE,27,10,10,0,0,0,0,0,1,1,1.00,0,53,35,331,9.46,3,2,0,3,,,51,86.2,89.2,68.7,,11,73
75,Mike Williams,LAC,WR,28,8,8,0,0,0,0,0,0,0,,0,60,38,510,13.42,3,0,0,3,,,69,107.0,110.0,88.0,,29,74
76,Jonathan Taylor,IND,RB,23,8,8,0,0,0,0,0,151,693,4.59,3,31,21,97,4.62,0,3,3,3,,,91,112.0,118.0,101.5,,24,75
77,Tory Carter,TEN,,23,7,3,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,2,76
78,Alex Armah,WAS,,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,1,77
79,Mike Gesicki,MIA,TE,27,10,1,0,0,0,0,0,0,0,,0,35,24,269,11.21,4,0,0,4,,,51,74.9,77.9,62.9,,12,78
80,Justin Herbert,LAC,QB,24,10,10,277,416,2730,16,7,32,90,2.81,0,2,2,-10,-5.00,0,3,2,0,,,163,165.2,177.2,171.2,,12,
81,Trevor Lawrence,JAX,QB,23,10,10,227,348,2334,13,6,37,178,4.81,3,0,0,0,,0,6,5,3,,1,161,161.2,178.2,167.2,,13,
82,Tua Tagovailoa,MIA,QB,24,8,8,176,248,2265,18,3,19,35,1.84,0,0,0,0,,0,2,0,0,,,160,160.1,166.1,163.1,,14,
83,Jacoby Brissett,CLE,QB,30,10,10,213,331,2398,11,5,45,211,4.69,2,0,0,0,,0,6,4,2,,,155,155.0,170.0,160.0,,16,
84,Kirk Cousins,MIN,QB,34,10,10,239,377,2461,14,8,21,50,2.38,2,0,0,0,,0,5,2,2,,2,155,155.4,168.4,163.4,,15,
85,Derek Carr,LVR,QB,31,10,10,217,348,2435,15,5,15,67,4.47,0,0,0,0,,0,3,0,0,,,154,154.1,162.1,159.1,,17,
86,Tom Brady,TAM,QB,45,10,10,282,427,2805,12,2,18,-8,-0.44,0,1,0,0,,0,3,2,0,,1,153,153.4,160.4,155.4,,18,
87,Jimmy Garoppolo,SFO,QB,31,9,8,179,267,2159,15,4,19,29,1.53,2,0,0,0,,0,3,2,2,,,149,149.3,158.3,153.3,,19,
88,Jared Goff,DET,QB,28,10,10,209,327,2442,15,7,21,42,2.00,0,1,1,5,5.00,0,5,3,0,1,1,146,147.4,160.4,153.9,,20,
89,Russell Wilson,DEN,QB,34,9,9,179,301,2227,7,5,33,129,3.91,1,1,1,1,1.00,0,4,0,1,,,126,127.1,138.1,131.6,,21,
90,Matt Ryan,IND,QB,37,9,9,247,357,2443,10,9,17,50,2.94,1,0,0,0,,0,11,3,1,,,125,124.7,139.7,133.7,,22,
92,Andy Dalton,NOR,QB,35,8,8,162,242,1819,14,7,19,32,1.68,0,0,0,0,,0,3,1,0,,1,118,118.0,129.0,125.0,,23,
93,Davis Mills,HOU,QB,24,10,10,203,328,2144,11,11,17,38,2.24,1,0,0,0,,0,4,1,1,,,116,115.6,130.6,126.6,,24,
94,Matthew Stafford,LAR,QB,34,9,9,206,303,2087,10,8,13,9,0.69,1,0,0,0,,0,5,3,1,,,108,108.4,122.4,116.4,,25,
95,Ryan Tannehill,TEN,QB,34,8,8,136,209,1685,10,4,24,38,1.58,1,0,0,0,,0,2,1,1,,,107,107.2,115.2,111.2,,26,
96,Carson Wentz,WAS,QB,30,6,6,144,232,1489,10,6,19,79,4.16,0,0,0,0,,0,6,1,0,,2,97,97.5,107.5,103.5,,27,
97,Raheem Mostert,MIA,RB,30,10,8,0,0,0,0,0,118,543,4.60,3,26,17,119,7.00,1,0,0,4,,,90,107.2,113.2,98.7,,25,
98,Devin Singletary,BUF,RB,25,10,10,0,0,0,0,0,110,480,4.36,3,39,30,218,7.27,1,2,2,4,,,90,119.8,127.8,104.8,,26,
99,Ezekiel Elliott,DAL,RB,27,8,8,0,0,0,0,0,124,485,3.91,6,9,7,37,5.29,0,0,0,6,,,88,95.2,98.2,91.7,,27,
100,David Montgomery,CHI,RB,25,10,10,0,0,0,0,0,132,501,3.80,3,21,18,204,11.33,0,1,1,3,,,87,104.5,111.5,95.5,,28,
101,Kenny Pickett,PIT,QB,24,7,6,155,237,1426,3,8,29,163,5.62,3,0,0,0,,0,3,1,3,,,85,85.3,100.3,93.3,,28,
102,Cordarrelle Patterson,ATL,RB,31,7,6,0,0,0,0,0,86,454,5.28,5,11,8,46,5.75,0,1,1,6,,,84,92.0,96.0,88.0,,29,
103,Dak Prescott,DAL,QB,29,5,5,103,152,1132,8,4,17,67,3.94,1,0,0,0,,0,0,0,1,,,82,82.0,89.0,86.0,,29,
104,Clyde Edwards-Helaire,KAN,RB,23,10,6,0,0,0,0,0,71,302,4.25,3,23,17,151,8.88,3,0,0,6,,,81,98.3,104.3,89.8,,30,
105,James Robinson,2TM,RB,24,10,5,0,0,0,0,0,106,415,3.92,3,14,11,51,4.64,2,1,0,5,,,77,87.6,90.6,82.1,,31,
106,Zach Wilson,NYJ,QB,23,7,7,105,189,1279,4,5,24,94,3.92,1,1,1,2,2.00,1,1,1,2,,,77,77.8,86.8,82.3,,30,
107,James Conner,ARI,RB,27,8,8,0,0,0,0,0,96,356,3.71,4,32,24,151,6.29,0,2,0,4,,,75,98.7,104.7,86.7,,32,
108,D'Onta Foreman,CAR,RB,26,11,4,0,0,0,0,0,102,450,4.41,4,8,4,25,6.25,0,0,0,4,1,,74,77.5,80.5,75.5,,33,
109,Kareem Hunt,CLE,RB,27,10,0,0,0,0,0,0,88,346,3.93,3,26,22,149,6.77,1,0,0,4,,,74,95.5,101.5,84.5,,34,
110,Baker Mayfield,CAR,QB,27,7,6,119,206,1313,6,6,16,52,3.25,1,0,0,0,,0,6,1,1,,,74,73.7,83.7,79.7,,31,
111,D'Andre Swift,DET,RB,23,7,4,0,0,0,0,0,45,273,6.07,3,27,20,162,8.10,2,1,0,5,,,74,93.5,99.5,83.5,,35,
112,Michael Carter,NYJ,RB,23,10,8,0,0,0,0,0,93,349,3.75,3,34,26,194,7.46,0,1,0,3,,,72,98.3,104.3,85.3,,36,
113,Tyler Allgeier,ATL,RB,22,10,4,0,0,0,0,0,110,498,4.53,1,10,10,87,8.70,1,0,0,2,,,71,80.5,83.5,75.5,,37,
114,Mac Jones,NWE,QB,24,7,7,134,195,1386,4,7,27,81,3.00,1,0,0,0,,0,2,1,1,,,70,69.5,80.5,76.5,,32,
115,Mecole Hardman,KAN,WR,24,8,5,0,0,0,0,0,4,31,7.75,2,34,25,297,11.88,4,1,0,6,,,69,93.8,96.8,81.3,,30,
116,Kenyan Drake,BAL,RB,28,8,5,0,0,0,0,0,83,390,4.70,3,15,11,52,4.73,1,0,0,4,,,68,79.2,82.2,73.7,,38,
117,Devin Duvernay,BAL,WR,25,10,10,0,0,0,0,0,8,59,7.38,1,34,26,321,12.35,3,0,0,5,,,68,94.0,97.0,81.0,,31,
118,Jakobi Meyers,NWE,WR,26,8,7,0,0,0,0,0,2,9,4.50,0,58,44,509,11.57,3,1,1,3,,,68,111.8,115.8,89.8,,33,
119,Josh Palmer,LAC,WR,24,9,8,0,0,0,0,0,1,4,4.00,0,68,45,496,11.02,3,0,0,3,,,68,113.0,116.0,90.5,,32,
120,Courtland Sutton,DEN,WR,27,10,10,0,0,0,0,0,1,5,5.00,0,80,46,613,13.33,1,0,0,1,,,68,113.8,116.8,90.8,,34,
121,Marquise Brown,ARI,WR,25,6,6,0,0,0,0,0,0,0,,0,64,43,485,11.28,3,1,0,3,,,67,109.5,112.5,88.0,,35,
123,George Pickens,PIT,WR,21,10,6,0,0,0,0,0,3,24,8.00,1,53,33,453,13.73,2,0,0,3,,,66,98.7,101.7,82.2,,37,
124,Garrett Wilson,NYJ,WR,22,10,6,0,0,0,0,0,3,5,1.67,0,71,44,533,12.11,2,1,0,2,,,66,109.8,112.8,87.8,,36,
125,Parris Campbell,IND,WR,25,11,10,0,0,0,0,0,2,29,14.50,0,60,44,440,10.00,3,0,0,3,,,65,108.9,111.9,86.9,,38,
126,Drake London,ATL,WR,21,11,9,0,0,0,0,0,0,0,,0,65,39,409,10.49,4,1,1,4,1,,65,103.9,107.9,84.4,,39,
127,AJ Dillon ,GNB,RB,24,11,2,0,0,0,0,0,117,467,3.99,1,26,17,109,6.41,0,1,0,1,,,64,80.6,86.6,72.1,,39,
128,Taylor Heinicke,WAS,QB,29,5,5,90,148,1031,5,4,20,62,3.10,1,0,0,0,,0,2,1,1,,,63,63.4,71.4,67.4,,33,
129,Jerry Jeudy,DEN,WR,23,9,9,0,0,0,0,0,1,1,1.00,0,55,30,449,14.97,3,0,0,3,,,63,93.0,96.0,78.0,,41,
130,Adam Thielen,MIN,WR,32,10,10,0,0,0,0,0,0,0,,0,67,45,492,10.93,2,0,0,2,1,,63,108.2,111.2,85.7,,40,
131,Christian Watson,GNB,WR,23,8,5,0,0,0,0,0,4,22,5.50,1,28,18,243,13.50,5,0,0,6,,,63,80.5,83.5,71.5,,42,
132,Eno Benjamin,ARI,RB,23,10,3,0,0,0,0,0,70,299,4.27,2,33,24,184,7.67,0,0,0,2,1,,62,86.3,92.3,74.3,,40,
133,Melvin Gordon,DEN,RB,29,10,6,0,0,0,0,0,90,318,3.53,2,32,25,223,8.92,0,5,2,2,,,62,87.1,95.1,74.6,,42,
134,Damien Harris,NWE,RB,25,8,7,0,0,0,0,0,79,367,4.65,3,16,13,75,5.77,0,0,0,3,,,62,75.2,78.2,68.7,,41,
135,Darnell Mooney,CHI,WR,25,11,11,0,0,0,0,0,1,2,2.00,0,61,40,493,12.33,2,0,0,2,,,62,101.5,104.5,81.5,,44,
136,Donovan Peoples-Jones,CLE,WR,23,10,8,0,0,0,0,0,1,2,2.00,0,61,40,577,14.43,1,1,1,1,,,62,101.9,105.9,81.9,,43,
137,DeAndre Hopkins,ARI,WR,30,5,5,0,0,0,0,0,0,0,,0,58,45,487,10.82,2,1,0,2,,,61,105.7,108.7,83.2,,45,
138,Mack Hollins,LVR,WR,29,10,9,1,1,4,0,0,1,0,0.00,0,59,36,468,13.00,2,0,0,2,,,59,95.0,98.0,77.0,,46,
139,Samaje Perine,CIN,RB,27,10,0,0,0,0,0,0,36,163,4.53,0,26,22,178,8.09,4,0,0,4,,,58,80.1,86.1,69.1,,43,
140,Darrell Henderson,LAR,RB,25,10,7,0,0,0,0,0,70,283,4.04,3,22,17,102,6.00,0,0,0,3,,,57,73.5,79.5,65.0,,45,
141,Latavius Murray,2TM,RB,32,6,0,0,0,0,0,0,74,266,3.59,4,14,12,64,5.33,0,0,0,4,,,57,69.0,72.0,63.0,,44,
142,Cooper Rush,DAL,QB,29,7,5,94,161,1051,5,3,9,6,0.67,0,0,0,0,,0,2,0,0,,,57,56.6,62.6,59.6,,34,
143,Chris Godwin,TAM,WR,26,8,7,0,0,0,0,0,3,5,1.67,0,73,48,475,9.90,1,0,0,1,,,54,102.0,105.0,78.0,,47,
144,Brandin Cooks,HOU,WR,29,9,9,0,0,0,0,0,1,5,5.00,0,66,39,461,11.82,1,0,0,1,,,53,91.6,94.6,72.1,,49,
145,Dontrell Hilliard,TEN,RB,27,9,1,0,0,0,0,0,19,127,6.68,0,21,16,160,10.00,4,0,0,4,,,53,68.7,74.7,60.7,,46,
146,Darius Slayton,NYG,WR,25,9,5,0,0,0,0,0,0,0,,0,38,24,413,17.21,2,0,0,2,,,53,77.3,80.3,65.3,,48,
147,Allen Robinson,LAR,WR,29,10,10,0,0,0,0,0,0,0,,0,52,33,339,10.27,3,0,0,3,,,52,84.9,87.9,68.4,,50,
148,Marquez Valdes-Scantling,KAN,WR,28,10,6,0,0,0,0,0,1,-3,-3.00,0,47,27,459,17.00,1,0,0,1,,,52,78.6,81.6,65.1,,51,
149,Mitchell Trubisky,PIT,QB,28,5,4,78,128,797,3,2,13,29,2.23,1,0,0,0,,0,0,0,1,,1,51,50.8,55.8,52.8,,35,
150,Chase Claypool,2TM,WR,24,11,9,1,1,1,1,0,9,59,6.56,0,61,37,343,9.27,1,0,0,1,,,50,87.2,90.2,68.7,,52,
151,Diontae Johnson,PIT,WR,26,10,10,0,0,0,0,0,6,23,3.83,0,86,51,456,8.94,0,1,0,0,1,,50,100.9,103.9,75.4,,53,
152,Zay Jones,JAX,WR,27,9,8,0,0,0,0,0,3,21,7.00,0,65,47,417,8.87,1,0,0,1,,,50,96.8,99.8,73.3,,54,
154,Romeo Doubs,GNB,WR,22,9,7,0,0,0,0,0,1,11,11.00,0,50,31,314,10.13,3,2,1,3,,,49,79.5,83.5,64.0,,56,
155,Isaiah McKenzie,BUF,WR,27,9,6,0,0,0,0,0,5,35,7.00,1,35,24,219,9.13,3,0,0,4,,,49,73.4,76.4,61.4,,55,
156,Brian Robinson Jr.,WAS,RB,23,7,5,0,0,0,0,0,108,362,3.35,2,4,4,7,1.75,0,0,0,2,,,49,52.9,55.9,50.9,,47,
157,Gerald Everett,LAC,TE,28,9,6,0,0,0,0,0,1,0,0.00,0,55,34,364,10.71,2,0,0,2,,,48,82.4,85.4,65.4,,13,
158,Rashaad Penny,SEA,RB,26,5,5,0,0,0,0,0,57,346,6.07,2,5,4,16,4.00,0,1,0,2,,,48,52.2,55.2,50.2,,48,
159,Alec Pierce,IND,WR,22,10,7,0,0,0,0,0,0,0,,0,50,28,424,15.14,1,1,0,1,,,48,76.4,79.4,62.4,,57,
160,Kyle Pitts,ATL,TE,22,10,10,0,0,0,0,0,0,0,,0,59,28,356,12.71,2,0,0,2,,,48,75.6,78.6,61.6,,14,
161,Josh Reynolds,DET,WR,27,7,7,0,0,0,0,0,0,0,,0,42,26,357,13.73,2,0,0,2,,,48,73.7,76.7,60.7,,59,
162,Olamide Zaccheaus,ATL,WR,25,11,8,0,0,0,0,0,2,7,3.50,0,31,25,374,14.96,2,1,1,2,,,48,73.1,77.1,60.6,,58,
163,DeAndre Carter,LAC,WR,29,10,6,0,0,0,0,0,1,-5,-5.00,0,41,31,379,12.23,2,1,1,2,,,47,78.4,82.4,62.9,,60,
164,Corey Davis,NYJ,WR,27,7,5,0,0,0,0,0,0,0,,0,34,19,351,18.47,2,0,0,2,,,47,66.1,69.1,56.6,,61,
165,Rondale Moore,ARI,WR,22,8,8,0,0,0,0,0,6,-5,-0.83,0,56,41,414,10.10,1,0,0,1,,,47,87.9,90.9,67.4,,62,
166,David Njoku,CLE,TE,26,8,8,0,0,0,0,0,1,-6,-6.00,0,45,36,435,12.08,1,1,1,1,,,47,82.9,86.9,64.9,,15,
167,Nico Collins,HOU,WR,23,8,6,0,0,0,0,0,0,0,,0,47,28,402,14.36,1,0,0,1,,,46,74.2,77.2,60.2,,63,
168,Joe Flacco,NYJ,QB,37,3,3,91,155,901,5,3,3,6,2.00,0,0,0,0,,0,4,3,0,,,45,44.6,53.6,47.6,,36,
169,Hayden Hurst,CIN,TE,29,10,10,0,0,0,0,0,0,0,,0,51,40,331,8.28,2,0,0,2,,,45,85.1,88.1,65.1,,16,
170,Will Dissly,SEA,TE,26,10,10,0,0,0,0,0,0,0,,0,28,26,258,9.92,3,0,0,3,,,44,69.8,72.8,56.8,,17,
171,Isiah Pacheco,KAN,RB,22,10,4,0,0,0,0,0,75,386,5.15,1,3,3,13,4.33,0,3,1,1,,,44,46.9,50.9,45.4,,49,
172,Jameis Winston,NOR,QB,28,3,3,73,115,858,4,5,5,16,3.20,0,0,0,0,,0,3,0,0,,1,44,43.9,51.9,48.9,,37,
