,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
42,Khalil Herbert,CHI,RB,24,6,1,0,0,0,0,0,63,403,6.40,3,5,5,37,7.40,0,0,0,3,,,62,67.0,70.0,64.5,12,17,42
43,Joe Mixon,CIN,RB,26,6,6,0,0,0,0,0,104,347,3.34,1,32,24,149,6.21,1,0,0,2,,,62,85.6,91.6,73.6,12,18,43
44,Dallas Goedert,PHI,TE,27,6,6,0,0,0,0,0,0,0,,0,34,26,357,13.73,1,0,0,1,,,42,67.7,70.7,54.7,11,6,44
45,CeeDee Lamb,DAL,WR,23,6,6,0,0,0,0,0,3,15,5.00,0,60,33,409,12.39,2,0,0,2,,,54,87.4,90.4,70.9,9,14,45
46,Mike Evans,TAM,WR,29,5,5,0,0,0,0,0,0,0,,0,33,24,358,14.92,3,0,0,3,,,54,77.8,80.8,65.8,8,15,46
47,Justin Herbert,LAC,QB,24,6,6,170,257,1716,10,3,18,26,1.44,0,0,0,0,,0,1,1,0,,,103,103.2,110.2,106.2,8,8,47
48,David Njoku,CLE,TE,26,6,6,0,0,0,0,0,1,-6,-6.00,0,35,27,347,12.85,1,1,1,1,,,38,65.1,69.1,51.6,8,7,48
49,Mike Williams,LAC,WR,28,6,6,0,0,0,0,0,0,0,,0,50,30,409,13.63,2,0,0,2,,,53,82.9,85.9,67.9,8,16,49
50,Allen Lazard ,GNB,WR,27,5,5,0,0,0,0,0,0,0,,0,34,20,285,14.25,4,0,0,4,,,53,72.5,75.5,62.5,7,17,50
51,Tyler Lockett,SEA,WR,30,6,6,0,0,0,0,0,0,0,,0,45,34,423,12.44,2,1,1,2,,,52,86.3,90.3,69.3,7,18,51
52,Amon-Ra St. Brown,DET,WR,23,4,4,0,0,0,0,0,2,68,34.00,0,39,27,271,10.04,3,0,0,3,,,52,78.9,81.9,65.4,7,19,52
53,DeVonta Smith,PHI,WR,24,6,6,0,0,0,0,0,0,0,,0,43,33,397,12.03,2,0,0,2,,,52,84.7,87.7,68.2,6,20,53
54,Gerald Everett,LAC,TE,28,6,5,0,0,0,0,0,0,0,,0,36,22,242,11.00,2,0,0,2,,,36,58.2,61.2,47.2,6,8,54
55,Chris Olave,NOR,WR,22,5,3,0,0,0,0,0,0,0,,0,42,25,389,15.56,2,1,1,2,1,,51,75.9,79.9,63.4,6,21,55
56,Jeff Wilson,SFO,RB,27,6,4,0,0,0,0,0,81,400,4.94,2,10,8,70,8.75,0,2,2,2,,,55,63.0,68.0,59.0,6,19,56
57,Brandon Aiyuk,SFO,WR,24,6,6,0,0,0,0,0,1,7,7.00,0,38,25,320,12.80,3,0,0,3,,,51,75.7,78.7,63.2,5,22,57
58,Cordarrelle Patterson,ATL,RB,31,4,3,0,0,0,0,0,58,340,5.86,3,7,4,28,7.00,0,0,0,3,,,55,58.8,61.8,56.8,5,20,58
59,Devin Duvernay,BAL,WR,25,6,6,0,0,0,0,0,5,22,4.40,0,25,18,240,13.33,3,0,0,4,,,50,68.2,71.2,59.2,5,23,59
61,Mike Gesicki,MIA,TE,27,6,1,0,0,0,0,0,0,0,,0,19,15,170,11.33,3,0,0,3,,,35,50.0,53.0,42.5,5,9,60
62,Ezekiel Elliott,DAL,RB,27,6,6,0,0,0,0,0,94,386,4.11,2,8,6,32,5.33,0,0,0,2,,,54,59.8,62.8,56.8,4,21,61
63,Courtland Sutton,DEN,WR,27,6,6,0,0,0,0,0,1,5,5.00,0,49,31,431,13.90,1,0,0,1,,,50,80.6,83.6,65.1,4,24,62
64,D.K. Metcalf,SEA,WR,25,6,6,0,0,0,0,0,0,0,,0,50,30,406,13.53,2,2,2,2,,,49,78.6,83.6,63.6,3,25,63
65,Tee Higgins,CIN,WR,23,6,5,0,0,0,0,0,0,0,,0,38,26,362,13.92,2,0,0,2,,,48,74.2,77.2,61.2,3,26,64
66,Trevor Lawrence,JAX,QB,23,6,6,133,203,1397,9,4,20,81,4.05,2,0,0,0,,0,4,4,2,,1,98,98.0,109.0,102.0,3,9,65
67,Kareem Hunt,CLE,RB,27,6,0,0,0,0,0,0,61,259,4.25,2,17,14,83,5.93,1,0,0,3,,,52,66.2,69.2,59.2,3,22,66
68,Will Dissly,SEA,TE,26,6,6,0,0,0,0,0,0,0,,0,16,15,149,9.93,3,0,0,3,,,33,47.9,50.9,40.4,3,10,67
69,Kirk Cousins,MIN,QB,34,6,6,151,228,1502,9,5,9,18,2.00,1,0,0,0,,0,1,0,1,,2,98,97.9,105.9,102.9,3,10,68
70,Michael Pittman Jr.,IND,WR,25,5,5,0,0,0,0,0,0,0,,0,52,38,417,10.97,1,0,0,1,,,48,85.7,88.7,66.7,3,27,69
71,Carson Wentz,WAS,QB,30,6,6,144,232,1489,10,6,19,79,4.16,0,0,0,0,,0,6,1,0,,2,97,97.5,107.5,103.5,3,11,70
72,Daniel Bellinger,NYG,TE,22,6,5,0,0,0,0,0,1,2,2.00,1,17,15,139,9.27,2,0,0,3,,,32,47.1,50.1,39.6,2,11,71
73,Corey Davis,NYJ,WR,27,6,4,0,0,0,0,0,0,0,,0,33,19,351,18.47,2,0,0,2,,,47,66.1,69.1,56.6,2,28,72
74,Josh Reynolds,DET,WR,27,5,5,0,0,0,0,0,0,0,,0,34,23,335,14.57,2,0,0,2,,,46,68.5,71.5,57.0,1,29,73
75,Najee Harris,PIT,RB,24,6,6,0,0,0,0,0,83,264,3.18,1,18,15,71,4.73,2,1,1,3,,,50,64.5,68.5,57.0,,23,74
76,Hayden Hurst,CIN,TE,29,6,6,0,0,0,0,0,0,0,,0,31,23,178,7.74,2,0,0,2,,,30,52.8,55.8,41.3,,12,75
77,Tory Carter,TEN,,23,5,3,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,1,76
78,Tyler Boyd,CIN,WR,28,6,4,1,1,23,0,0,0,0,,0,29,21,300,14.29,2,0,0,2,1,,45,65.9,68.9,55.4,,30,77
79,Marcus Mariota,ATL,QB,29,6,6,84,137,1055,6,4,43,206,4.79,3,0,0,0,,0,7,3,3,,2,95,94.8,107.8,98.8,,12,78
80,Jared Goff,DET,QB,28,5,5,111,186,1355,11,4,10,23,2.30,0,0,0,0,,0,2,1,0,1,1,95,94.5,102.5,98.5,,13,
81,Tom Brady,TAM,QB,45,6,6,166,247,1652,8,1,10,-7,-0.70,0,0,0,0,,0,3,2,0,,1,93,93.4,99.4,94.4,,14,
82,Daniel Jones,NYG,QB,25,6,6,107,159,1021,5,2,47,236,5.02,2,0,0,0,,0,2,2,2,,1,90,90.4,100.4,92.4,,15,
83,Russell Wilson,DEN,QB,34,6,6,116,198,1442,5,3,21,96,4.57,1,1,1,1,1.00,0,1,0,1,,,87,88.4,94.4,90.9,,16,
84,Matt Ryan,IND,QB,37,6,6,170,253,1765,8,7,11,9,0.82,0,0,0,0,,0,11,3,0,,,84,83.5,96.5,90.5,,17,
85,Jacoby Brissett,CLE,QB,30,6,6,124,206,1326,6,5,22,112,5.09,1,0,0,0,,0,2,1,1,,,82,82.2,94.2,87.2,,18,
86,Derek Carr,LVR,QB,31,5,5,113,184,1279,8,4,11,69,6.27,0,0,0,0,,0,2,0,0,,,82,82.1,89.1,86.1,,19,
87,Aaron Rodgers,GNB,QB,39,6,6,140,209,1403,9,3,9,9,1.00,0,0,0,0,,0,5,3,0,,,81,81.0,90.0,84.0,,20,
88,Jimmy Garoppolo,SFO,QB,31,5,4,94,148,1153,7,3,10,18,1.80,1,0,0,0,,0,2,1,1,,,74,73.9,80.9,76.9,,21,
89,Justin Fields,CHI,QB,23,6,6,63,115,869,4,5,54,282,5.22,1,0,0,0,,0,7,1,1,,,73,73.0,85.0,78.0,,22,
90,Tua Tagovailoa,MIA,QB,24,4,4,80,115,1035,8,3,4,1,0.25,0,0,0,0,,0,1,0,0,,,68,67.5,73.5,70.5,,23,
92,Matthew Stafford,LAR,QB,34,6,6,160,225,1576,6,8,8,7,0.88,0,0,0,0,,0,4,3,0,,,66,65.7,79.7,73.7,,24,
93,Ryan Tannehill,TEN,QB,34,5,5,82,126,965,6,3,15,23,1.53,1,0,0,0,,0,1,0,1,,,65,64.9,70.9,67.9,,25,
94,Cooper Rush,DAL,QB,29,6,5,90,156,1020,5,3,9,6,0.67,0,0,0,0,,0,2,0,0,,,55,55.4,61.4,58.4,,26,
95,Baker Mayfield,CAR,QB,27,5,5,84,153,962,4,4,14,40,2.86,1,0,0,0,,0,6,1,1,,,54,54.5,62.5,58.5,,27,
96,Davis Mills,HOU,QB,24,5,5,104,166,1048,5,4,6,2,0.33,0,0,0,0,,0,4,1,0,,,52,52.1,60.1,56.1,,28,
97,Mitchell Trubisky,PIT,QB,28,5,4,78,128,797,3,2,13,29,2.23,1,0,0,0,,0,0,0,1,,1,51,50.8,55.8,52.8,,29,
98,Antonio Gibson ,WAS,RB,24,6,5,0,0,0,0,0,61,214,3.51,2,24,19,152,8.00,0,0,0,2,,,49,67.6,73.6,58.1,,25,
99,Tony Pollard,DAL,RB,25,6,1,0,0,0,0,0,55,292,5.31,2,16,9,79,8.78,0,0,0,2,,,49,58.1,61.1,53.6,,24,
100,Rashaad Penny,SEA,RB,26,5,5,0,0,0,0,0,57,346,6.07,2,5,4,16,4.00,0,1,0,2,,,48,52.2,55.2,50.2,,26,
101,Damien Harris,NWE,RB,25,5,5,0,0,0,0,0,57,257,4.51,3,10,8,30,3.75,0,0,0,3,,,47,54.7,57.7,50.7,,27,
102,Devin Singletary,BUF,RB,25,6,6,0,0,0,0,0,57,256,4.49,0,28,22,167,7.59,1,1,1,1,,,46,68.3,75.3,57.3,,28,
103,Travis Etienne,JAX,RB,23,6,1,0,0,0,0,0,54,301,5.57,0,18,13,146,11.23,0,2,0,0,,,45,57.7,63.7,51.2,,29,
104,Joe Flacco,NYJ,QB,37,3,3,91,155,901,5,3,3,6,2.00,0,0,0,0,,0,4,3,0,,,45,44.6,53.6,47.6,,30,
105,Drake London,ATL,WR,21,6,5,0,0,0,0,0,0,0,,0,43,25,306,12.24,2,0,0,2,1,,45,69.6,72.6,57.1,,31,
106,Terry McLaurin,WAS,WR,27,6,6,0,0,0,0,0,3,18,6.00,0,37,22,367,16.68,1,1,0,1,,,45,66.5,69.5,55.5,,32,
107,Curtis Samuel,WAS,WR,26,6,5,0,0,0,0,0,8,51,6.38,0,50,34,287,8.44,2,1,1,2,,,44,77.8,81.8,60.8,,33,
108,Jameis Winston,NOR,QB,28,3,3,73,115,858,4,5,5,16,3.20,0,0,0,0,,0,3,0,0,,1,44,43.9,51.9,48.9,,31,
109,Michael Carter,NYJ,RB,23,6,5,0,0,0,0,0,53,199,3.75,2,22,18,106,5.89,0,1,0,2,,,43,60.5,66.5,51.5,,33,
110,AJ Dillon ,GNB,RB,24,6,2,0,0,0,0,0,73,286,3.92,1,20,13,80,6.15,0,0,0,1,,,43,55.6,58.6,49.1,,32,
111,Raheem Mostert,MIA,RB,30,6,4,0,0,0,0,0,71,309,4.35,1,14,8,64,8.00,0,0,0,1,,,43,51.3,54.3,47.3,,30,
112,D'Andre Swift,DET,RB,23,3,3,0,0,0,0,0,27,231,8.56,1,12,8,77,9.63,1,0,0,2,,,43,50.8,53.8,46.8,,31,
113,David Montgomery,CHI,RB,25,5,5,0,0,0,0,0,62,246,3.97,1,11,10,113,11.30,0,0,0,1,,,42,51.9,57.9,46.9,,34,
114,Adam Thielen,MIN,WR,32,6,6,0,0,0,0,0,0,0,,0,43,29,284,9.79,2,0,0,2,1,,42,71.4,74.4,56.9,,34,
115,Jerry Jeudy,DEN,WR,23,6,6,0,0,0,0,0,1,1,1.00,0,36,17,290,17.06,2,0,0,2,,,41,58.1,61.1,49.6,,35,
116,JuJu Smith-Schuster,KAN,WR,26,6,6,0,0,0,0,0,0,0,,0,40,27,370,13.70,1,2,1,1,,,41,68.0,72.0,54.5,,36,
117,Jonathan Taylor,IND,RB,23,4,4,0,0,0,0,0,81,328,4.05,1,16,9,44,4.89,0,1,1,1,,,41,50.2,54.2,45.7,,35,
118,Garrett Wilson,NYJ,WR,22,6,3,0,0,0,0,0,1,-2,-2.00,0,48,24,290,12.08,2,0,0,2,,,41,64.8,67.8,52.8,,37,
119,Jahan Dotson,WAS,WR,22,4,3,0,0,0,0,0,1,-10,-10.00,0,22,12,152,12.67,4,0,0,4,1,,40,52.2,55.2,46.2,,38,
120,Alvin Kamara,NOR,RB,27,4,4,0,0,0,0,0,66,302,4.58,0,26,17,135,7.94,0,2,2,0,,,40,56.7,64.7,48.2,,36,
121,Jakobi Meyers,NWE,WR,26,4,3,0,0,0,0,0,1,7,7.00,0,31,24,321,13.38,1,0,0,1,,,39,62.8,65.8,50.8,,39,
123,Kenneth Walker III,SEA,RB,22,5,1,0,0,0,0,0,44,243,5.52,2,10,8,27,3.38,0,0,0,2,,,39,47.0,50.0,43.0,,37,
124,Darrell Henderson,LAR,RB,25,6,4,0,0,0,0,0,46,181,3.93,2,18,14,77,5.50,0,0,0,2,,,38,51.8,54.8,44.8,,38,
125,Chase Edmonds,MIA,RB,26,6,2,0,0,0,0,0,31,89,2.87,2,15,10,96,9.60,1,0,0,3,,,37,46.5,46.5,41.5,,39,
126,Mac Jones,NWE,QB,24,3,3,64,97,786,2,5,14,37,2.64,1,0,0,0,,0,1,1,1,,,37,37.1,46.1,42.1,,32,
127,Zach Wilson,NYJ,QB,23,3,3,42,75,572,1,2,11,18,1.64,1,1,1,2,2.00,1,0,0,2,,,37,37.9,42.9,39.4,,33,
128,Olamide Zaccheaus,ATL,WR,25,6,4,0,0,0,0,0,0,0,,0,18,16,271,16.94,2,1,1,2,,,37,53.1,57.1,45.1,,40,
129,Eno Benjamin,ARI,RB,23,6,1,0,0,0,0,0,45,173,3.84,1,20,15,125,8.33,0,0,0,1,,,36,50.8,56.8,43.3,,41,
130,James Conner,ARI,RB,27,5,5,0,0,0,0,0,54,200,3.70,1,19,14,103,7.36,0,1,0,1,,,36,50.3,56.3,43.3,,40,
131,Noah Brown,DAL,WR,26,6,6,0,0,0,0,0,0,0,,0,32,20,289,14.45,1,0,0,1,,,35,54.9,57.9,44.9,,42,
132,Romeo Doubs,GNB,WR,22,6,4,0,0,0,0,0,1,11,11.00,0,38,26,234,9.00,2,2,1,2,,,35,60.5,64.5,47.5,,44,
133,Isaiah McKenzie,BUF,WR,27,5,4,0,0,0,0,0,1,6,6.00,0,26,17,162,9.53,3,0,0,3,,,35,51.8,54.8,43.3,,43,
134,Michael Thomas,NOR,WR,29,3,3,0,0,0,0,0,0,0,,0,22,16,171,10.69,3,0,0,3,,,35,51.1,54.1,43.1,,41,
135,Rashod Bateman,BAL,WR,23,4,3,0,0,0,0,0,0,0,,0,22,11,243,22.09,2,1,1,2,,,34,45.3,49.3,39.8,,45,
136,Chase Claypool,PIT,WR,24,6,6,0,0,0,0,0,8,55,6.88,0,36,23,225,9.78,1,0,0,1,,,34,57.0,60.0,45.5,,46,
137,Andy Dalton,NOR,QB,35,3,3,53,84,585,3,1,8,7,0.88,0,0,0,0,,0,1,1,0,,1,34,34.1,39.1,35.1,,34,
138,Dontrell Hilliard,TEN,RB,27,4,0,0,0,0,0,0,5,22,4.40,0,14,12,132,11.00,3,0,0,3,,,33,45.4,48.4,39.4,,42,
139,Mack Hollins,LVR,WR,29,5,4,1,1,4,0,0,0,0,,0,29,17,273,16.06,1,0,0,1,,,33,50.5,53.5,42.0,,47,
140,Diontae Johnson,PIT,WR,26,6,6,0,0,0,0,0,4,19,4.75,0,57,33,295,8.94,0,1,0,0,1,,33,66.4,69.4,49.9,,48,
141,Kenny Pickett,PIT,QB,24,3,2,55,83,514,1,4,9,41,4.56,2,0,0,0,,0,1,0,2,,,33,32.7,39.7,36.7,,36,
142,Alec Pierce,IND,WR,22,5,4,0,0,0,0,0,0,0,,0,29,18,271,15.06,1,1,0,1,,,33,51.1,54.1,42.1,,49,
143,Bailey Zappe,NWE,QB,23,3,2,51,70,596,4,1,8,1,0.13,0,1,1,-6,-6.00,0,3,2,0,,,33,34.3,40.3,34.8,,35,
144,Melvin Gordon,DEN,RB,29,6,2,0,0,0,0,0,55,201,3.65,1,13,11,98,8.91,0,4,2,1,,,32,42.9,47.9,37.4,,43,
145,Mecole Hardman,KAN,WR,24,6,4,0,0,0,0,0,2,3,1.50,0,21,15,186,12.40,2,1,0,2,,,31,45.9,48.9,38.4,,51,
146,DeVante Parker,NWE,WR,29,6,5,0,0,0,0,0,0,0,,0,22,12,253,21.08,1,0,0,1,,,31,43.3,46.3,37.3,,50,
147,Brandin Cooks,HOU,WR,29,5,5,0,0,0,0,0,0,0,,0,42,24,235,9.79,1,0,0,1,,,30,53.5,56.5,41.5,,55,
148,Pat Freiermuth,PIT,TE,24,5,4,0,0,0,0,0,0,0,,0,32,20,235,11.75,1,0,0,1,,,30,49.5,52.5,39.5,,14,
149,Tyler Higbee,LAR,TE,29,6,6,0,0,0,0,0,0,0,,0,50,34,297,8.74,0,0,0,0,,,30,63.7,66.7,46.7,,13,
150,D.J. Moore,CAR,WR,25,6,6,0,0,0,0,0,5,39,7.80,0,44,20,204,10.20,1,0,0,1,,,30,50.3,53.3,40.3,,53,
151,Josh Palmer,LAC,WR,24,6,6,0,0,0,0,0,1,4,4.00,0,40,26,240,9.23,1,0,0,1,,,30,56.4,59.4,43.4,,52,
152,Ben Skowronek,LAR,WR,25,6,5,0,0,0,0,0,1,17,17.00,1,29,23,221,9.61,0,0,0,1,,,30,52.8,55.8,41.3,,54,
154,Teddy Bridgewater,MIA,QB,30,4,1,37,60,522,3,3,2,21,10.50,0,0,0,0,,0,0,0,0,,,29,29.0,35.0,32.0,,37,
155,Zay Jones,JAX,WR,27,5,4,0,0,0,0,0,1,0,0.00,0,37,27,227,8.41,1,0,0,1,,,29,55.7,58.7,42.2,,57,
156,Allen Robinson,LAR,WR,29,6,6,0,0,0,0,0,0,0,,0,29,17,170,10.00,2,0,0,2,,,29,46.0,49.0,37.5,,56,
157,J.K. Dobbins,BAL,RB,24,4,4,0,0,0,0,0,35,123,3.51,1,6,6,39,6.50,1,0,0,2,,,28,34.2,37.2,31.2,,44,
158,Alexander Mattison,MIN,RB,24,6,0,0,0,0,0,0,30,97,3.23,1,11,8,58,7.25,1,0,0,2,,,28,35.5,35.5,31.5,,45,
159,George Pickens,PIT,WR,21,6,3,0,0,0,0,0,1,1,1.00,0,34,20,277,13.85,0,0,0,0,,,28,47.8,50.8,37.8,,58,
160,Robert Tonyan,GNB,TE,28,6,2,0,0,0,0,0,0,0,,0,32,27,219,8.11,1,0,0,1,,,28,54.9,57.9,41.4,,15,
161,Nico Collins,HOU,WR,23,5,3,0,0,0,0,0,0,0,,0,27,15,272,18.13,0,0,0,0,,,27,42.2,45.2,34.7,,59,
162,Tyler Conklin,NYJ,TE,27,6,6,0,0,0,0,0,1,1,1.00,0,32,22,208,9.45,1,2,0,1,,,27,48.9,51.9,37.9,,16,
163,Kenyan Drake,BAL,RB,28,4,2,0,0,0,0,0,31,184,5.94,1,4,3,24,8.00,0,0,0,1,,,27,29.8,32.8,28.3,,47,
164,Deon Jackson,IND,RB,23,6,1,0,0,0,0,0,27,101,3.74,1,14,14,108,7.71,0,0,0,1,,,27,40.9,46.9,33.9,,46,
165,Marvin Jones,JAX,WR,32,5,4,0,0,0,0,0,0,0,,0,30,18,208,11.56,1,0,0,1,,,27,44.8,47.8,35.8,,60,
166,Donovan Peoples-Jones,CLE,WR,23,6,4,0,0,0,0,0,1,2,2.00,0,36,20,265,13.25,0,0,0,0,,,27,46.7,49.7,36.7,,61,
167,Mo Alie-Cox,IND,TE,29,6,3,0,0,0,0,0,0,0,,0,15,11,136,12.36,2,0,0,2,,,26,36.6,39.6,31.1,,18,
168,Tyler Allgeier,ATL,RB,22,5,2,0,0,0,0,0,54,235,4.35,0,2,2,25,12.50,0,0,0,0,,,26,28.0,31.0,27.0,,49,
169,Braxton Berrios,NYJ,WR,27,6,0,1,1,2,1,0,5,55,11.00,2,10,8,48,6.00,0,0,0,2,,,26,34.4,34.4,30.4,,64,
170,Randall Cobb,GNB,WR,32,6,1,0,0,0,0,0,0,0,,0,26,18,257,14.28,0,1,0,0,,,26,43.7,46.7,34.7,,65,
171,Greg Dortch,ARI,WR,24,6,2,0,0,0,0,0,0,0,,0,24,21,204,9.71,1,0,0,1,,,26,47.4,50.4,36.9,,62,
172,Mark Ingram,NOR,RB,33,6,2,0,0,0,0,0,47,190,4.04,1,8,7,28,4.00,0,2,2,1,1,,26,32.8,37.8,29.3,,51,
