,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
32,Aaron Jones,GNB,RB,28,9,9,0,0,0,0,0,107,600,5.61,1,40,32,210,6.56,3,1,1,4,,,103,135.0,142.0,119.0,26,14,32
33,Geno Smith,SEA,QB,32,9,9,207,283,2199,15,4,41,196,4.78,1,0,0,0,,0,3,1,1,,,164,163.6,174.6,167.6,25,8,33
34,Leonard Fournette,TAM,RB,27,9,9,0,0,0,0,0,121,405,3.35,2,49,42,314,7.48,3,0,0,5,,,102,143.9,149.9,122.9,25,15,34
35,Dameon Pierce,HOU,RB,22,8,8,0,0,0,0,0,148,678,4.58,3,24,20,98,4.90,1,2,0,4,,,102,121.6,124.6,111.6,24,16,35
36,Zach Ertz,ARI,TE,32,9,9,0,0,0,0,0,0,0,,0,68,46,394,8.57,4,0,0,4,2,,67,113.4,116.4,90.4,23,4,36
37,T.J. Hockenson,2TM,TE,25,8,8,0,0,0,0,0,0,0,,0,52,35,465,13.29,3,0,0,3,1,,67,101.5,104.5,84.0,22,5,37
38,Christian Kirk,JAX,WR,26,9,9,0,1,0,0,0,3,12,4.00,0,70,43,574,13.35,5,1,1,5,,,87,129.6,133.6,108.1,21,9,38
39,Dallas Goedert,PHI,TE,27,8,8,0,0,0,0,0,0,0,,0,50,40,521,13.03,2,0,0,2,,,64,104.1,107.1,84.1,20,6,39
40,Breece Hall,NYJ,RB,21,7,2,0,0,0,0,0,80,463,5.79,4,31,19,218,11.47,1,1,1,5,,,96,115.1,122.1,105.6,19,17,40
41,Khalil Herbert,CHI,RB,24,9,1,0,0,0,0,0,98,586,5.98,4,7,6,62,10.33,1,0,0,5,,,95,100.8,103.8,97.8,18,18,41
42,Amari Cooper,CLE,WR,28,8,8,0,1,0,0,1,0,0,,0,66,39,553,14.18,5,0,0,5,,,83,122.3,126.3,103.8,18,10,42
43,Tony Pollard,DAL,RB,25,8,2,0,0,0,0,0,81,506,6.25,5,19,12,121,10.08,0,0,0,5,,,93,104.7,110.7,98.7,16,19,43
44,Tyler Boyd,CIN,WR,28,9,7,1,1,23,0,0,0,0,,0,49,37,537,14.51,4,0,0,4,1,,81,117.6,120.6,99.1,15,11,44
45,Tyler Lockett,SEA,WR,30,9,9,0,0,0,0,0,0,0,,0,66,51,598,11.73,4,2,2,4,,,80,130.8,135.8,105.3,14,12,45
46,Mike Evans,TAM,WR,29,8,8,0,0,0,0,0,0,0,,0,70,44,617,14.02,3,0,0,3,,,80,123.7,126.7,101.7,14,13,46
47,Alvin Kamara,NOR,RB,27,7,6,0,0,0,0,0,104,443,4.26,1,49,36,319,8.86,2,2,2,3,,,90,126.2,134.2,108.2,14,20,47
48,CeeDee Lamb,DAL,WR,23,8,8,0,0,0,0,0,5,12,2.40,0,73,42,556,13.24,3,0,0,3,,,75,116.8,119.8,95.8,10,14,48
49,Tee Higgins,CIN,WR,23,9,8,0,0,0,0,0,0,0,,0,58,41,564,13.76,3,0,0,3,,,74,115.4,118.4,94.9,9,15,49
50,Terry McLaurin,WAS,WR,27,9,9,0,0,0,0,0,4,11,2.75,0,62,38,609,16.03,2,1,0,2,,,74,112.0,115.0,93.0,9,16,50
51,Chris Olave,NOR,WR,22,8,6,0,0,0,0,0,0,0,,0,72,43,618,14.37,2,1,1,2,1,,74,116.8,120.8,95.3,9,17,51
52,Curtis Samuel,WAS,WR,26,9,7,0,0,0,0,0,18,122,6.78,0,66,45,455,10.11,3,1,1,3,,,74,118.7,125.7,96.2,8,18,52
53,Brandon Aiyuk,SFO,WR,24,8,8,0,0,0,0,0,1,7,7.00,0,55,38,483,12.71,4,0,0,4,,,73,111.0,114.0,92.0,8,19,53
54,Allen Lazard ,GNB,WR,27,7,7,0,0,0,0,0,0,0,,0,51,30,427,14.23,5,0,0,5,,,73,102.7,105.7,87.7,8,20,54
55,Tyler Conklin,NYJ,TE,27,9,9,0,0,0,0,0,1,1,1.00,0,50,33,316,9.58,3,2,0,3,,,50,82.7,85.7,66.2,7,7,55
56,D.K. Metcalf,SEA,WR,25,9,9,0,0,0,0,0,0,0,,0,68,42,510,12.14,4,2,2,4,,,71,113.0,118.0,92.0,6,21,56
57,Antonio Gibson ,WAS,RB,24,9,6,0,0,0,0,0,89,328,3.69,2,38,31,239,7.71,2,0,0,4,,,81,111.7,117.7,96.2,5,21,57
58,Mike Gesicki,MIA,TE,27,9,1,0,0,0,0,0,0,0,,0,32,22,238,10.82,4,0,0,4,,,48,69.8,72.8,58.8,5,8,58
59,Clyde Edwards-Helaire,KAN,RB,23,8,6,0,0,0,0,0,69,293,4.25,3,21,17,151,8.88,3,0,0,6,,,80,97.4,103.4,88.9,5,22,59
61,Gabriel Davis,BUF,WR,23,7,7,0,0,0,0,0,0,0,,0,38,18,451,25.06,4,0,0,4,,,69,87.1,90.1,78.1,4,22,60
62,Mecole Hardman,KAN,WR,24,8,5,0,0,0,0,0,4,31,7.75,2,34,25,297,11.88,4,1,0,6,,,69,93.8,96.8,81.3,4,23,61
63,Deebo Samuel,SFO,WR,26,7,6,0,0,0,0,0,24,138,5.75,1,54,32,387,12.09,2,2,1,3,,,69,100.5,107.5,84.5,4,24,62
64,JuJu Smith-Schuster,KAN,WR,26,8,8,0,0,0,0,0,0,0,,0,60,44,582,13.23,2,2,1,2,,,68,112.2,116.2,90.2,3,25,63
65,Gerald Everett,LAC,TE,28,8,5,0,0,0,0,0,1,0,0.00,0,53,32,341,10.66,2,0,0,2,,,46,78.1,81.1,62.1,3,9,64
66,Trevor Lawrence,JAX,QB,23,9,9,198,308,2075,11,6,33,152,4.61,3,0,0,0,,0,6,5,3,,1,140,140.2,157.2,146.2,3,9,65
67,Mike Williams,LAC,WR,28,7,7,0,0,0,0,0,0,0,,0,59,37,495,13.38,3,0,0,3,,,68,104.5,107.5,86.0,3,26,66
68,Devin Duvernay,BAL,WR,25,9,9,0,0,0,0,0,7,55,7.86,1,33,25,318,12.72,3,0,0,5,,,67,92.3,95.3,79.8,2,27,67
69,David Njoku,CLE,TE,26,7,7,0,0,0,0,0,1,-6,-6.00,0,42,34,418,12.29,1,1,1,1,,,45,79.2,83.2,62.2,2,10,68
70,D.J. Moore,CAR,WR,25,9,9,0,0,0,0,0,7,39,5.57,0,71,35,449,12.83,3,0,0,3,,,67,101.8,104.8,84.3,2,28,69
71,Marquise Brown,ARI,WR,25,6,6,0,0,0,0,0,0,0,,0,64,43,485,11.28,3,1,0,3,,,67,109.5,112.5,88.0,2,29,70
72,Jeff Wilson,2TM,RB,27,9,6,0,0,0,0,0,101,519,5.14,2,16,13,112,8.62,1,2,2,3,,,77,90.1,98.1,83.6,1,23,71
73,Juwan Johnson,NOR,TE,26,9,5,0,0,0,0,0,0,0,,0,36,23,258,11.22,3,0,0,3,,,44,66.8,69.8,55.3,1,11,72
74,Kirk Cousins,MIN,QB,34,8,8,197,304,1999,13,6,15,38,2.53,2,0,0,0,,0,2,1,2,,2,138,137.8,147.8,143.8,1,10,73
75,Tom Brady,TAM,QB,45,9,9,260,398,2547,10,1,12,-5,-0.42,0,0,0,0,,0,3,2,0,,1,137,137.4,143.4,138.4,1,11,74
76,Tory Carter,TEN,,23,5,3,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,2,75
77,James Robinson,2TM,RB,24,9,5,0,0,0,0,0,99,405,4.09,3,14,11,51,4.64,2,1,0,5,,,76,86.6,89.6,81.1,,24,76
78,Alex Armah,WAS,,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,1,77
79,Marcus Mariota,ATL,QB,29,9,9,124,201,1561,10,6,60,304,5.07,3,0,0,0,,0,8,3,3,,2,137,136.8,151.8,142.8,,12,78
80,Tua Tagovailoa,MIA,QB,24,7,7,151,216,1980,15,3,18,35,1.94,0,0,0,0,,0,2,0,0,,,137,136.7,142.7,139.7,,13,
81,Justin Herbert,LAC,QB,24,8,8,233,351,2254,13,5,22,51,2.32,0,1,1,-8,-8.00,0,2,2,0,,,132,133.5,143.5,138.0,,14,
82,Daniel Jones,NYG,QB,25,8,8,143,220,1399,6,2,64,363,5.67,3,0,0,0,,0,3,2,3,,1,128,128.3,138.3,130.3,,15,
83,Aaron Rodgers,GNB,QB,39,9,9,205,317,2091,14,7,14,60,4.29,0,0,0,0,,0,6,3,0,,,126,125.6,138.6,132.6,,16,
84,Jared Goff,DET,QB,28,8,8,173,275,2041,14,7,13,29,2.23,0,1,1,5,5.00,0,4,3,0,1,1,125,126.0,139.0,132.5,,17,
85,Derek Carr,LVR,QB,31,8,8,170,273,1880,11,5,15,67,4.47,0,0,0,0,,0,3,0,0,,,116,115.9,123.9,120.9,,18,
86,Jacoby Brissett,CLE,QB,30,8,8,163,255,1862,7,5,31,142,4.58,2,0,0,0,,0,5,3,2,,,113,112.7,126.7,117.7,,19,
87,Jimmy Garoppolo,SFO,QB,31,7,6,140,210,1691,11,4,13,23,1.77,1,0,0,0,,0,3,2,1,,,108,107.9,116.9,111.9,,20,
88,Russell Wilson,DEN,QB,34,7,7,134,228,1694,6,4,25,113,4.52,1,1,1,1,1.00,0,1,0,1,,,101,102.2,112.2,105.7,,21,
89,Carson Wentz,WAS,QB,30,6,6,144,232,1489,10,6,19,79,4.16,0,0,0,0,,0,6,1,0,,2,97,97.5,107.5,103.5,,22,
90,Matthew Stafford,LAR,QB,34,8,8,195,285,1928,8,8,12,5,0.42,1,0,0,0,,0,5,3,1,,,94,93.6,107.6,101.6,,23,
92,Matt Ryan,IND,QB,37,7,7,203,297,2008,9,9,12,11,0.92,0,0,0,0,,0,11,3,0,,,93,93.4,108.4,102.4,,24,
93,Davis Mills,HOU,QB,24,8,8,162,258,1656,10,8,12,28,2.33,0,0,0,0,,0,4,1,0,,,91,91.0,103.0,99.0,,25,
94,Andy Dalton,NOR,QB,35,6,6,124,190,1385,10,5,14,33,2.36,0,0,0,0,,0,1,1,0,,1,89,88.7,97.7,93.7,,26,
95,Raheem Mostert,MIA,RB,30,9,7,0,0,0,0,0,110,478,4.35,2,22,13,97,7.46,1,0,0,3,,,76,88.5,91.5,82.0,,25,
96,Ezekiel Elliott,DAL,RB,27,7,7,0,0,0,0,0,109,443,4.06,4,8,6,32,5.33,0,0,0,4,,,72,77.5,80.5,74.5,,27,
97,Cordarrelle Patterson,ATL,RB,31,5,4,0,0,0,0,0,71,384,5.41,5,8,5,37,7.40,0,0,0,5,,,72,77.1,80.1,74.6,,26,
98,Michael Carter,NYJ,RB,23,9,7,0,0,0,0,0,85,330,3.88,3,32,25,196,7.84,0,1,0,3,,,71,95.6,101.6,83.1,,28,
99,Zach Wilson,NYJ,QB,23,6,6,96,167,1202,4,5,21,68,3.24,1,1,1,2,2.00,1,1,1,2,,,71,72.1,81.1,76.6,,27,
100,Baker Mayfield,CAR,QB,27,6,5,98,173,1117,6,4,14,40,2.86,1,0,0,0,,0,6,1,1,,,69,68.7,76.7,72.7,,29,
101,Ryan Tannehill,TEN,QB,34,6,6,95,146,1097,6,3,19,29,1.53,1,0,0,0,,0,2,1,1,,,69,68.8,75.8,71.8,,28,
102,Kareem Hunt,CLE,RB,27,8,0,0,0,0,0,0,77,305,3.96,3,23,19,117,6.16,1,0,0,4,,,66,85.2,91.2,75.7,,29,
103,Amon-Ra St. Brown,DET,WR,23,7,7,0,0,0,0,0,2,68,34.00,0,59,39,399,10.23,3,0,0,3,,,65,103.7,106.7,84.2,,30,
104,Garrett Wilson,NYJ,WR,22,9,5,0,0,0,0,0,2,5,2.50,0,68,42,521,12.40,2,1,0,2,,,65,106.6,109.6,85.6,,31,
105,Tyler Allgeier,ATL,RB,22,8,4,0,0,0,0,0,94,423,4.50,1,6,6,95,15.83,1,0,0,2,,,64,69.8,72.8,66.8,,31,
106,David Montgomery,CHI,RB,25,8,8,0,0,0,0,0,106,397,3.75,2,16,14,143,10.21,0,1,1,2,,,64,78.0,85.0,71.0,,30,
107,Kenyan Drake,BAL,RB,28,7,4,0,0,0,0,0,73,344,4.71,3,11,9,45,5.00,1,0,0,4,,,63,71.9,74.9,67.4,,33,
108,Najee Harris,PIT,RB,24,8,8,1,1,4,0,0,108,361,3.34,1,28,24,112,4.67,2,1,1,3,,,63,87.5,94.5,75.5,,32,
109,Jerry Jeudy,DEN,WR,23,8,8,0,0,0,0,0,1,1,1.00,0,54,30,449,14.97,3,0,0,3,,,63,93.0,96.0,78.0,,32,
110,Jakobi Meyers,NWE,WR,26,7,6,0,0,0,0,0,2,9,4.50,0,52,40,457,11.43,3,1,1,3,,,63,102.6,106.6,82.6,,33,
111,Eno Benjamin,ARI,RB,23,9,3,0,0,0,0,0,70,299,4.27,2,33,24,184,7.67,0,0,0,2,1,,62,86.3,92.3,74.3,,34,
112,Mac Jones,NWE,QB,24,6,6,111,168,1140,4,7,25,78,3.12,1,0,0,0,,0,2,1,1,,,59,59.4,70.4,66.4,,30,
113,Michael Pittman Jr.,IND,WR,25,8,8,0,0,0,0,0,0,0,,0,76,54,550,10.19,1,1,1,1,,,59,113.0,117.0,86.0,,34,
114,Devin Singletary,BUF,RB,25,8,8,0,0,0,0,0,79,347,4.39,0,35,27,207,7.67,1,1,1,1,,,59,86.4,93.4,72.9,,35,
115,D'Andre Swift,DET,RB,23,5,3,0,0,0,0,0,34,247,7.26,1,21,16,144,9.00,2,0,0,3,,,57,73.1,79.1,65.1,,36,
116,DeVonta Smith,PHI,WR,24,8,8,0,0,0,0,0,0,0,,0,53,40,442,11.05,2,0,0,2,,,56,96.2,99.2,76.2,,35,
117,Adam Thielen,MIN,WR,32,8,8,0,0,0,0,0,0,0,,0,57,38,418,11.00,2,0,0,2,1,,56,93.8,96.8,74.8,,36,
118,AJ Dillon ,GNB,RB,24,9,2,0,0,0,0,0,98,389,3.97,1,25,16,99,6.19,0,1,0,1,,,55,70.8,73.8,62.8,,38,
119,Cooper Rush,DAL,QB,29,6,5,90,156,1020,5,3,9,6,0.67,0,0,0,0,,0,2,0,0,,,55,55.4,61.4,58.4,,31,
120,Jonathan Taylor,IND,RB,23,6,6,0,0,0,0,0,107,462,4.32,1,25,16,71,4.44,0,2,2,1,,,55,71.3,76.3,63.3,,37,
121,Damien Harris,NWE,RB,25,7,6,0,0,0,0,0,71,302,4.25,3,14,11,47,4.27,0,0,0,3,,,53,63.9,66.9,58.4,,39,
123,Courtland Sutton,DEN,WR,27,8,8,0,0,0,0,0,1,5,5.00,0,62,35,467,13.34,1,0,0,1,,,53,88.2,91.2,70.7,,37,
124,D'Onta Foreman,CAR,RB,26,9,2,0,0,0,0,0,60,296,4.93,3,6,4,25,6.25,0,0,0,3,1,,52,56.1,59.1,54.1,,40,
125,Mack Hollins,LVR,WR,29,8,7,1,1,4,0,0,0,0,,0,44,28,398,14.21,2,0,0,2,,,52,80.0,83.0,66.0,,38,
126,Mitchell Trubisky,PIT,QB,28,5,4,78,128,797,3,2,13,29,2.23,1,0,0,0,,0,0,0,1,,1,51,50.8,55.8,52.8,,32,
127,Taylor Heinicke,WAS,QB,29,3,3,58,92,629,5,3,12,50,4.17,1,0,0,0,,0,0,0,1,,,50,50.2,56.2,53.2,,34,
128,Kenny Pickett,PIT,QB,24,5,4,112,165,962,2,8,19,98,5.16,2,0,0,0,,0,3,1,2,,,50,50.3,62.3,58.3,,33,
129,Romeo Doubs,GNB,WR,22,9,7,0,0,0,0,0,1,11,11.00,0,50,31,314,10.13,3,2,1,3,,,49,79.5,83.5,64.0,,40,
130,Drake London,ATL,WR,21,9,7,0,0,0,0,0,0,0,,0,56,33,369,11.18,2,1,1,2,1,,49,81.9,85.9,65.4,,39,
131,Chase Claypool,2TM,WR,24,9,8,1,1,1,1,0,9,59,6.56,0,56,34,324,9.53,1,0,0,1,,,48,82.3,85.3,65.3,,41,
132,Melvin Gordon,DEN,RB,29,8,4,0,0,0,0,0,75,263,3.51,2,21,16,138,8.63,0,4,2,2,,,48,64.1,72.1,56.1,,42,
133,Rashaad Penny,SEA,RB,26,5,5,0,0,0,0,0,57,346,6.07,2,5,4,16,4.00,0,1,0,2,,,48,52.2,55.2,50.2,,41,
134,Josh Reynolds,DET,WR,27,7,7,0,0,0,0,0,0,0,,0,42,26,357,13.73,2,0,0,2,,,48,73.7,76.7,60.7,,42,
135,Corey Davis,NYJ,WR,27,7,5,0,0,0,0,0,0,0,,0,34,19,351,18.47,2,0,0,2,,,47,66.1,69.1,56.6,,43,
136,Darnell Mooney,CHI,WR,25,9,9,0,0,0,0,0,1,2,2.00,0,52,32,407,12.72,1,0,0,1,,,47,78.9,81.9,62.9,,44,
137,Darrell Henderson,LAR,RB,25,8,5,0,0,0,0,0,62,253,4.08,2,21,16,91,5.69,0,0,0,2,,,46,62.4,65.4,54.4,,43,
138,Alec Pierce,IND,WR,22,8,7,0,0,0,0,0,0,0,,0,40,25,396,15.84,1,1,0,1,,,46,70.6,73.6,58.1,,45,
139,Parris Campbell,IND,WR,25,9,8,0,0,0,0,0,2,29,14.50,0,45,32,297,9.28,2,0,0,2,,,45,76.6,79.6,60.6,,46,
140,Joe Flacco,NYJ,QB,37,3,3,91,155,901,5,3,3,6,2.00,0,0,0,0,,0,4,3,0,,,45,44.6,53.6,47.6,,35,
141,Dontrell Hilliard,TEN,RB,27,7,1,0,0,0,0,0,17,121,7.12,0,18,14,140,10.00,3,0,0,3,,,44,58.1,64.1,51.1,,44,
142,Isaiah McKenzie,BUF,WR,27,7,5,0,0,0,0,0,4,17,4.25,1,30,20,182,9.10,3,0,0,4,,,44,63.9,66.9,53.9,,47,
143,Jameis Winston,NOR,QB,28,3,3,73,115,858,4,5,5,16,3.20,0,0,0,0,,0,3,0,0,,1,44,43.9,51.9,48.9,,36,
144,James Conner,ARI,RB,27,6,6,0,0,0,0,0,61,245,4.02,1,24,19,122,6.42,0,1,0,1,,,43,61.7,67.7,52.2,,45,
145,Pat Freiermuth,PIT,TE,24,7,4,0,0,0,0,0,0,0,,0,48,32,367,11.47,1,0,0,1,,,43,74.7,77.7,58.7,,12,
146,Zay Jones,JAX,WR,27,8,7,0,0,0,0,0,3,21,7.00,0,55,39,349,8.95,1,0,0,1,,,43,82.0,85.0,62.5,,48,
147,Olamide Zaccheaus,ATL,WR,25,9,6,0,0,0,0,0,1,-6,-6.00,0,25,22,331,15.05,2,1,1,2,,,43,64.5,68.5,53.5,,49,
148,Evan Engram,JAX,TE,28,9,7,0,0,0,0,0,1,0,0.00,0,47,33,338,10.24,1,0,0,1,1,,42,74.8,77.8,58.3,,15,
149,DeAndre Hopkins,ARI,WR,30,3,3,0,0,0,0,0,0,0,,0,32,26,298,11.46,2,1,0,2,,,42,67.8,70.8,54.8,,50,
150,Hayden Hurst,CIN,TE,29,9,9,0,0,0,0,0,0,0,,0,48,38,303,7.97,2,0,0,2,,,42,80.3,83.3,61.3,,13,
151,George Kittle,SFO,TE,29,6,6,0,0,0,0,0,0,0,,0,39,28,319,11.39,2,1,1,2,,,42,69.9,73.9,55.9,,14,
152,Dak Prescott,DAL,QB,29,3,3,54,81,591,3,2,10,45,4.50,1,0,0,0,,0,0,0,1,,,42,42.1,47.1,44.1,,37,
154,Brandin Cooks,HOU,WR,29,7,7,0,0,0,0,0,0,0,,0,53,32,354,11.06,1,0,0,1,,,41,73.4,76.4,57.4,,51,
155,Will Dissly,SEA,TE,26,9,9,0,0,0,0,0,0,0,,0,26,24,230,9.58,3,0,0,3,,,41,65.0,68.0,53.0,,16,
156,Chris Godwin,TAM,WR,26,7,6,0,0,0,0,0,3,5,1.67,0,65,42,404,9.62,0,0,0,0,,,41,82.9,85.9,61.9,,54,
157,Diontae Johnson,PIT,WR,26,8,8,0,0,0,0,0,5,22,4.40,0,76,43,372,8.65,0,1,0,0,1,,41,84.4,87.4,62.9,,52,
158,Josh Palmer,LAC,WR,24,7,7,0,0,0,0,0,1,4,4.00,0,50,34,346,10.18,1,0,0,1,,,41,75.0,78.0,58.0,,53,
159,Kyle Pitts,ATL,TE,22,8,8,0,0,0,0,0,0,0,,0,46,23,285,12.39,2,0,0,2,,,41,63.5,66.5,52.0,,17,
160,Jahan Dotson,WAS,WR,22,4,3,0,0,0,0,0,1,-10,-10.00,0,22,12,152,12.67,4,0,0,4,1,,40,52.2,55.2,46.2,,55,
161,Chase Edmonds,MIA,RB,26,8,2,0,0,0,0,0,42,120,2.86,2,17,10,96,9.60,1,0,0,3,,,40,49.6,52.6,44.6,,46,
162,Donovan Peoples-Jones,CLE,WR,23,8,6,0,0,0,0,0,1,2,2.00,0,46,30,417,13.90,0,1,1,0,,,40,69.9,73.9,54.9,,56,
163,George Pickens,PIT,WR,21,8,4,0,0,0,0,0,1,1,1.00,0,43,26,338,13.00,1,0,0,1,,,40,65.9,68.9,52.9,,57,
164,Rashod Bateman,BAL,WR,23,6,5,0,0,0,0,0,0,0,,0,28,15,285,19.00,2,1,1,2,,,39,53.5,57.5,46.0,,58,
165,Cole Kmet,CHI,TE,23,9,9,0,0,0,0,0,2,9,4.50,0,26,19,200,10.53,3,0,0,3,,,39,57.9,60.9,48.4,,18,
166,Latavius Murray,2TM,RB,32,4,0,0,0,0,0,0,48,193,4.02,3,7,5,18,3.60,0,0,0,3,,,39,44.1,47.1,41.6,,47,
167,Bailey Zappe,NWE,QB,23,4,2,65,92,781,5,3,10,0,0.00,0,1,1,-6,-6.00,0,4,3,0,,,39,39.6,48.6,42.1,,38,
168,Noah Brown,DAL,WR,26,7,7,0,0,0,0,0,0,0,,0,39,25,339,13.56,1,1,1,1,,,38,62.9,66.9,50.4,,61,
169,Alexander Mattison,MIN,RB,24,8,0,0,0,0,0,0,37,138,3.73,2,12,9,58,6.44,1,0,0,3,,,38,46.6,49.6,42.1,,48,
170,Rondale Moore,ARI,WR,22,6,6,0,0,0,0,0,5,1,0.20,0,43,32,320,10.00,1,0,0,1,,,38,70.1,73.1,54.1,,59,
171,DeVante Parker,NWE,WR,29,8,7,0,0,0,0,0,0,0,,0,28,15,321,21.40,1,0,0,1,,,38,53.1,56.1,45.6,,60,
172,Robert Tonyan,GNB,TE,28,9,2,0,0,0,0,0,0,0,,0,46,38,315,8.29,1,0,0,1,,,38,75.5,78.5,56.5,,19,
