,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
17,Breece Hall,NYJ,RB,21,7,2,0,0,0,0,0,80,463,5.79,4,31,19,218,11.47,1,1,1,5,,,96,115.1,122.1,105.6,34,6,18
18,Justin Jefferson,MIN,WR,23,6,6,1,1,23,0,0,1,3,3.00,1,63,46,654,14.22,2,0,0,3,1,,87,132.6,135.6,109.6,33,5,19
19,Christian McCaffrey,2TM,RB,26,7,6,0,0,0,0,0,93,431,4.63,2,45,35,301,8.60,1,0,0,3,,,91,126.2,132.2,108.7,29,7,20
20,Davante Adams,LVR,WR,30,6,6,0,0,0,0,0,2,0,0.00,0,63,37,509,13.76,5,1,0,5,,,81,117.9,120.9,99.4,27,6,21
21,Jaylen Waddle,MIA,WR,24,7,7,0,0,0,0,0,2,17,8.50,0,54,34,621,18.26,3,1,1,3,,,80,113.8,117.8,96.8,26,7,22
22,Rhamondre Stevenson,NWE,RB,24,7,2,0,0,0,0,0,98,487,4.97,4,29,25,145,5.80,0,0,0,4,,,87,112.2,118.2,99.7,25,8,23
23,Kyler Murray,ARI,QB,25,7,7,184,281,1667,7,4,45,263,5.84,2,0,0,0,,0,5,1,2,1,3,131,131.0,142.0,135.0,24,6,24
24,Leonard Fournette,TAM,RB,27,7,7,0,0,0,0,0,103,362,3.51,1,39,34,239,7.03,3,0,0,4,,,84,118.1,124.1,101.1,22,9,25
25,Aaron Jones,GNB,RB,28,7,7,0,0,0,0,0,78,432,5.54,1,33,26,176,6.77,3,1,1,4,,,83,108.8,115.8,95.8,21,10,26
26,Geno Smith,SEA,QB,32,7,7,158,215,1712,11,3,30,132,4.40,1,0,0,0,,0,3,1,1,,,124,123.7,133.7,126.7,18,7,27
27,Jamaal Williams,DET,RB,27,6,3,0,0,0,0,0,92,411,4.47,6,9,6,34,5.67,0,2,1,6,,,79,84.5,88.5,81.5,17,12,28
28,Clyde Edwards-Helaire,KAN,RB,23,7,6,0,0,0,0,0,65,288,4.43,3,19,16,137,8.56,3,0,0,6,,,79,94.5,100.5,86.5,17,11,29
30,Christian Kirk,JAX,WR,26,7,7,0,1,0,0,0,3,12,4.00,0,54,32,458,14.31,4,1,1,4,,,69,101.0,105.0,85.0,16,8,30
31,T.J. Hockenson,DET,TE,25,6,6,0,0,0,0,0,0,0,,0,39,23,315,13.70,3,0,0,3,1,,52,74.5,77.5,63.0,16,4,31
32,Deebo Samuel,SFO,WR,26,7,6,0,0,0,0,0,24,138,5.75,1,54,32,387,12.09,2,2,1,3,,,69,100.5,107.5,84.5,16,9,32
33,Miles Sanders,PHI,RB,25,6,6,0,0,0,0,0,105,485,4.62,4,13,11,42,3.82,0,0,0,4,,,77,87.7,90.7,82.2,16,14,33
34,Joe Mixon,CIN,RB,26,7,7,0,0,0,0,0,121,405,3.35,2,36,27,182,6.74,1,0,0,3,,,77,103.7,109.7,90.2,16,13,34
35,Khalil Herbert,CHI,RB,24,7,1,0,0,0,0,0,75,464,6.19,3,7,6,62,10.33,1,0,0,4,,,77,82.6,85.6,79.6,15,15,35
36,Dameon Pierce,HOU,RB,22,6,6,0,0,0,0,0,106,504,4.75,3,19,17,82,4.82,0,2,0,3,,,77,93.6,96.6,85.1,15,16,36
37,Mike Williams,LAC,WR,28,7,7,0,0,0,0,0,0,0,,0,59,37,495,13.38,3,0,0,3,,,68,104.5,107.5,86.0,15,10,37
38,Justin Herbert,LAC,QB,24,7,7,203,308,2009,12,4,21,48,2.29,0,1,1,-8,-8.00,0,2,2,0,,,120,121.4,130.4,124.9,14,8,38
39,Marquise Brown,ARI,WR,25,6,6,0,0,0,0,0,0,0,,0,64,43,485,11.28,3,1,0,3,,,67,109.5,112.5,88.0,14,11,39
40,Dalvin Cook,MIN,RB,27,6,6,0,0,0,0,0,94,450,4.79,4,16,12,80,6.67,0,1,1,4,,,75,87.0,91.0,81.0,14,17,40
41,Tyler Boyd,CIN,WR,28,7,5,1,1,23,0,0,0,0,,0,38,29,455,15.69,3,0,0,3,1,,66,95.4,98.4,80.9,14,12,41
42,Amari Cooper,CLE,WR,28,7,7,0,0,0,0,0,0,0,,0,59,34,422,12.41,4,0,0,4,,,66,100.2,103.2,83.2,14,13,42
43,Daniel Jones,NYG,QB,25,7,7,126,189,1223,6,2,58,343,5.91,3,0,0,0,,0,2,2,3,,1,119,119.2,129.2,121.2,13,9,43
44,Zach Ertz,ARI,TE,32,7,7,0,0,0,0,0,0,0,,0,55,37,320,8.65,2,0,0,2,2,,48,85.0,88.0,66.5,13,5,44
45,Mike Evans,TAM,WR,29,6,6,0,0,0,0,0,0,0,,0,48,33,454,13.76,3,0,0,3,,,63,96.4,99.4,79.9,11,14,45
46,Trevor Lawrence,JAX,QB,23,7,7,155,246,1707,9,4,24,84,3.50,3,0,0,0,,0,4,4,3,,1,117,116.7,127.7,120.7,11,10,46
47,Ezekiel Elliott,DAL,RB,27,7,7,0,0,0,0,0,109,443,4.06,4,8,6,32,5.33,0,0,0,4,,,72,77.5,80.5,74.5,11,18,47
48,David Njoku,CLE,TE,26,7,7,0,0,0,0,0,1,-6,-6.00,0,42,34,418,12.29,1,1,1,1,,,45,79.2,83.2,62.2,10,6,48
49,Gabriel Davis,BUF,WR,23,5,5,0,0,0,0,0,0,0,,0,26,14,383,27.36,4,0,0,4,,,62,76.3,79.3,69.3,10,16,49
50,A.J. Brown,PHI,WR,25,6,5,0,0,0,0,0,0,0,,0,53,33,503,15.24,2,0,0,2,,,62,95.3,98.3,78.8,10,15,50
51,Chris Olave,NOR,WR,22,6,4,0,0,0,0,0,0,0,,0,56,32,495,15.47,2,1,1,2,1,,62,93.5,97.5,77.5,9,17,51
52,CeeDee Lamb,DAL,WR,23,7,7,0,0,0,0,0,4,11,2.75,0,66,37,479,12.95,2,0,0,2,,,61,98.0,101.0,79.5,9,18,52
53,Gerald Everett,LAC,TE,28,7,5,0,0,0,0,0,0,0,,0,45,27,305,11.30,2,0,0,2,,,43,69.5,72.5,56.0,7,7,53
54,JuJu Smith-Schuster,KAN,WR,26,7,7,0,0,0,0,0,0,0,,0,48,34,494,14.53,2,2,1,2,,,59,93.4,97.4,76.4,7,19,54
55,Kenneth Walker III,SEA,RB,22,6,2,0,0,0,0,0,67,411,6.13,4,10,8,27,3.38,0,0,0,4,,,68,75.8,78.8,71.8,7,19,55
56,Brandon Aiyuk,SFO,WR,24,7,7,0,0,0,0,0,1,7,7.00,0,49,32,402,12.56,3,0,0,3,,,59,90.9,93.9,74.9,7,20,56
57,Dallas Goedert,PHI,TE,27,6,6,0,0,0,0,0,0,0,,0,35,26,357,13.73,1,0,0,1,,,42,67.7,70.7,54.7,7,8,57
58,Allen Lazard ,GNB,WR,27,6,6,0,0,0,0,0,0,0,,0,41,26,340,13.08,4,0,0,4,,,58,84.0,87.0,71.0,6,21,58
59,Terry McLaurin,WAS,WR,27,7,7,0,0,0,0,0,3,18,6.00,0,45,27,440,16.30,2,1,0,2,,,58,84.8,87.8,71.3,6,22,59
61,Tee Higgins,CIN,WR,23,7,6,0,0,0,0,0,0,0,,0,44,31,455,14.68,2,0,0,2,,,58,88.5,91.5,73.0,5,23,60
62,Tyler Lockett,SEA,WR,30,7,7,0,0,0,0,0,0,0,,0,53,41,468,11.41,2,1,1,2,,,57,97.8,101.8,77.3,5,24,61
63,Mecole Hardman,KAN,WR,24,7,5,0,0,0,0,0,4,31,7.75,2,25,19,218,11.47,3,1,0,5,,,55,73.9,76.9,64.4,3,25,62
64,Mike Gesicki,MIA,TE,27,7,1,0,0,0,0,0,0,0,,0,26,18,197,10.94,3,0,0,3,,,38,55.7,58.7,46.7,3,9,63
65,Will Dissly,SEA,TE,26,7,7,0,0,0,0,0,0,0,,0,20,19,194,10.21,3,0,0,3,,,37,56.4,59.4,46.9,3,10,64
66,Devin Duvernay,BAL,WR,25,7,7,0,0,0,0,0,5,22,4.40,0,28,20,282,14.10,3,0,0,4,,,54,74.4,77.4,64.4,3,26,65
67,James Robinson,JAX,RB,24,7,5,0,0,0,0,0,81,340,4.20,3,11,9,46,5.11,1,1,0,4,,,63,71.6,74.6,67.1,2,21,66
68,Pat Freiermuth,PIT,TE,24,6,4,0,0,0,0,0,0,0,,0,41,28,310,11.07,1,0,0,1,,,37,65.0,68.0,51.0,2,11,67
69,Travis Etienne,JAX,RB,23,7,2,0,0,0,0,0,68,415,6.10,1,23,14,151,10.79,0,3,1,1,1,,63,76.6,83.6,69.6,2,20,68
70,Antonio Gibson ,WAS,RB,24,7,5,0,0,0,0,0,71,273,3.85,2,28,22,170,7.73,1,0,0,3,,,62,84.3,90.3,73.3,2,22,69
71,Marcus Mariota,ATL,QB,29,7,7,92,150,1179,7,4,49,237,4.84,3,0,0,0,,0,8,3,3,,2,107,106.9,119.9,110.9,2,11,70
72,Amon-Ra St. Brown,DET,WR,23,5,5,0,0,0,0,0,2,68,34.00,0,40,28,275,9.82,3,0,0,3,,,52,80.3,83.3,66.3,1,27,71
73,Courtland Sutton,DEN,WR,27,7,7,0,0,0,0,0,1,5,5.00,0,58,34,454,13.35,1,0,0,1,,,52,85.9,88.9,68.9,,28,72
74,Jeff Wilson,SFO,RB,27,7,5,0,0,0,0,0,88,454,5.16,2,11,8,70,8.75,0,2,2,2,,,60,68.4,73.4,64.4,,23,73
75,Hayden Hurst,CIN,TE,29,7,7,0,0,0,0,0,0,0,,0,39,29,226,7.79,2,0,0,2,,,35,63.6,66.6,49.1,,12,74
76,Curtis Samuel,WAS,WR,26,7,5,0,0,0,0,0,13,77,5.92,0,58,39,340,8.72,2,1,1,2,,,52,90.7,94.7,71.2,,29,75
77,Tory Carter,TEN,,23,5,3,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,2,76
78,Alex Armah,WAS,,28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,1,77
79,DeVonta Smith,PHI,WR,24,6,6,0,0,0,0,0,0,0,,0,43,33,397,12.03,2,0,0,2,,,52,84.7,87.7,68.2,,30,78
80,Tom Brady,TAM,QB,45,7,7,198,296,1942,8,1,11,-6,-0.55,0,0,0,0,,0,3,2,0,,1,105,105.1,111.1,106.1,,12,
81,Kirk Cousins,MIN,QB,34,6,6,151,228,1502,9,5,9,18,2.00,1,0,0,0,,0,1,0,1,,2,98,97.9,105.9,102.9,,13,
82,Aaron Rodgers,GNB,QB,39,7,7,163,244,1597,11,3,9,9,1.00,0,0,0,0,,0,6,3,0,,,97,96.8,105.8,99.8,,15,
83,Carson Wentz,WAS,QB,30,6,6,144,232,1489,10,6,19,79,4.16,0,0,0,0,,0,6,1,0,,2,97,97.5,107.5,103.5,,14,
84,Derek Carr,LVR,QB,31,6,6,134,211,1520,9,4,14,68,4.86,0,0,0,0,,0,3,0,0,,,96,95.6,102.6,99.6,,18,
85,Justin Fields,CHI,QB,23,7,7,76,136,1048,5,6,68,364,5.35,2,0,0,0,,0,11,1,2,,,96,96.3,109.3,102.3,,16,
86,Jared Goff,DET,QB,28,6,6,132,212,1583,11,6,11,27,2.45,0,0,0,0,,0,4,3,0,1,1,96,96.0,108.0,102.0,,17,
87,Matt Ryan,IND,QB,37,7,7,203,297,2008,9,9,12,11,0.92,0,0,0,0,,0,11,3,0,,,93,93.4,108.4,102.4,,19,
88,Jacoby Brissett,CLE,QB,30,7,7,146,233,1584,6,5,25,130,5.20,1,0,0,0,,0,4,2,1,,,92,92.4,105.4,97.4,,20,
89,Jimmy Garoppolo,SFO,QB,31,6,5,119,185,1456,9,4,12,20,1.67,1,0,0,0,,0,3,2,1,,,90,90.2,99.2,94.2,,21,
90,Russell Wilson,DEN,QB,34,6,6,116,198,1442,5,3,21,96,4.57,1,1,1,1,1.00,0,1,0,1,,,87,88.4,94.4,90.9,,22,
92,Tua Tagovailoa,MIA,QB,24,5,5,101,150,1296,9,3,8,16,2.00,0,0,0,0,,0,1,0,0,,,83,83.4,89.4,86.4,,23,
93,Davis Mills,HOU,QB,24,6,6,132,207,1350,7,5,6,2,0.33,0,0,0,0,,0,4,1,0,,,70,70.2,79.2,75.2,,24,
94,Ryan Tannehill,TEN,QB,34,6,6,95,146,1097,6,3,19,29,1.53,1,0,0,0,,0,2,1,1,,,69,68.8,75.8,71.8,,25,
95,Matthew Stafford,LAR,QB,34,6,6,160,225,1576,6,8,8,7,0.88,0,0,0,0,,0,4,3,0,,,66,65.7,79.7,73.7,,26,
96,Andy Dalton,NOR,QB,35,4,4,83,131,946,7,4,12,28,2.33,0,0,0,0,,0,1,1,0,,1,61,60.6,68.6,64.6,,27,
97,Raheem Mostert,MIA,RB,30,7,5,0,0,0,0,0,87,388,4.46,1,19,12,94,7.83,1,0,0,2,,,60,72.2,75.2,66.2,,24,
98,Tony Pollard,DAL,RB,25,7,1,0,0,0,0,0,67,375,5.60,2,18,11,105,9.55,0,0,0,2,,,60,71.0,77.0,65.5,,25,
99,Kareem Hunt,CLE,RB,27,7,0,0,0,0,0,0,66,263,3.98,3,19,15,87,5.80,1,0,0,4,,,59,74.0,77.0,66.5,,26,
100,Najee Harris,PIT,RB,24,7,7,0,0,0,0,0,100,329,3.29,1,22,18,86,4.78,2,1,1,3,,,58,75.5,79.5,66.5,,27,
101,Eno Benjamin,ARI,RB,23,7,2,0,0,0,0,0,57,265,4.65,2,25,19,146,7.68,0,0,0,2,1,,55,74.1,80.1,64.6,,28,
102,Cordarrelle Patterson,ATL,RB,31,4,3,0,0,0,0,0,58,340,5.86,3,7,4,28,7.00,0,0,0,3,,,55,58.8,61.8,56.8,,29,
103,Cooper Rush,DAL,QB,29,6,5,90,156,1020,5,3,9,6,0.67,0,0,0,0,,0,2,0,0,,,55,55.4,61.4,58.4,,28,
104,Baker Mayfield,CAR,QB,27,5,5,84,153,962,4,4,14,40,2.86,1,0,0,0,,0,6,1,1,,,54,54.5,62.5,58.5,,29,
105,David Montgomery,CHI,RB,25,6,6,0,0,0,0,0,77,308,4.00,2,11,10,113,11.30,0,0,0,2,,,54,64.1,70.1,59.1,,30,
106,Michael Pittman Jr.,IND,WR,25,6,6,0,0,0,0,0,0,0,,0,61,44,475,10.80,1,1,1,1,,,52,95.5,99.5,73.5,,31,
107,Jerry Jeudy,DEN,WR,23,7,7,0,0,0,0,0,1,1,1.00,0,47,24,386,16.08,2,0,0,2,,,51,74.7,77.7,62.7,,32,
108,Mitchell Trubisky,PIT,QB,28,5,4,78,128,797,3,2,13,29,2.23,1,0,0,0,,0,0,0,1,,1,51,50.8,55.8,52.8,,30,
109,Michael Carter,NYJ,RB,23,7,5,0,0,0,0,0,66,228,3.45,2,24,20,151,7.55,0,1,0,2,,,50,69.9,75.9,59.9,,32,
110,Alvin Kamara,NOR,RB,27,5,5,0,0,0,0,0,77,351,4.56,0,35,24,191,7.96,0,2,2,0,,,50,74.2,82.2,62.2,,31,
111,D.K. Metcalf,SEA,WR,25,7,7,0,0,0,0,0,0,0,,0,52,31,418,13.48,2,2,2,2,,,50,80.8,85.8,65.3,,33,
112,Jonathan Taylor,IND,RB,23,5,5,0,0,0,0,0,91,386,4.24,1,24,16,71,4.44,0,1,1,1,,,50,65.7,69.7,57.7,,33,
113,Damien Harris,NWE,RB,25,6,5,0,0,0,0,0,60,265,4.42,3,12,9,32,3.56,0,0,0,3,,,48,56.7,59.7,52.2,,35,
114,Jakobi Meyers,NWE,WR,26,5,4,0,0,0,0,0,1,7,7.00,0,33,26,355,13.65,2,0,0,2,,,48,74.2,77.2,61.2,,34,
115,Rashaad Penny,SEA,RB,26,5,5,0,0,0,0,0,57,346,6.07,2,5,4,16,4.00,0,1,0,2,,,48,52.2,55.2,50.2,,34,
116,Corey Davis,NYJ,WR,27,7,5,0,0,0,0,0,0,0,,0,34,19,351,18.47,2,0,0,2,,,47,66.1,69.1,56.6,,35,
117,Drake London,ATL,WR,21,7,5,0,0,0,0,0,0,0,,0,44,26,315,12.12,2,0,0,2,1,,46,71.5,74.5,58.5,,37,
118,Josh Reynolds,DET,WR,27,6,6,0,0,0,0,0,0,0,,0,36,24,343,14.29,2,0,0,2,,,46,70.3,73.3,58.3,,36,
119,Devin Singletary,BUF,RB,25,6,6,0,0,0,0,0,57,256,4.49,0,28,22,167,7.59,1,1,1,1,,,46,68.3,75.3,57.3,,36,
120,Joe Flacco,NYJ,QB,37,3,3,91,155,901,5,3,3,6,2.00,0,0,0,0,,0,4,3,0,,,45,44.6,53.6,47.6,,31,
121,AJ Dillon ,GNB,RB,24,7,2,0,0,0,0,0,77,301,3.91,1,20,13,80,6.15,0,0,0,1,,,44,57.1,60.1,50.6,,37,
123,Mack Hollins,LVR,WR,29,6,5,1,1,4,0,0,0,0,,0,32,19,317,16.68,2,0,0,2,,,44,62.9,65.9,53.4,,38,
124,Zach Wilson,NYJ,QB,23,4,4,58,101,693,1,2,15,42,2.80,1,1,1,2,2.00,1,0,0,2,,,44,45.1,50.1,46.6,,32,
125,Jameis Winston,NOR,QB,28,3,3,73,115,858,4,5,5,16,3.20,0,0,0,0,,0,3,0,0,,1,44,43.9,51.9,48.9,,33,
126,D.J. Moore,CAR,WR,25,7,7,0,0,0,0,0,6,36,6.00,0,54,27,273,10.11,2,0,0,2,,,43,69.9,72.9,56.4,,40,
127,Kenny Pickett,PIT,QB,24,4,3,87,127,771,2,7,12,61,5.08,2,0,0,0,,0,1,0,2,,,43,42.9,52.9,49.9,,34,
128,D'Andre Swift,DET,RB,23,3,3,0,0,0,0,0,27,231,8.56,1,12,8,77,9.63,1,0,0,2,,,43,50.8,53.8,46.8,,38,
129,Garrett Wilson,NYJ,WR,22,7,4,0,0,0,0,0,1,-2,-2.00,0,53,28,314,11.21,2,0,0,2,,,43,71.2,74.2,57.2,,39,
130,Adam Thielen,MIN,WR,32,6,6,0,0,0,0,0,0,0,,0,43,29,284,9.79,2,0,0,2,1,,42,71.4,74.4,56.9,,41,
131,Jahan Dotson,WAS,WR,22,4,3,0,0,0,0,0,1,-10,-10.00,0,22,12,152,12.67,4,0,0,4,1,,40,52.2,55.2,46.2,,42,
132,George Pickens,PIT,WR,21,7,3,0,0,0,0,0,1,1,1.00,0,40,26,338,13.00,1,0,0,1,,,40,65.9,68.9,52.9,,44,
133,Olamide Zaccheaus,ATL,WR,25,7,4,0,0,0,0,0,0,0,,0,22,19,302,15.89,2,1,1,2,,,40,59.2,63.2,49.7,,43,
134,Rashod Bateman,BAL,WR,23,5,4,0,0,0,0,0,0,0,,0,27,15,285,19.00,2,1,1,2,,,39,53.5,57.5,46.0,,45,
135,Bailey Zappe,NWE,QB,23,4,2,65,92,781,5,3,10,0,0.00,0,1,1,-6,-6.00,0,4,3,0,,,39,39.6,48.6,42.1,,35,
136,Noah Brown,DAL,WR,26,7,7,0,0,0,0,0,0,0,,0,39,25,339,13.56,1,1,1,1,,,38,62.9,66.9,50.4,,48,
137,Chase Claypool,PIT,WR,24,7,7,0,0,0,0,0,8,55,6.88,0,44,28,266,9.50,1,0,0,1,,,38,66.1,69.1,52.1,,46,
138,Chase Edmonds,MIA,RB,26,7,2,0,0,0,0,0,38,106,2.79,2,17,10,96,9.60,1,0,0,3,,,38,48.2,51.2,43.2,,39,
139,Darrell Henderson,LAR,RB,25,6,4,0,0,0,0,0,46,181,3.93,2,18,14,77,5.50,0,0,0,2,,,38,51.8,54.8,44.8,,40,
140,Diontae Johnson,PIT,WR,26,7,7,0,0,0,0,0,5,22,4.40,0,67,38,337,8.87,0,1,0,0,1,,38,75.9,78.9,56.9,,49,
141,Mac Jones,NWE,QB,24,4,4,67,103,799,2,6,17,61,3.59,1,0,0,0,,0,1,1,1,,,38,38.1,48.1,44.1,,36,
142,DeVante Parker,NWE,WR,29,7,6,0,0,0,0,0,0,0,,0,27,15,321,21.40,1,0,0,1,,,38,53.1,56.1,45.6,,47,
143,Tyler Allgeier,ATL,RB,22,6,3,0,0,0,0,0,70,285,4.07,1,2,2,25,12.50,0,0,0,1,,,37,39.0,42.0,38.0,,41,
144,Melvin Gordon,DEN,RB,29,7,3,0,0,0,0,0,66,234,3.55,1,17,13,115,8.85,0,4,2,1,,,37,49.9,57.9,43.4,,42,
145,Alec Pierce,IND,WR,22,6,5,0,0,0,0,0,0,0,,0,33,21,308,14.67,1,1,0,1,,,37,57.8,60.8,47.3,,50,
146,Marquez Valdes-Scantling,KAN,WR,28,7,5,0,0,0,0,0,1,-3,-3.00,0,38,22,369,16.77,0,0,0,0,,,37,58.6,61.6,47.6,,51,
147,Parris Campbell,IND,WR,25,7,6,0,0,0,0,0,0,0,,0,38,28,239,8.54,2,0,0,2,,,36,63.9,66.9,49.9,,52,
148,James Conner,ARI,RB,27,5,5,0,0,0,0,0,54,200,3.70,1,19,14,103,7.36,0,1,0,1,,,36,50.3,56.3,43.3,,43,
149,Zay Jones,JAX,WR,27,6,5,0,0,0,0,0,2,14,7.00,0,47,31,281,9.06,1,0,0,1,,,36,66.5,69.5,51.0,,53,
150,Romeo Doubs,GNB,WR,22,7,5,0,0,0,0,0,1,11,11.00,0,42,26,234,9.00,2,2,1,2,,,35,60.5,64.5,47.5,,56,
151,Isaiah McKenzie,BUF,WR,27,5,4,0,0,0,0,0,1,6,6.00,0,26,17,162,9.53,3,0,0,3,,,35,51.8,54.8,43.3,,55,
152,Michael Thomas,NOR,WR,29,3,3,0,0,0,0,0,0,0,,0,22,16,171,10.69,3,0,0,3,,,35,51.1,54.1,43.1,,54,
154,Brandin Cooks,HOU,WR,29,6,6,0,0,0,0,0,0,0,,0,47,28,281,10.04,1,0,0,1,,,34,62.1,65.1,48.1,,57,
155,Dontrell Hilliard,TEN,RB,27,5,1,0,0,0,0,0,6,26,4.33,0,16,12,132,11.00,3,0,0,3,,,34,45.8,48.8,39.8,,44,
156,Daniel Bellinger,NYG,TE,22,7,6,0,0,0,0,0,1,2,2.00,1,18,16,152,9.50,2,0,0,3,,,33,49.4,52.4,41.4,,13,
157,Greg Dortch,ARI,WR,24,7,2,0,0,0,0,0,1,1,1.00,0,25,22,209,9.50,2,0,0,2,,,33,55.0,58.0,44.0,,58,
158,Marvin Jones,JAX,WR,32,6,4,0,0,0,0,0,0,0,,0,38,22,265,12.05,1,0,0,1,,,33,54.5,57.5,43.5,,59,
159,Juwan Johnson,NOR,TE,26,7,3,0,0,0,0,0,0,0,,0,30,19,202,10.63,2,0,0,2,,,32,51.2,54.2,41.7,,14,
160,George Kittle,SFO,TE,29,5,5,0,0,0,0,0,0,0,,0,34,25,280,11.20,1,1,1,1,,,32,57.0,61.0,44.5,,15,
161,Donovan Peoples-Jones,CLE,WR,23,7,5,0,0,0,0,0,1,2,2.00,0,42,26,336,12.92,0,1,1,0,,,32,57.8,61.8,44.8,,60,
162,Braxton Berrios,NYJ,WR,27,7,0,1,1,2,1,0,7,82,11.71,2,14,11,63,5.73,0,0,0,2,,,31,41.6,41.6,36.1,,61,
163,Nico Collins,HOU,WR,23,6,4,0,0,0,0,0,0,0,,0,30,18,305,16.94,0,0,0,0,,,31,48.5,51.5,39.5,,62,
164,Robert Tonyan,GNB,TE,28,7,2,0,0,0,0,0,0,0,,0,36,30,251,8.37,1,0,0,1,,,31,61.1,64.1,46.1,,16,
165,Evan Engram,JAX,TE,28,7,6,0,0,0,0,0,1,0,0.00,0,39,28,275,9.82,0,0,0,0,1,,30,57.5,60.5,43.5,,18,
166,Chris Godwin,TAM,WR,26,5,5,0,0,0,0,0,2,4,2.00,0,44,29,293,10.10,0,0,0,0,,,30,58.7,61.7,44.2,,65,
167,Tyler Higbee,LAR,TE,29,6,6,0,0,0,0,0,0,0,,0,50,34,297,8.74,0,0,0,0,,,30,63.7,66.7,46.7,,17,
168,Jerick McKinnon,KAN,RB,30,7,0,0,0,0,0,0,29,119,4.10,0,17,13,116,8.92,1,0,0,1,,,30,42.5,48.5,36.0,,45,
169,Josh Palmer,LAC,WR,24,6,6,0,0,0,0,0,1,4,4.00,0,40,26,240,9.23,1,0,0,1,,,30,56.4,59.4,43.4,,63,
170,Ben Skowronek,LAR,WR,25,6,5,0,0,0,0,0,1,17,17.00,1,29,23,221,9.61,0,0,0,1,,,30,52.8,55.8,41.3,,64,
171,Tre'Quan Smith,NOR,WR,26,5,2,0,0,0,0,0,0,0,,0,20,14,235,16.79,1,0,0,1,,,30,43.5,46.5,36.5,,66,
172,Teddy Bridgewater,MIA,QB,30,4,1,37,60,522,3,3,2,21,10.50,0,0,0,0,,0,0,0,0,,,29,29.0,35.0,32.0,,37,
