,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
40,D.K. Metcalf,SEA,WR,25,12,12,0,0,0,0,0,0,0,,0,100,67,798,11.91,5,2,2,5,,,106,172.8,177.8,139.3,25,16,40
41,Brandon Aiyuk,SFO,WR,24,12,12,0,0,0,0,0,1,7,7.00,0,83,56,698,12.46,6,1,1,6,,,105,160.5,164.5,132.5,23,17,41
42,Ja'Marr Chase,CIN,WR,22,8,8,0,0,0,0,0,4,2,0.50,0,82,54,702,13.00,6,1,1,6,,,104,158.4,162.4,131.4,23,18,42
43,Garrett Wilson,NYJ,WR,22,12,7,0,1,0,0,0,4,4,1.00,0,94,57,790,13.86,4,1,0,4,,,103,160.4,163.4,131.9,22,19,43
44,Gabriel Davis,BUF,WR,23,11,11,0,0,0,0,0,0,0,,0,67,35,665,19.00,6,0,0,6,,,103,137.5,140.5,120.0,22,20,44
45,Kenneth Walker III,SEA,RB,22,11,7,0,0,0,0,0,138,649,4.70,9,26,19,116,6.11,0,0,0,9,,,131,149.5,155.5,140.0,20,14,45
46,Christian Watson,GNB,WR,23,10,7,0,0,0,0,0,5,68,13.60,2,40,25,401,16.04,7,0,0,9,,,101,125.9,128.9,113.4,20,21,46
47,Deebo Samuel,SFO,WR,26,11,10,0,0,0,0,0,37,207,5.59,2,86,50,569,11.38,2,2,1,4,,,100,149.6,156.6,124.6,19,22,47
48,Curtis Samuel,WAS,WR,26,13,10,0,0,0,0,0,31,188,6.06,1,79,54,556,10.30,3,1,1,4,,,96,150.4,157.4,123.4,16,23,48
49,Dameon Pierce,HOU,RB,22,12,12,0,0,0,0,0,198,861,4.35,3,39,30,165,5.50,1,3,1,4,,,125,154.6,161.6,139.6,15,15,49
50,Cole Kmet,CHI,TE,23,13,13,0,0,0,0,0,2,9,4.50,0,50,35,408,11.66,5,1,0,5,,,72,106.7,109.7,89.2,14,5,50
51,Mike Evans,TAM,WR,29,11,11,0,0,0,0,0,0,0,,0,89,55,761,13.84,3,0,0,3,,,94,149.1,152.1,121.6,14,24,51
52,DeVonta Smith,PHI,WR,24,12,12,0,0,0,0,0,0,0,,0,87,61,711,11.66,4,1,1,4,,,93,154.1,158.1,123.6,13,25,52
53,Justin Herbert,LAC,QB,24,12,12,340,510,3339,20,7,41,135,3.29,0,2,2,-10,-5.00,0,5,2,0,,1,210,212.1,227.1,218.1,13,8,53
54,Dallas Goedert,PHI,TE,27,9,9,0,0,0,0,0,0,0,,0,53,43,544,12.65,3,1,1,3,,,70,113.4,117.4,91.9,13,6,54
55,Tyler Boyd,CIN,WR,28,12,10,1,1,23,0,0,0,0,,0,65,45,655,14.56,4,0,0,4,1,,92,137.4,140.4,114.9,12,26,55
56,Travis Etienne,JAX,RB,23,12,7,0,0,0,0,0,146,782,5.36,4,34,25,214,8.56,0,4,2,4,1,,122,146.6,154.6,134.1,12,16,56
57,Allen Lazard ,GNB,WR,27,11,11,0,0,0,0,0,0,0,,0,75,45,620,13.78,5,0,0,5,,,92,137.0,140.0,114.5,12,27,57
58,George Kittle,SFO,TE,29,10,10,0,0,0,0,0,0,0,,0,54,38,472,12.42,4,1,1,4,,,69,107.2,111.2,88.2,11,7,58
59,Zach Ertz,ARI,TE,32,10,10,0,0,0,0,0,0,0,,0,69,47,406,8.64,4,0,0,4,2,,69,115.6,118.6,92.1,11,8,59
61,Leonard Fournette,TAM,RB,27,11,9,0,1,0,0,1,145,511,3.52,3,57,49,347,7.08,3,0,0,6,,,120,168.8,175.8,145.3,10,17,60
62,Ezekiel Elliott,DAL,RB,27,10,9,0,0,0,0,0,157,654,4.17,8,13,11,54,4.91,0,0,0,8,,,119,129.8,132.8,124.3,9,18,61
63,D.J. Moore,CAR,WR,25,12,12,0,0,0,0,0,7,39,5.57,0,88,46,605,13.15,4,0,0,4,,,88,134.4,137.4,111.4,8,28,62
64,Pat Freiermuth,PIT,TE,24,11,6,0,0,0,0,0,0,0,,0,76,50,597,11.94,1,0,0,1,,,66,115.7,118.7,90.7,8,9,63
65,Jonathan Taylor,IND,RB,23,10,10,0,0,0,0,0,192,861,4.48,4,39,27,130,4.81,0,3,3,4,,,117,144.1,153.1,130.6,8,19,64
66,Juwan Johnson,NOR,TE,26,12,8,0,0,0,0,0,0,0,,0,49,31,349,11.26,5,0,0,5,,,65,95.9,98.9,80.4,7,10,65
67,Najee Harris,PIT,RB,24,12,12,1,1,4,0,0,175,671,3.83,4,37,30,148,4.93,2,2,1,6,,,116,146.1,153.1,131.1,7,20,66
68,Daniel Jones,NYG,QB,25,12,12,229,347,2365,11,4,91,522,5.74,4,0,0,0,,0,5,3,4,,1,203,202.8,215.8,206.8,6,9,67
69,Michael Pittman Jr.,IND,WR,25,12,12,0,0,0,0,0,0,0,,0,107,76,755,9.93,2,2,1,2,,,86,161.5,165.5,123.5,6,29,68
70,Trevor Lawrence,JAX,QB,23,12,12,273,416,2834,17,6,43,211,4.91,3,0,0,0,,0,8,6,3,,3,202,202.5,220.5,208.5,6,10,69
71,Antonio Gibson ,WAS,RB,24,13,6,0,0,0,0,0,139,515,3.71,3,51,42,326,7.76,2,0,0,5,,,114,156.1,162.1,135.1,5,21,70
72,Kyler Murray,ARI,QB,25,10,10,258,389,2359,14,7,66,415,6.29,3,0,0,0,,0,8,2,3,1,3,200,199.9,214.9,206.9,3,11,71
73,Gerald Everett,LAC,TE,28,11,7,0,0,0,0,0,1,0,0.00,0,65,43,462,10.74,2,0,0,2,1,,60,103.2,106.2,81.7,3,11,72
74,David Montgomery,CHI,RB,25,12,12,0,0,0,0,0,160,641,4.01,4,30,25,244,9.76,0,1,1,4,,,111,135.5,142.5,123.0,2,22,73
75,Tyler Conklin,NYJ,TE,27,12,12,0,0,0,0,0,1,1,1.00,0,63,40,390,9.75,3,2,0,3,,,57,97.1,100.1,77.1,,12,74
76,Josh Palmer,LAC,WR,24,11,10,0,0,0,0,0,1,4,4.00,0,86,57,612,10.74,3,1,0,3,,,80,136.6,139.6,108.1,,30,75
77,Tory Carter,TEN,,23,9,3,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,2,76
78,Devin Singletary,BUF,RB,25,12,12,0,0,0,0,0,137,603,4.40,4,42,31,226,7.29,1,2,2,5,,,109,139.9,147.9,124.4,,23,77
79,Alex Armah,WAS,,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,1,78
80,Marcus Mariota,ATL,QB,29,13,13,184,300,2219,15,9,85,438,5.15,4,0,0,0,,0,8,3,4,,2,197,196.6,214.6,205.6,,12,
81,Derek Carr,LVR,QB,31,12,12,258,414,2980,20,8,17,77,4.53,0,0,0,0,,0,3,0,0,,,191,190.9,201.9,198.9,,13,
82,Tua Tagovailoa,MIA,QB,24,10,10,216,317,2859,21,5,18,35,1.94,0,0,0,0,,0,3,1,0,,,190,189.9,198.9,194.9,,14,
83,Tom Brady,TAM,QB,45,12,12,347,524,3332,16,3,20,-7,-0.35,0,1,0,0,,0,3,2,0,,1,189,188.6,196.6,191.6,,16,
84,Kirk Cousins,MIN,QB,34,12,12,290,449,2933,18,9,25,58,2.32,2,0,0,0,,0,5,2,2,,2,189,189.1,203.1,198.1,,15,
85,Aaron Rodgers,GNB,QB,39,13,13,272,423,2864,22,9,20,67,3.35,0,0,0,0,,0,7,4,0,,2,187,187.3,203.3,196.3,,17,
86,Jared Goff,DET,QB,28,12,12,263,405,3022,19,7,21,42,2.00,0,1,1,5,5.00,0,5,3,0,1,1,186,186.6,199.6,193.1,,18,
87,Jacoby Brissett,CLE,QB,30,12,11,236,368,2608,12,6,47,238,5.06,2,0,0,0,,0,6,4,2,,,168,168.1,184.1,174.1,,19,
88,Jimmy Garoppolo,SFO,QB,31,11,10,207,308,2437,16,4,23,33,1.43,2,0,0,0,,0,3,2,2,,,165,164.8,173.8,168.8,,20,
89,Matt Ryan,IND,QB,37,11,11,290,428,2875,13,13,24,70,2.92,1,0,0,0,,0,14,5,1,,,144,144.0,165.0,157.0,,22,
90,Russell Wilson,DEN,QB,34,11,11,215,358,2558,8,5,37,158,4.27,1,1,1,1,1.00,0,5,1,1,,,144,145.2,157.2,149.7,,21,
92,Andy Dalton,NOR,QB,35,10,10,200,299,2252,15,7,24,54,2.25,0,0,0,0,,0,3,1,0,,1,141,141.5,152.5,148.5,,23,
93,Ryan Tannehill,TEN,QB,34,10,10,172,265,2117,11,4,29,81,2.79,1,0,0,0,,0,2,1,1,,,133,132.8,140.8,136.8,,24,
94,Davis Mills,HOU,QB,24,10,10,203,328,2144,11,11,17,38,2.24,1,0,0,0,,0,4,1,1,,,116,115.6,130.6,126.6,,25,
95,Dak Prescott,DAL,QB,29,7,7,144,212,1563,13,7,19,71,3.74,1,0,0,0,,0,1,0,1,,,114,113.6,123.6,120.6,,26,
96,Kenny Pickett,PIT,QB,24,9,8,191,293,1797,4,8,42,209,4.98,3,0,0,0,,0,3,1,3,,1,111,110.8,125.8,118.8,,27,
97,Jeff Wilson,2TM,RB,27,12,7,0,0,0,0,0,132,680,5.15,4,26,16,149,9.31,1,2,2,5,,,109,124.9,132.9,116.9,,24,
98,Alvin Kamara,NOR,RB,27,11,10,0,0,0,0,0,143,550,3.85,1,68,51,433,8.49,2,4,4,3,,,108,159.3,169.3,133.8,,25,
99,Matthew Stafford,LAR,QB,34,9,9,206,303,2087,10,8,13,9,0.69,1,0,0,0,,0,5,3,1,,,108,108.4,122.4,116.4,,28,
100,Mac Jones,NWE,QB,24,9,9,184,270,1963,7,7,30,88,2.93,1,0,0,0,,0,4,1,1,,,105,105.3,116.3,112.3,,29,
101,Khalil Herbert,CHI,RB,24,10,1,0,0,0,0,0,108,643,5.95,4,7,6,62,10.33,1,0,0,5,,,101,106.5,109.5,103.5,,26,
102,Cordarrelle Patterson,ATL,RB,31,9,8,0,0,0,0,0,108,566,5.24,5,16,11,65,5.91,0,1,1,6,,,97,108.1,112.1,102.6,,27,
103,D'Andre Swift,DET,RB,23,9,6,0,0,0,0,0,64,354,5.53,4,41,28,235,8.39,2,1,0,6,1,,97,124.9,130.9,110.9,,28,
104,Carson Wentz,WAS,QB,30,6,6,144,232,1489,10,6,19,79,4.16,0,0,0,0,,0,6,1,0,,2,97,97.5,107.5,103.5,,30,
105,AJ Dillon ,GNB,RB,24,13,3,0,0,0,0,0,143,624,4.36,3,33,23,159,6.91,0,1,0,3,,,96,119.3,125.3,107.8,,29,
106,Breece Hall,NYJ,RB,21,7,2,0,0,0,0,0,80,463,5.79,4,31,19,218,11.47,1,1,1,5,,,96,115.1,122.1,105.6,,30,
107,James Conner,ARI,RB,27,9,9,0,0,0,0,0,121,476,3.93,4,35,27,171,6.33,1,3,1,5,,,93,119.7,126.7,106.2,,32,
108,Raheem Mostert,MIA,RB,30,11,9,0,0,0,0,0,125,573,4.58,3,26,17,119,7.00,1,0,0,4,,,93,110.2,116.2,101.7,,31,
109,Taylor Heinicke,WAS,QB,29,7,7,131,212,1444,9,5,23,67,2.91,1,0,0,0,,0,4,2,1,,,92,92.5,102.5,97.5,,31,
110,Samaje Perine,CIN,RB,27,12,2,0,0,0,0,0,74,327,4.42,1,40,32,262,8.19,4,0,0,5,,,89,120.9,126.9,104.9,,33,
111,D'Onta Foreman,CAR,RB,26,12,5,0,0,0,0,0,126,563,4.47,4,8,4,25,6.25,0,0,0,4,1,,85,88.8,91.8,86.8,,34,
112,Kareem Hunt,CLE,RB,27,12,0,0,0,0,0,0,102,417,4.09,3,31,25,173,6.92,1,0,0,4,,,83,108.0,114.0,95.5,,35,
113,Tyler Allgeier,ATL,RB,22,12,5,0,0,0,0,0,131,604,4.61,1,10,10,87,8.70,1,0,0,2,,,81,91.1,94.1,86.1,,37,
114,Clyde Edwards-Helaire,KAN,RB,23,10,6,0,0,0,0,0,71,302,4.25,3,23,17,151,8.88,3,0,0,6,,,81,98.3,104.3,89.8,,36,
115,Brian Robinson Jr.,WAS,RB,23,9,7,0,0,0,0,0,147,563,3.83,2,9,8,42,5.25,1,1,0,3,,,79,86.5,89.5,82.5,,38,
116,JuJu Smith-Schuster,KAN,WR,26,11,10,0,0,0,0,0,0,0,,0,71,52,688,13.23,2,2,1,2,,,79,130.8,134.8,104.8,,31,
117,James Robinson,2TM,RB,24,11,5,0,0,0,0,0,110,425,3.86,3,14,11,51,4.64,2,1,0,5,,,78,88.6,91.6,83.1,,39,
118,Adam Thielen,MIN,WR,32,12,12,0,0,0,0,0,0,0,,0,83,56,580,10.36,3,0,0,3,1,,78,134.0,137.0,106.0,,32,
119,Chris Godwin,TAM,WR,26,10,9,0,0,0,0,0,3,5,1.67,0,99,68,648,9.53,2,0,0,2,,,77,145.3,148.3,111.3,,33,
120,Drake London,ATL,WR,21,13,11,0,0,0,0,0,0,0,,0,81,47,533,11.34,4,1,1,4,1,,77,124.3,128.3,100.8,,34,
121,Zach Wilson,NYJ,QB,23,7,7,105,189,1279,4,5,24,94,3.92,1,1,1,2,2.00,1,1,1,2,,,77,77.8,86.8,82.3,,32,
123,Michael Carter,NYJ,RB,23,11,9,0,0,0,0,0,99,370,3.74,3,36,28,209,7.46,0,1,0,3,,,76,103.9,109.9,89.9,,40,
124,Devin Duvernay,BAL,WR,25,12,12,0,0,0,0,0,12,84,7.00,1,45,35,378,10.80,3,0,0,5,,,76,111.2,114.2,93.7,,35,
125,Jakobi Meyers,NWE,WR,26,10,9,0,0,0,0,0,2,9,4.50,0,67,50,593,11.86,3,1,1,3,,,76,126.2,130.2,101.2,,36,
126,Mack Hollins,LVR,WR,29,12,11,1,1,4,0,0,1,0,0.00,0,73,45,566,12.58,3,0,0,3,,,75,119.8,122.8,97.3,,39,
127,DeAndre Hopkins,ARI,WR,30,6,6,0,0,0,0,0,0,0,,0,64,49,574,11.71,3,1,0,3,,,75,124.4,127.4,99.9,,37,
128,Courtland Sutton,DEN,WR,27,12,12,0,0,0,0,0,1,5,5.00,0,89,52,688,13.23,1,0,0,1,,,75,127.3,130.3,101.3,,38,
129,Baker Mayfield,CAR,QB,27,7,6,119,206,1313,6,6,16,52,3.25,1,0,0,0,,0,6,1,1,,,74,73.7,83.7,79.7,,33,
130,Donovan Peoples-Jones,CLE,WR,23,12,10,0,0,0,0,0,1,2,2.00,0,68,45,637,14.16,1,1,1,2,,,74,118.9,122.9,96.4,,40,
131,George Pickens,PIT,WR,21,12,7,0,0,0,0,0,3,24,8.00,1,61,37,512,13.84,2,0,0,3,1,,74,110.6,113.6,92.1,,41,
132,Kenyan Drake,BAL,RB,28,10,5,0,0,0,0,0,92,421,4.58,3,19,13,69,5.31,1,0,0,4,,,73,86.0,89.0,79.5,,41,
133,Latavius Murray,2TM,RB,32,8,2,0,0,0,0,0,104,405,3.89,4,19,17,84,4.94,0,0,0,4,,,73,89.9,92.9,81.4,,42,
134,Isiah Pacheco,KAN,RB,22,12,6,0,0,0,0,0,111,521,4.69,3,6,6,46,7.67,0,3,1,3,,,73,78.7,82.7,75.7,,43,
135,Marquise Brown,ARI,WR,25,7,7,0,0,0,0,0,0,0,,0,72,49,531,10.84,3,1,0,3,,,71,120.1,123.1,95.6,,42,
136,Parris Campbell,IND,WR,25,13,12,0,0,0,0,0,3,31,10.33,0,68,50,497,9.94,3,0,0,3,,,71,120.8,123.8,95.8,,43,
137,Jerry Jeudy,DEN,WR,23,10,9,0,0,0,0,0,1,1,1.00,0,59,34,514,15.12,3,0,0,3,,,70,103.5,106.5,86.5,,45,
138,Isaiah McKenzie,BUF,WR,27,11,7,0,0,0,0,0,7,42,6.00,1,50,35,359,10.26,4,0,0,5,,,70,105.1,108.1,87.6,,44,
139,Mecole Hardman,KAN,WR,24,8,5,0,0,0,0,0,4,31,7.75,2,34,25,297,11.88,4,1,0,6,,,69,93.8,96.8,81.3,,47,
140,Darius Slayton,NYG,WR,25,11,7,0,0,0,0,0,0,0,,0,52,33,566,17.15,2,0,0,2,,,69,101.6,104.6,85.1,,48,
141,Mike Williams,LAC,WR,28,8,8,0,0,0,0,0,0,0,,0,60,38,510,13.42,3,0,0,3,,,69,107.0,110.0,88.0,,46,
142,Zay Jones,JAX,WR,27,11,10,0,0,0,0,0,3,21,7.00,0,86,60,578,9.63,1,0,0,1,1,,68,127.9,130.9,97.9,,49,
143,Damien Harris,NWE,RB,25,9,8,0,0,0,0,0,84,383,4.56,3,16,13,75,5.77,0,0,0,3,,,64,76.8,79.8,70.3,,44,
144,Marquez Valdes-Scantling,KAN,WR,28,12,7,0,0,0,0,0,1,-3,-3.00,0,58,33,586,17.76,1,0,0,1,,,64,97.3,100.3,80.8,,50,
145,Alec Pierce,IND,WR,22,12,9,0,0,0,0,0,0,0,,0,60,32,510,15.94,2,1,0,2,,,63,95.0,98.0,79.0,,51,
146,Eno Benjamin,2TM,RB,23,11,3,0,0,0,0,0,70,299,4.27,2,33,24,184,7.67,0,0,0,2,1,,62,86.3,92.3,74.3,,45,
147,DeAndre Carter,LAC,WR,29,12,7,0,0,0,0,0,1,-5,-5.00,0,53,39,466,11.95,3,1,1,3,,,62,101.1,105.1,81.6,,52,
148,Melvin Gordon,DEN,RB,29,10,6,0,0,0,0,0,90,318,3.53,2,32,25,223,8.92,0,5,2,2,,,62,87.1,95.1,74.6,,46,
149,Darnell Mooney,CHI,WR,25,12,12,0,0,0,0,0,1,2,2.00,0,61,40,493,12.33,2,0,0,2,,,62,101.5,104.5,81.5,,53,
150,Rachaad White,TAM,RB,23,12,3,0,0,0,0,0,83,314,3.78,1,42,35,221,6.31,1,2,2,2,,,62,96.5,104.5,79.0,,47,
151,Diontae Johnson,PIT,WR,26,12,12,0,0,0,0,0,6,23,3.83,0,105,61,565,9.26,0,1,0,0,1,,61,121.8,124.8,91.3,,54,
152,Nico Collins,HOU,WR,23,10,7,0,0,0,0,0,0,0,,0,66,37,481,13.00,2,0,0,2,,,60,97.1,100.1,78.6,,55,
154,Brandin Cooks,HOU,WR,29,10,10,0,0,0,0,0,2,7,3.50,0,71,44,520,11.82,1,0,0,1,,,59,102.7,105.7,80.7,,56,
155,Olamide Zaccheaus,ATL,WR,25,13,9,0,0,0,0,0,2,7,3.50,0,44,32,478,14.94,2,1,1,2,,,59,90.5,94.5,74.5,,57,
156,Corey Davis,NYJ,WR,27,9,7,0,0,0,0,0,0,0,,0,47,25,445,17.80,2,0,0,2,,,57,81.5,84.5,69.0,,58,
157,Darrell Henderson,LAR,RB,25,10,7,0,0,0,0,0,70,283,4.04,3,22,17,102,6.00,0,0,0,3,,,57,73.5,79.5,65.0,,48,
158,Cooper Rush,DAL,QB,29,8,5,94,161,1051,5,3,9,6,0.67,0,0,0,0,,0,2,0,0,,,57,56.6,62.6,59.6,,34,
159,Chase Claypool,2TM,WR,24,13,11,1,1,1,1,0,9,59,6.56,0,72,44,422,9.59,1,1,1,1,,,56,100.1,104.1,78.1,,59,
160,Dontrell Hilliard,TEN,RB,27,11,1,0,0,0,0,0,22,145,6.59,0,26,21,177,8.43,4,0,0,4,,,56,77.2,83.2,66.7,,49,
161,David Njoku,CLE,TE,26,9,9,0,0,0,0,0,1,-6,-6.00,0,52,41,464,11.32,2,1,1,2,,,56,96.8,100.8,76.3,,13,
162,Jahan Dotson,WAS,WR,22,8,6,0,0,0,0,0,2,-7,-3.50,0,35,19,233,12.26,5,0,0,5,1,,55,73.6,76.6,64.1,,60,
163,Jerick McKinnon,KAN,RB,30,12,0,0,0,0,0,0,47,200,4.26,0,42,31,247,7.97,2,1,1,2,,,55,85.7,92.7,70.2,,50,
164,Evan Engram,JAX,TE,28,12,9,0,0,0,0,0,1,0,0.00,0,59,42,386,9.19,2,0,0,2,1,,53,94.6,97.6,73.6,,14,
165,Kenneth Gainwell,PHI,RB,23,12,0,0,0,0,0,0,41,183,4.46,4,19,13,95,7.31,0,0,0,4,,,52,64.8,67.8,58.3,,51,
166,Hayden Hurst,CIN,TE,29,12,12,0,0,0,0,0,0,0,,0,63,48,400,8.33,2,0,0,2,,,52,100.0,103.0,76.0,,15,
167,Allen Robinson,LAR,WR,29,10,10,0,0,0,0,0,0,0,,0,52,33,339,10.27,3,0,0,3,,,52,84.9,87.9,68.4,,61,
168,Cam Akers,LAR,RB,23,10,4,0,0,0,0,0,101,334,3.31,3,7,3,18,6.00,0,1,1,3,,,51,54.2,58.2,52.7,,53,
169,James Cook,BUF,RB,23,12,0,0,0,0,0,0,60,323,5.38,1,24,15,151,10.07,0,1,1,1,,,51,66.4,73.4,58.9,,52,
170,Mike Gesicki,MIA,TE,27,12,1,0,0,0,0,0,0,0,,0,37,24,269,11.21,4,0,0,4,,,51,74.9,77.9,62.9,,16,
171,Marvin Jones,JAX,WR,32,11,7,0,0,0,0,0,0,0,,0,57,32,385,12.03,2,0,0,2,,,51,82.5,85.5,66.5,,62,
