,0,1,2,3,4,5,6,7,8,9,10
0,Sortable Rushing Leaders,Sortable Rushing Leaders,Sortable Rushing Leaders,Sortable Rushing Leaders,Sortable Rushing Leaders,Sortable Rushing Leaders,Sortable Rushing Leaders,Sortable Rushing Leaders,Sortable Rushing Leaders,Sortable Rushing Leaders,Sortable Rushing Leaders
1,RK,PLAYER,TEAM,RESULT,CAR,YDS,AVG,TD,LNG,FUM,
2,1,"Josh Jacobs, RB",LV,W 22-16 at DEN,24,109,4.5,0,15,0,
3,2,"Isiah Pacheco, RB",KC,W 30-27 at LAC,15,107,7.1,0,28,0,
4,3,"Najee Harris, RB",PIT,L 37-30 vs. CIN,20,90,4.5,2,19,0,
5,4,"Derrick Henry, RB",TEN,W 27-17 at GB,28,87,3.1,1,9,0,
6,5,"James Cook, RB",BUF,W 31-23 vs. CLE,11,86,7.8,0,29,0,
7,6,"Jalen Hurts, QB",PHI,W 17-16 at IND,16,86,5.4,1,23,1,
8,7,"Devin Singletary, RB",BUF,W 31-23 vs. CLE,18,86,4.8,1,18,0,
9,8,"Justin Fields, QB",CHI,L 27-24 at ATL,18,85,4.7,1,17,0,
10,9,"Jonathan Taylor, RB",IND,L 17-16 vs. PHI,22,84,3.8,1,28,1,
11,10,"Austin Ekeler, RB",LAC,L 30-27 vs. KC,19,83,4.4,1,9,0,
12,11,"Tony Pollard, RB",DAL,W 40-3 at MIN,15,80,5.3,0,20,0,
13,12,"Dalvin Cook, RB",MIN,L 40-3 vs. DAL,11,72,6.5,0,17,0,
14,13,"Antonio Gibson, RB",WSH,W 23-10 at HOU,18,72,4.0,0,18,0,
15,14,"David Montgomery, RB",CHI,L 27-24 at ATL,17,67,3.9,1,15,0,
16,15,"Justin Jackson, RB",DET,W 31-18 at NYG,9,66,7.3,0,27,0,
17,16,"Damien Harris, RB",NE,W 10-3 vs. NYJ,8,65,8.1,0,30,0,
18,17,"Jamaal Williams, RB",DET,W 31-18 at NYG,17,64,3.8,3,15,0,
19,18,"Cam Akers, RB",LAR,L 27-20 at NO,14,61,4.4,0,13,0,
20,19,"Elijah Mitchell, RB",SF,W 38-10 at ARI,9,59,6.6,0,19,0,
21,20,"Brian Robinson Jr., RB",WSH,W 23-10 at HOU,15,57,3.8,0,14,0,
22,21,"Tyler Allgeier, RB",ATL,W 27-24 vs. CHI,8,55,6.9,0,26,0,
23,22,"Taysom Hill, TE",NO,W 27-20 vs. LAR,9,52,5.8,0,12,0,
24,23,"Cordarrelle Patterson, RB",ATL,W 27-24 vs. CHI,10,52,5.2,0,17,1,
25,24,"Daniel Jones, QB",NYG,L 31-18 vs. DET,7,50,7.1,1,15,0,
26,25,"Latavius Murray, RB",DEN,L 22-16 vs. LV,17,49,2.9,1,12,0,
27,26,"Miles Sanders, RB",PHI,W 17-16 at IND,13,47,3.6,0,10,0,
28,27,"Kenyan Drake, RB",BAL,W 13-3 vs. CAR,10,46,4.6,0,29,0,
29,28,"Alvin Kamara, RB",NO,W 27-20 vs. LAR,12,42,3.5,0,11,0,
30,29,"James Conner, RB",ARI,L 38-10 vs. SF,14,42,3.0,1,14,0,
31,30,"Ezekiel Elliott, RB",DAL,W 40-3 at MIN,15,42,2.8,2,8,0,
